
time,ax,ay,az,wx,wy,wz,
21:15:38:625,-0.13,0.10,0.21,-0.21,0.33,0.26,
21:15:38:625,-0.13,0.10,0.21,-0.16,0.29,0.23,
21:15:38:626,-0.13,0.10,0.21,-0.13,0.27,0.22,
21:15:38:626,-0.13,0.10,0.21,-0.08,0.17,0.22,
21:15:38:626,-0.13,0.10,0.21,-0.03,0.06,0.22,
21:15:38:631,-0.13,0.10,0.21,0.00,0.02,0.22,
21:15:38:632,-0.13,0.10,0.21,0.06,-0.08,0.23,
21:15:38:632,-0.67,0.07,0.49,0.06,-0.08,0.23,
21:15:38:633,-0.67,0.07,0.49,0.12,-0.20,0.23,
21:15:38:635,-0.67,0.07,0.49,0.15,-0.25,0.22,
21:15:38:636,-0.67,0.07,0.49,0.20,-0.33,0.20,
21:15:38:638,-0.67,0.07,0.49,0.21,-0.39,0.16,
21:15:38:641,-0.67,0.07,0.49,0.20,-0.40,0.10,
21:15:38:641,-0.66,-0.08,0.38,0.20,-0.40,0.10,
21:15:38:642,-0.66,-0.08,0.38,0.19,-0.38,0.06,
21:15:38:644,-0.66,-0.08,0.38,0.17,-0.32,-0.04,
21:15:38:646,-0.66,-0.08,0.38,0.14,-0.25,-0.15,
21:15:38:648,-0.66,-0.08,0.38,0.12,-0.21,-0.20,
21:15:38:655,-0.66,-0.08,0.38,0.01,-0.02,-0.41,
21:15:38:655,-0.66,-0.08,0.38,0.01,-0.02,-0.41,
21:15:38:656,-0.66,-0.08,0.38,0.01,0.00,-0.44,
21:15:38:656,-0.28,-0.32,0.14,0.01,0.00,-0.44,
21:15:38:656,-0.28,-0.32,0.14,0.01,0.02,-0.46,
21:15:38:659,-0.28,-0.32,0.14,0.01,-0.00,-0.48,
21:15:38:661,-0.28,-0.32,0.14,0.01,-0.03,-0.48,
21:15:38:662,-0.35,-0.30,0.12,0.01,-0.03,-0.48,
21:15:38:663,-0.35,-0.30,0.12,0.01,-0.07,-0.43,
21:15:38:664,-0.35,-0.30,0.12,0.02,-0.15,-0.37,
21:15:38:666,-0.35,-0.30,0.12,0.04,-0.19,-0.34,
21:15:38:668,-0.35,-0.30,0.12,0.09,-0.27,-0.27,
21:15:38:672,-0.35,-0.30,0.12,0.14,-0.32,-0.20,
21:15:38:672,-0.53,0.11,0.29,0.14,-0.32,-0.20,
21:15:38:673,-0.53,0.11,0.29,0.16,-0.34,-0.16,
21:15:38:674,-0.53,0.11,0.29,0.20,-0.37,-0.09,
21:15:38:676,-0.53,0.11,0.29,0.24,-0.36,-0.05,
21:15:38:678,-0.53,0.11,0.29,0.25,-0.35,-0.03,
21:15:38:681,-0.53,0.11,0.29,0.27,-0.31,-0.01,
21:15:38:681,-0.13,0.28,0.19,0.27,-0.31,-0.01,
21:15:38:682,-0.13,0.28,0.19,0.24,-0.25,0.01,
21:15:38:690,-0.13,0.28,0.19,0.21,-0.21,0.02,
21:15:38:690,-0.13,0.28,0.19,0.14,-0.13,0.03,
21:15:38:691,-0.13,0.28,0.19,0.07,-0.03,0.04,
21:15:38:693,-0.13,0.28,0.19,0.01,0.08,0.03,
21:15:38:693,-0.13,0.28,0.19,-0.02,0.12,0.03,
21:15:38:694,0.43,0.26,-0.24,-0.02,0.12,0.03,
21:15:38:694,0.43,0.26,-0.24,-0.08,0.23,0.03,
21:15:38:696,0.43,0.26,-0.24,-0.12,0.31,0.04,
21:15:38:699,0.43,0.26,-0.24,-0.13,0.34,0.04,
21:15:38:707,0.52,0.45,-0.18,-0.13,0.34,0.04,
21:15:38:708,0.52,0.45,-0.18,-0.14,0.36,0.05,
21:15:38:708,0.52,0.45,-0.18,-0.13,0.36,0.08,
21:15:38:709,0.52,0.45,-0.18,-0.13,0.35,0.10,
21:15:38:710,0.52,0.45,-0.18,-0.13,0.30,0.16,
21:15:38:711,0.52,0.45,-0.18,-0.12,0.25,0.23,
21:15:38:712,0.11,0.53,0.11,-0.12,0.25,0.23,
21:15:38:713,0.11,0.53,0.11,-0.11,0.21,0.25,
21:15:38:713,0.11,0.53,0.11,-0.08,0.13,0.31,
21:15:38:714,0.11,0.53,0.11,-0.05,0.07,0.35,
21:15:38:716,0.11,0.53,0.11,-0.04,0.04,0.36,
21:15:38:718,0.11,0.53,0.11,-0.05,-0.01,0.39,
21:15:38:721,-0.11,0.36,0.14,-0.05,-0.01,0.39,
21:15:38:722,-0.11,0.36,0.14,-0.06,-0.03,0.39,
21:15:38:722,-0.11,0.36,0.14,-0.07,-0.04,0.38,
21:15:38:724,-0.11,0.36,0.14,-0.08,-0.03,0.34,
21:15:38:726,-0.11,0.36,0.14,-0.09,-0.01,0.27,
21:15:38:728,-0.11,0.36,0.14,-0.10,0.02,0.23,
21:15:38:733,-0.15,0.36,0.13,-0.10,0.02,0.23,
21:15:38:734,-0.15,0.36,0.13,-0.17,0.11,0.09,
21:15:38:734,-0.15,0.36,0.13,-0.19,0.12,0.05,
21:15:38:735,-0.15,0.36,0.13,-0.19,0.12,0.05,
21:15:38:740,-0.15,0.36,0.13,-0.21,0.13,-0.02,
21:15:38:740,-0.15,0.36,0.13,-0.23,0.11,-0.08,
21:15:38:741,-0.15,0.36,0.13,-0.23,0.10,-0.11,
21:15:38:742,-0.21,-0.22,-0.05,-0.23,0.10,-0.11,
21:15:38:743,-0.21,-0.22,-0.05,-0.23,0.05,-0.14,
21:15:38:747,-0.21,-0.22,-0.05,-0.23,-0.01,-0.16,
21:15:38:748,-0.21,-0.22,-0.05,-0.21,-0.09,-0.17,
21:15:38:748,-0.21,-0.22,-0.05,-0.19,-0.14,-0.17,
21:15:38:751,-0.21,-0.22,-0.05,-0.13,-0.22,-0.18,
21:15:38:752,-0.54,-0.20,0.24,-0.13,-0.22,-0.18,
21:15:38:753,-0.54,-0.20,0.24,-0.08,-0.29,-0.17,
21:15:38:754,-0.54,-0.20,0.24,-0.06,-0.32,-0.17,
21:15:38:756,-0.54,-0.20,0.24,-0.04,-0.36,-0.15,
21:15:38:758,-0.54,-0.20,0.24,-0.01,-0.40,-0.14,
21:15:38:762,-0.54,-0.20,0.24,0.00,-0.42,-0.15,
21:15:38:763,-0.56,-0.19,0.16,0.00,-0.42,-0.15,
21:15:38:763,-0.56,-0.19,0.16,0.03,-0.42,-0.15,
21:15:38:764,-0.56,-0.19,0.16,0.04,-0.40,-0.16,
21:15:38:766,-0.56,-0.19,0.16,0.04,-0.38,-0.17,
21:15:38:768,-0.56,-0.19,0.16,0.04,-0.32,-0.18,
