
time,ax,ay,az,wx,wy,wz,
21:23:22:934,0.35,-0.07,-0.71,0.00,-0.05,0.09,
21:23:22:935,0.35,-0.07,-0.71,0.00,-0.09,0.11,
21:23:22:936,0.35,-0.07,-0.71,0.02,-0.12,0.13,
21:23:22:937,-0.06,0.11,-0.47,0.02,-0.12,0.13,
21:23:22:937,-0.06,0.11,-0.47,0.03,-0.14,0.15,
21:23:22:938,-0.06,0.11,-0.47,0.05,-0.18,0.18,
21:23:22:939,-0.06,0.11,-0.47,0.05,-0.19,0.18,
21:23:22:939,-0.16,0.05,-0.45,0.05,-0.19,0.18,
21:23:22:940,-0.16,0.05,-0.45,0.04,-0.19,0.18,
21:23:22:940,-0.16,0.05,-0.45,0.01,-0.16,0.17,
21:23:22:941,-0.16,0.05,-0.45,0.00,-0.14,0.15,
21:23:22:945,-0.16,0.05,-0.45,-0.02,-0.09,0.11,
21:23:22:946,-0.16,0.05,-0.45,-0.05,-0.02,0.05,
21:23:22:947,0.16,-0.16,-0.63,-0.05,-0.02,0.05,
21:23:22:947,0.16,-0.16,-0.63,-0.06,0.01,0.03,
21:23:22:952,0.16,-0.16,-0.63,-0.10,0.08,-0.02,
21:23:22:953,0.16,-0.16,-0.63,-0.12,0.13,-0.07,
21:23:22:953,0.16,-0.16,-0.63,-0.12,0.15,-0.09,
21:23:22:957,0.18,-0.19,-0.64,-0.12,0.15,-0.09,
21:23:22:958,0.18,-0.19,-0.64,-0.12,0.17,-0.11,
21:23:22:958,0.18,-0.19,-0.64,-0.11,0.17,-0.12,
21:23:22:959,0.18,-0.19,-0.64,-0.10,0.16,-0.12,
21:23:22:965,0.18,-0.19,-0.64,-0.08,0.13,-0.10,
21:23:22:966,0.18,-0.19,-0.64,-0.04,0.07,-0.07,
21:23:22:968,-0.18,-0.11,-0.41,-0.04,0.07,-0.07,
21:23:22:968,-0.18,-0.11,-0.41,0.00,-0.00,-0.04,
21:23:22:968,-0.18,-0.11,-0.41,0.04,-0.07,0.00,
21:23:22:969,-0.18,-0.11,-0.41,0.06,-0.11,0.02,
21:23:22:971,-0.18,-0.11,-0.41,0.08,-0.14,0.04,
21:23:22:972,-0.18,-0.11,-0.41,0.11,-0.18,0.07,
21:23:22:976,-0.18,-0.11,-0.41,0.13,-0.21,0.08,
21:23:22:976,-0.28,-0.10,-0.33,0.13,-0.21,0.08,
21:23:22:977,-0.28,-0.10,-0.33,0.15,-0.21,0.08,
21:23:22:979,-0.28,-0.10,-0.33,0.15,-0.20,0.07,
21:23:22:982,-0.28,-0.10,-0.33,0.14,-0.16,0.05,
21:23:22:984,-0.28,-0.10,-0.33,0.13,-0.11,0.01,
21:23:22:986,-0.28,-0.10,-0.33,0.12,-0.08,-0.01,
21:23:22:987,0.07,-0.21,-0.51,0.12,-0.08,-0.01,
21:23:22:987,0.07,-0.21,-0.51,0.10,-0.02,-0.05,
21:23:22:989,0.07,-0.21,-0.51,0.07,0.05,-0.09,
21:23:22:991,0.07,-0.21,-0.51,0.06,0.08,-0.11,
21:23:22:993,0.07,-0.21,-0.51,0.04,0.12,-0.14,
21:23:22:996,0.07,-0.21,-0.51,0.02,0.15,-0.15,
21:23:22:996,0.07,-0.21,-0.50,0.02,0.15,-0.15,
21:23:22:997,0.07,-0.21,-0.50,0.02,0.15,-0.15,
21:23:22:999,0.07,-0.21,-0.50,0.02,0.15,-0.14,
21:23:23:001,0.07,-0.21,-0.50,0.02,0.12,-0.12,
21:23:23:003,0.07,-0.21,-0.50,0.03,0.10,-0.10,
21:23:23:008,0.07,-0.21,-0.50,0.07,0.01,-0.01,
21:23:23:009,0.07,-0.21,-0.50,0.07,0.01,-0.01,
21:23:23:009,-0.09,-0.04,-0.47,0.07,0.01,-0.01,
21:23:23:010,-0.09,-0.04,-0.47,0.08,-0.02,0.01,
21:23:23:011,-0.09,-0.04,-0.47,0.10,-0.07,0.06,
21:23:23:013,-0.09,-0.04,-0.47,0.12,-0.10,0.09,
21:23:23:016,-0.09,-0.04,-0.47,0.12,-0.12,0.11,
21:23:23:016,-0.18,0.03,-0.38,0.12,-0.12,0.11,
21:23:23:017,-0.18,0.03,-0.38,0.12,-0.13,0.13,
21:23:23:019,-0.18,0.03,-0.38,0.11,-0.12,0.13,
21:23:23:021,-0.18,0.03,-0.38,0.10,-0.11,0.13,
21:23:23:023,-0.18,0.03,-0.38,0.08,-0.07,0.11,
21:23:23:027,-0.18,0.03,-0.38,0.05,-0.03,0.09,
21:23:23:028,-0.18,0.03,-0.38,0.02,-0.00,0.07,
21:23:23:028,0.07,-0.08,-0.56,0.02,-0.00,0.07,
21:23:23:033,0.07,-0.08,-0.56,-0.02,0.05,0.04,
21:23:23:034,0.07,-0.08,-0.56,-0.06,0.10,0.01,
21:23:23:034,0.07,-0.08,-0.56,-0.09,0.14,-0.02,
21:23:23:036,0.16,-0.12,-0.65,-0.09,0.14,-0.02,
21:23:23:037,0.16,-0.12,-0.65,-0.10,0.15,-0.03,
21:23:23:038,0.16,-0.12,-0.65,-0.12,0.16,-0.04,
21:23:23:039,0.16,-0.12,-0.65,-0.13,0.15,-0.04,
21:23:23:041,0.16,-0.12,-0.65,-0.14,0.14,-0.04,
21:23:23:044,0.16,-0.12,-0.65,-0.12,0.11,-0.02,
21:23:23:053,-0.13,0.01,-0.48,-0.12,0.11,-0.02,
21:23:23:054,-0.13,0.01,-0.48,-0.08,0.01,0.02,
21:23:23:055,-0.13,0.01,-0.48,-0.08,0.01,0.02,
21:23:23:055,-0.13,0.01,-0.48,-0.07,-0.02,0.04,
21:23:23:056,-0.13,0.01,-0.48,-0.05,-0.07,0.06,
21:23:23:056,-0.13,0.01,-0.48,-0.04,-0.10,0.08,
21:23:23:057,-0.13,0.01,-0.48,-0.02,-0.14,0.09,
