
time,ax,ay,az,wx,wy,wz,
21:17:52:817,0.44,0.04,-0.11,0.08,0.34,0.17,
21:17:52:818,0.44,0.04,-0.11,0.10,0.37,0.16,
21:17:52:819,0.44,0.04,-0.11,0.11,0.38,0.16,
21:17:52:819,0.44,0.04,-0.11,0.11,0.37,0.16,
21:17:52:820,0.44,0.04,-0.11,0.10,0.36,0.17,
21:17:52:820,0.44,0.04,-0.11,0.11,0.34,0.17,
21:17:52:824,0.44,0.04,-0.11,0.17,0.24,0.14,
21:17:52:824,0.44,0.04,-0.11,0.17,0.24,0.14,
21:17:52:825,0.44,0.04,-0.11,0.18,0.21,0.14,
21:17:52:825,0.17,-0.02,0.19,0.18,0.21,0.14,
21:17:52:825,0.17,-0.02,0.19,0.19,0.18,0.14,
21:17:52:827,0.17,-0.02,0.19,0.19,0.11,0.14,
21:17:52:830,0.17,-0.02,0.19,0.19,0.03,0.12,
21:17:52:831,-0.24,-0.03,0.40,0.19,0.03,0.12,
21:17:52:831,-0.24,-0.03,0.40,0.20,-0.01,0.11,
21:17:52:833,-0.24,-0.03,0.40,0.22,-0.07,0.08,
21:17:52:835,-0.24,-0.03,0.40,0.22,-0.13,0.03,
21:17:52:837,-0.24,-0.03,0.40,0.22,-0.15,0.01,
21:17:52:841,-0.24,-0.03,0.40,0.19,-0.17,-0.04,
21:17:52:842,-0.24,-0.03,0.40,0.16,-0.18,-0.10,
21:17:52:842,-0.35,-0.06,0.33,0.16,-0.18,-0.10,
21:17:52:847,-0.35,-0.06,0.33,0.14,-0.18,-0.13,
21:17:52:848,-0.35,-0.06,0.33,0.11,-0.17,-0.19,
21:17:52:849,-0.35,-0.06,0.33,0.08,-0.17,-0.25,
21:17:52:851,-0.27,-0.17,0.22,0.08,-0.17,-0.25,
21:17:52:851,-0.27,-0.17,0.22,0.03,-0.17,-0.29,
21:17:52:852,-0.27,-0.17,0.22,0.01,-0.16,-0.30,
21:17:52:854,-0.27,-0.17,0.22,-0.03,-0.17,-0.32,
21:17:52:856,-0.27,-0.17,0.22,-0.06,-0.18,-0.33,
21:17:52:858,-0.27,-0.17,0.22,-0.07,-0.19,-0.33,
21:17:52:864,-0.30,-0.04,0.21,-0.07,-0.19,-0.33,
21:17:52:865,-0.30,-0.04,0.21,-0.09,-0.24,-0.28,
21:17:52:865,-0.30,-0.04,0.21,-0.09,-0.24,-0.28,
21:17:52:866,-0.30,-0.04,0.21,-0.09,-0.25,-0.26,
21:17:52:866,-0.30,-0.04,0.21,-0.09,-0.25,-0.24,
21:17:52:867,-0.30,-0.04,0.21,-0.08,-0.26,-0.20,
21:17:52:871,-0.30,-0.04,0.21,-0.07,-0.27,-0.18,
21:17:52:872,-0.30,-0.04,0.21,-0.06,-0.26,-0.14,
21:17:52:872,-0.21,0.20,0.24,-0.06,-0.26,-0.14,
21:17:52:873,-0.21,0.20,0.24,-0.06,-0.24,-0.09,
21:17:52:875,-0.21,0.20,0.24,-0.06,-0.23,-0.07,
21:17:52:878,-0.21,0.20,0.24,-0.06,-0.19,-0.03,
21:17:52:880,-0.21,0.20,0.24,-0.07,-0.14,0.01,
21:17:52:881,0.08,0.32,0.09,-0.07,-0.14,0.01,
21:17:52:881,0.08,0.32,0.09,-0.07,-0.12,0.02,
21:17:52:889,0.08,0.32,0.09,-0.08,-0.05,0.06,
21:17:52:890,0.08,0.32,0.09,-0.11,0.01,0.09,
21:17:52:890,0.08,0.32,0.09,-0.12,0.05,0.11,
21:17:52:890,0.08,0.32,0.09,-0.15,0.11,0.13,
21:17:52:891,0.37,0.24,-0.13,-0.15,0.11,0.13,
21:17:52:892,0.37,0.24,-0.13,-0.16,0.17,0.15,
21:17:52:901,0.37,0.24,-0.13,-0.16,0.20,0.16,
