
time,ax,ay,az,wx,wy,wz,
21:18:12:774,0.27,0.14,-0.32,0.07,0.16,0.11,
21:18:12:775,0.27,0.14,-0.32,0.08,0.14,0.09,
21:18:12:775,0.27,0.14,-0.32,0.08,0.13,0.08,
21:18:12:775,0.19,0.06,-0.33,0.08,0.13,0.08,
21:18:12:776,0.19,0.06,-0.33,0.09,0.12,0.05,
21:18:12:794,0.19,0.06,-0.33,0.11,0.11,0.02,
21:18:12:796,0.19,0.06,-0.33,0.12,0.10,0.00,
21:18:12:796,0.19,0.06,-0.33,0.13,0.09,-0.03,
21:18:12:797,0.05,-0.06,-0.37,0.13,0.09,-0.03,
21:18:12:798,0.05,-0.06,-0.37,0.13,0.06,-0.07,
21:18:12:798,0.05,-0.06,-0.37,0.13,0.05,-0.08,
21:18:12:798,0.05,-0.06,-0.37,0.13,0.05,-0.08,
21:18:12:799,0.05,-0.06,-0.37,0.13,0.01,-0.10,
21:18:12:799,0.05,-0.06,-0.37,0.13,-0.00,-0.10,
21:18:12:800,-0.03,-0.08,-0.33,0.13,-0.00,-0.10,
21:18:12:800,-0.03,-0.08,-0.33,0.14,-0.02,-0.12,
21:18:12:801,-0.03,-0.08,-0.33,0.16,-0.03,-0.14,
21:18:12:801,-0.03,-0.08,-0.33,0.16,-0.04,-0.15,
21:18:12:802,-0.03,-0.08,-0.33,0.18,-0.05,-0.16,
21:18:12:802,-0.03,-0.08,-0.33,0.17,-0.06,-0.17,
21:18:12:805,-0.03,-0.08,-0.33,0.17,-0.07,-0.17,
21:18:12:806,-0.13,-0.06,-0.47,0.17,-0.07,-0.17,
21:18:12:806,-0.13,-0.06,-0.47,0.15,-0.09,-0.17,
21:18:12:807,-0.13,-0.06,-0.47,0.16,-0.09,-0.17,
21:18:12:809,-0.13,-0.06,-0.47,0.17,-0.09,-0.18,
21:18:12:811,-0.13,-0.06,-0.47,0.17,-0.09,-0.17,
21:18:12:815,-0.13,-0.06,-0.47,0.17,-0.08,-0.16,
21:18:12:816,-0.11,0.02,-0.54,0.17,-0.08,-0.16,
21:18:12:816,-0.11,0.02,-0.54,0.16,-0.07,-0.15,
21:18:12:818,-0.11,0.02,-0.54,0.17,-0.06,-0.15,
21:18:12:820,-0.11,0.02,-0.54,0.18,-0.05,-0.14,
21:18:12:822,-0.11,0.02,-0.54,0.19,-0.05,-0.13,
21:18:12:828,-0.11,0.02,-0.54,0.15,-0.02,-0.08,
21:18:12:828,-0.11,0.02,-0.54,0.13,-0.00,-0.05,
21:18:12:829,-0.11,0.02,-0.54,0.13,-0.00,-0.05,
21:18:12:830,-0.04,0.14,-0.70,0.13,-0.00,-0.05,
21:18:12:830,-0.04,0.14,-0.70,0.12,0.01,-0.04,
21:18:12:835,-0.04,0.14,-0.70,0.12,0.03,-0.02,
21:18:12:836,0.12,0.23,-0.65,0.12,0.03,-0.02,
21:18:12:836,0.12,0.23,-0.65,0.12,0.06,-0.00,
21:18:12:837,0.12,0.23,-0.65,0.10,0.08,0.01,
