
time,ax,ay,az,wx,wy,wz,
21:16:43:333,0.17,0.33,-0.46,-0.18,0.01,-0.00,
21:16:43:334,0.02,0.46,-0.57,-0.18,0.01,-0.00,
21:16:43:334,0.02,0.46,-0.57,-0.24,-0.03,0.02,
21:16:43:334,0.02,0.46,-0.57,-0.25,-0.02,0.02,
21:16:43:335,0.02,0.46,-0.57,-0.25,-0.02,0.03,
21:16:43:335,0.02,0.46,-0.57,-0.24,-0.03,0.02,
21:16:43:340,0.02,0.46,-0.57,-0.22,-0.02,0.00,
21:16:43:340,0.07,0.56,-0.58,-0.22,-0.02,0.00,
21:16:43:340,0.07,0.56,-0.58,-0.22,-0.01,0.00,
21:16:43:341,0.07,0.56,-0.58,-0.24,0.01,0.01,
21:16:43:344,0.07,0.56,-0.58,-0.27,0.03,0.02,
21:16:43:345,0.07,0.56,-0.58,-0.27,0.06,0.03,
21:16:43:347,0.07,0.56,-0.58,-0.27,0.10,0.04,
21:16:43:358,0.07,0.56,-0.58,-0.27,0.13,0.04,
21:16:43:359,0.21,0.38,-0.56,-0.27,0.13,0.04,
21:16:43:359,0.21,0.38,-0.56,-0.28,0.15,0.05,
21:16:43:360,0.21,0.38,-0.56,-0.30,0.20,0.08,
21:16:43:360,0.21,0.38,-0.56,-0.32,0.22,0.12,
21:16:43:360,0.21,0.38,-0.56,-0.33,0.23,0.13,
21:16:43:361,0.11,0.34,-0.57,-0.33,0.23,0.13,
21:16:43:361,0.11,0.34,-0.57,-0.32,0.24,0.16,
21:16:43:362,0.11,0.34,-0.57,-0.29,0.25,0.17,
21:16:43:363,0.11,0.34,-0.57,-0.27,0.25,0.18,
21:16:43:374,0.11,0.34,-0.57,-0.25,0.25,0.21,
21:16:43:375,0.11,0.34,-0.57,-0.22,0.24,0.23,
21:16:43:380,0.11,0.34,-0.57,-0.16,0.21,0.26,
21:16:43:381,0.11,0.34,-0.57,-0.14,0.20,0.27,
21:16:43:381,0.11,0.34,-0.57,-0.12,0.17,0.28,
21:16:43:381,0.11,0.34,-0.57,-0.09,0.12,0.30,
21:16:43:381,-0.24,0.37,-0.53,-0.09,0.12,0.30,
21:16:43:382,-0.24,0.37,-0.53,-0.04,-0.04,0.40,
21:16:43:382,-1.46,0.51,-0.30,-0.04,-0.04,0.40,
21:16:43:382,-1.46,0.51,-0.30,0.01,-0.23,0.53,
21:16:43:382,-1.46,0.51,-0.30,0.03,-0.34,0.59,
21:16:43:383,-1.46,0.51,-0.30,0.08,-0.53,0.66,
21:16:43:385,-1.46,0.51,-0.30,0.14,-0.62,0.68,
21:16:43:387,-1.46,0.51,-0.30,0.15,-0.64,0.68,
21:16:43:390,-1.46,0.51,-0.30,0.12,-0.66,0.62,
21:16:43:390,-1.32,0.25,-0.65,0.12,-0.66,0.62,
21:16:43:391,-1.32,0.25,-0.65,0.04,-0.57,0.52,
21:16:43:393,-1.32,0.25,-0.65,-0.05,-0.40,0.37,
21:16:43:395,-1.32,0.25,-0.65,-0.10,-0.31,0.28,
21:16:43:397,-1.32,0.25,-0.65,-0.17,-0.12,0.06,
21:16:43:400,-1.32,0.25,-0.65,-0.25,0.09,-0.13,
21:16:43:400,-0.36,-0.28,-1.17,-0.25,0.09,-0.13,
21:16:43:401,-0.36,-0.28,-1.17,-0.30,0.17,-0.22,
21:16:43:403,-0.36,-0.28,-1.17,-0.39,0.28,-0.35,
21:16:43:405,-0.36,-0.28,-1.17,-0.44,0.35,-0.44,
21:16:43:407,-0.36,-0.28,-1.17,-0.43,0.35,-0.46,
21:16:43:414,-0.36,-0.28,-1.17,-0.31,0.14,-0.45,
21:16:43:415,-0.36,-0.28,-1.17,-0.26,0.05,-0.41,
21:16:43:415,-0.36,-0.28,-1.17,-0.26,0.05,-0.41,
21:16:43:415,-1.04,-0.39,-0.54,-0.26,0.05,-0.41,
21:16:43:416,-1.04,-0.39,-0.54,-0.18,-0.16,-0.30,
21:16:43:417,-1.04,-0.39,-0.54,-0.08,-0.38,-0.17,
21:16:43:421,-1.04,-0.39,-0.54,-0.02,-0.48,-0.11,
21:16:43:422,-1.72,-0.28,0.23,-0.02,-0.48,-0.11,
21:16:43:422,-1.72,-0.28,0.23,0.12,-0.65,-0.01,
21:16:43:423,-1.72,-0.28,0.23,0.23,-0.79,0.07,
21:16:43:426,-1.72,-0.28,0.23,0.27,-0.83,0.10,
21:16:43:427,-1.72,-0.28,0.23,0.30,-0.85,0.13,
21:16:43:431,-1.26,-0.21,-0.06,0.30,-0.85,0.13,
21:16:43:432,-1.26,-0.21,-0.06,0.31,-0.79,0.12,
21:16:43:433,-1.26,-0.21,-0.06,0.31,-0.73,0.10,
21:16:43:434,-1.26,-0.21,-0.06,0.30,-0.57,0.02,
21:16:43:440,-1.26,-0.21,-0.06,0.26,-0.36,-0.07,
21:16:43:440,-1.26,-0.21,-0.06,0.23,-0.25,-0.12,
21:16:43:442,-1.26,-0.21,-0.06,0.14,-0.03,-0.19,
21:16:43:442,-1.26,-0.21,-0.06,0.05,0.17,-0.25,
21:16:43:442,-0.17,-0.46,-0.86,0.05,0.17,-0.25,
21:16:43:444,-0.17,-0.46,-0.86,-0.00,0.32,-0.28,
21:16:43:446,-0.17,-0.46,-0.86,-0.02,0.37,-0.29,
21:16:43:447,-0.17,-0.46,-0.86,-0.04,0.44,-0.26,
21:16:43:457,-0.17,-0.46,-0.86,-0.04,0.38,-0.08,
21:16:43:459,-0.17,-0.46,-0.86,-0.02,0.33,-0.02,
21:16:43:460,-0.17,-0.46,-0.86,-0.02,0.33,-0.02,
21:16:43:460,-0.51,-0.28,-0.61,-0.02,0.33,-0.02,
21:16:43:460,-0.51,-0.28,-0.61,0.03,0.21,0.11,
21:16:43:461,-0.51,-0.28,-0.61,0.07,0.15,0.18,
21:16:43:461,-0.51,-0.28,-0.61,0.14,0.02,0.30,
21:16:43:462,-0.99,0.12,-0.11,0.14,0.02,0.30,
21:16:43:462,-0.99,0.12,-0.11,0.20,-0.08,0.41,
21:16:43:463,-0.99,0.12,-0.11,0.23,-0.12,0.46,
21:16:43:471,-0.99,0.12,-0.11,0.26,-0.19,0.52,
21:16:43:473,-0.99,0.12,-0.11,0.28,-0.20,0.54,
21:16:43:473,-0.99,0.12,-0.11,0.28,-0.20,0.54,
21:16:43:473,-0.99,0.12,-0.11,0.25,-0.16,0.51,
21:16:43:474,-0.73,0.15,-0.05,0.25,-0.16,0.51,
21:16:43:474,-0.73,0.15,-0.05,0.20,-0.08,0.44,
21:16:43:476,-0.73,0.15,-0.05,0.16,-0.04,0.40,
21:16:43:478,-0.73,0.15,-0.05,0.08,0.06,0.31,
21:16:43:480,-0.73,0.15,-0.05,-0.01,0.16,0.21,
21:16:43:481,-0.08,-0.22,-0.34,-0.01,0.16,0.21,
