
time,ax,ay,az,wx,wy,wz,
21:21:58:398,0.06,0.03,-0.13,-0.10,-0.05,0.07,
21:21:58:398,0.01,0.06,-0.12,-0.10,-0.05,0.07,
21:21:58:399,0.01,0.06,-0.12,-0.08,-0.06,0.09,
21:21:58:399,0.01,0.06,-0.12,-0.05,-0.06,0.13,
21:21:58:402,0.01,0.06,-0.12,-0.02,-0.05,0.16,
21:21:58:402,0.01,0.06,-0.12,-0.00,-0.05,0.17,
21:21:58:405,0.01,0.06,-0.12,0.02,-0.03,0.19,
21:21:58:405,0.11,-0.06,-0.20,0.02,-0.03,0.19,
21:21:58:406,0.11,-0.06,-0.20,0.05,0.00,0.19,
21:21:58:408,0.11,-0.06,-0.20,0.06,0.02,0.18,
21:21:58:410,0.11,-0.06,-0.20,0.07,0.06,0.16,
21:21:58:411,0.11,-0.06,-0.20,0.08,0.11,0.14,
21:21:58:416,0.11,-0.06,-0.20,0.09,0.15,0.10,
21:21:58:416,0.28,-0.19,-0.32,0.09,0.15,0.10,
21:21:58:416,0.28,-0.19,-0.32,0.10,0.17,0.09,
21:21:58:418,0.28,-0.19,-0.32,0.11,0.21,0.05,
21:21:58:419,0.28,-0.19,-0.32,0.12,0.23,0.02,
21:21:58:421,0.28,-0.19,-0.32,0.13,0.23,0.01,
21:21:58:428,0.28,-0.19,-0.32,0.16,0.21,-0.03,
21:21:58:428,0.28,-0.19,-0.32,0.17,0.19,-0.03,
21:21:58:429,0.09,-0.20,-0.21,0.17,0.19,-0.03,
21:21:58:429,0.09,-0.20,-0.21,0.17,0.19,-0.03,
21:21:58:430,0.09,-0.20,-0.21,0.20,0.15,-0.04,
21:21:58:432,0.09,-0.20,-0.21,0.22,0.09,-0.03,
21:21:58:435,0.09,-0.20,-0.21,0.23,0.07,-0.03,
21:21:58:436,-0.21,-0.16,-0.08,0.23,0.07,-0.03,
21:21:58:436,-0.21,-0.16,-0.08,0.24,0.01,-0.02,
21:21:58:438,-0.21,-0.16,-0.08,0.25,-0.05,-0.02,
21:21:58:440,-0.21,-0.16,-0.08,0.25,-0.07,-0.02,
21:21:58:442,-0.21,-0.16,-0.08,0.26,-0.11,-0.02,
21:21:58:445,-0.30,-0.18,-0.01,0.26,-0.11,-0.02,
21:21:58:445,-0.30,-0.18,-0.01,0.25,-0.15,-0.03,
21:21:58:446,-0.30,-0.18,-0.01,0.24,-0.15,-0.04,
21:21:58:448,-0.30,-0.18,-0.01,0.22,-0.16,-0.06,
21:21:58:450,-0.30,-0.18,-0.01,0.20,-0.15,-0.09,
21:21:58:456,-0.30,-0.18,-0.01,0.18,-0.14,-0.10,
21:21:58:457,-0.30,-0.18,-0.01,0.15,-0.11,-0.13,
21:21:58:457,-0.11,-0.18,-0.09,0.15,-0.11,-0.13,
21:21:58:458,-0.11,-0.18,-0.09,0.12,-0.08,-0.16,
21:21:58:459,-0.11,-0.18,-0.09,0.10,-0.07,-0.18,
21:21:58:460,-0.11,-0.18,-0.09,0.07,-0.04,-0.20,
21:21:58:462,-0.11,-0.18,-0.09,0.04,-0.03,-0.21,
21:21:58:474,-0.11,-0.18,-0.09,-0.01,-0.02,-0.19,
21:21:58:475,-0.11,-0.18,-0.09,-0.01,-0.03,-0.18,
21:21:58:475,-0.11,-0.18,-0.09,-0.01,-0.03,-0.18,
21:21:58:475,-0.11,0.02,-0.10,-0.01,-0.03,-0.18,
21:21:58:476,-0.11,0.02,-0.10,-0.02,-0.04,-0.15,
21:21:58:476,-0.11,0.02,-0.10,-0.03,-0.05,-0.13,
21:21:58:476,-0.11,0.02,-0.10,-0.03,-0.08,-0.09,
21:21:58:477,-0.11,0.02,-0.10,-0.04,-0.10,-0.04,
21:21:58:477,-0.20,0.22,-0.09,-0.04,-0.10,-0.04,
21:21:58:478,-0.20,0.22,-0.09,-0.04,-0.11,-0.02,
21:21:58:481,-0.20,0.22,-0.09,-0.05,-0.13,0.03,
21:21:58:481,-0.20,0.22,-0.09,-0.06,-0.14,0.07,
21:21:58:485,-0.12,0.28,-0.16,-0.06,-0.14,0.07,
21:21:58:486,-0.12,0.28,-0.16,-0.07,-0.14,0.08,
21:21:58:486,-0.12,0.28,-0.16,-0.09,-0.13,0.11,
21:21:58:488,-0.12,0.28,-0.16,-0.11,-0.10,0.13,
21:21:58:490,-0.12,0.28,-0.16,-0.12,-0.08,0.13,
21:21:58:493,-0.12,0.28,-0.16,-0.15,-0.03,0.14,
21:21:58:494,-0.12,0.28,-0.16,-0.17,0.02,0.13,
21:21:58:495,0.14,0.22,-0.35,-0.17,0.02,0.13,
21:21:58:495,0.14,0.22,-0.35,-0.18,0.05,0.13,
21:21:58:498,0.14,0.22,-0.35,-0.20,0.10,0.12,
21:21:58:499,0.14,0.22,-0.35,-0.21,0.14,0.10,
21:21:58:501,0.14,0.22,-0.35,-0.22,0.16,0.10,
21:21:58:509,0.14,0.22,-0.35,-0.21,0.20,0.10,
21:21:58:510,0.14,0.22,-0.35,-0.21,0.19,0.10,
21:21:58:510,0.14,0.22,-0.35,-0.21,0.19,0.10,
21:21:58:511,0.11,0.22,-0.39,-0.21,0.19,0.10,
21:21:58:511,0.11,0.22,-0.39,-0.20,0.18,0.11,
21:21:58:512,0.11,0.22,-0.39,-0.18,0.15,0.12,
21:21:58:515,0.11,0.22,-0.39,-0.16,0.13,0.13,
21:21:58:516,-0.10,0.20,-0.32,-0.16,0.13,0.13,
21:21:58:517,-0.10,0.20,-0.32,-0.14,0.09,0.14,
21:21:58:518,-0.10,0.20,-0.32,-0.11,0.04,0.16,
21:21:58:520,-0.10,0.20,-0.32,-0.08,-0.00,0.16,
21:21:58:522,-0.10,0.20,-0.32,-0.07,-0.02,0.17,
21:21:58:525,-0.10,0.20,-0.32,-0.05,-0.05,0.16,
21:21:58:526,-0.20,0.06,-0.28,-0.05,-0.05,0.16,
21:21:58:526,-0.20,0.06,-0.28,-0.03,-0.07,0.14,
21:21:58:528,-0.20,0.06,-0.28,-0.02,-0.08,0.13,
21:21:58:530,-0.20,0.06,-0.28,-0.01,-0.08,0.10,
21:21:58:532,-0.20,0.06,-0.28,0.00,-0.06,0.06,
21:21:58:535,-0.20,0.06,-0.28,0.00,-0.05,0.03,
21:21:58:535,-0.07,-0.16,-0.34,0.00,-0.05,0.03,
21:21:58:536,-0.07,-0.16,-0.34,0.01,-0.03,-0.02,
21:21:58:538,-0.07,-0.16,-0.34,0.02,-0.00,-0.07,
21:21:58:540,-0.07,-0.16,-0.34,0.03,0.01,-0.09,
21:21:58:542,-0.07,-0.16,-0.34,0.03,0.02,-0.13,
21:21:58:547,-0.07,-0.16,-0.34,0.05,0.03,-0.17,
21:21:58:547,-0.07,-0.16,-0.34,0.06,0.02,-0.18,
21:21:58:547,-0.06,-0.23,-0.38,0.06,0.02,-0.18,
21:21:58:548,-0.06,-0.23,-0.38,0.07,0.02,-0.19,
21:21:58:550,-0.06,-0.23,-0.38,0.09,-0.00,-0.19,
21:21:58:557,-0.06,-0.23,-0.38,0.10,-0.02,-0.19,
21:21:58:557,-0.06,-0.23,-0.38,0.13,-0.05,-0.18,
21:21:58:558,-0.21,-0.14,-0.32,0.13,-0.05,-0.18,
21:21:58:559,-0.21,-0.14,-0.32,0.16,-0.09,-0.16,
21:21:58:559,-0.21,-0.14,-0.32,0.17,-0.11,-0.15,
21:21:58:560,-0.21,-0.14,-0.32,0.19,-0.15,-0.12,
21:21:58:573,-0.21,-0.14,-0.32,0.20,-0.17,-0.10,
21:21:58:574,-0.21,-0.14,-0.32,0.21,-0.18,-0.09,
21:21:58:574,-0.22,-0.07,-0.33,0.21,-0.18,-0.09,
21:21:58:575,-0.22,-0.07,-0.33,0.21,-0.19,-0.07,
21:21:58:575,-0.22,-0.07,-0.33,0.21,-0.17,-0.06,
21:21:58:575,-0.22,-0.07,-0.33,0.21,-0.16,-0.06,
21:21:58:575,-0.22,-0.07,-0.33,0.20,-0.13,-0.06,
21:21:58:575,-0.22,-0.07,-0.33,0.18,-0.08,-0.07,
21:21:58:576,0.05,-0.06,-0.44,0.18,-0.08,-0.07,
21:21:58:576,0.05,-0.06,-0.44,0.16,-0.03,-0.07,
21:21:58:578,0.05,-0.06,-0.44,0.14,-0.00,-0.08,
