
time,ax,ay,az,wx,wy,wz,
21:20:28:416,0.30,0.16,-0.35,-0.04,0.33,0.13,
21:20:28:417,0.13,0.27,-0.22,-0.04,0.33,0.13,
21:20:28:417,0.13,0.27,-0.22,-0.06,0.31,0.15,
21:20:28:418,0.13,0.27,-0.22,-0.06,0.29,0.15,
21:20:28:418,0.13,0.27,-0.22,-0.07,0.24,0.17,
21:20:28:419,0.13,0.27,-0.22,-0.09,0.18,0.20,
21:20:28:420,0.13,0.27,-0.22,-0.10,0.15,0.21,
21:20:28:424,-0.22,0.27,0.01,-0.10,0.15,0.21,
21:20:28:425,-0.22,0.27,0.01,-0.11,0.08,0.22,
21:20:28:425,-0.22,0.27,0.01,-0.12,0.01,0.22,
21:20:28:426,-0.22,0.27,0.01,-0.13,-0.02,0.22,
21:20:28:428,-0.22,0.27,0.01,-0.14,-0.07,0.21,
21:20:28:430,-0.22,0.27,0.01,-0.16,-0.12,0.19,
21:20:28:436,-0.22,0.27,0.01,-0.18,-0.13,0.17,
21:20:28:437,-0.30,0.12,0.04,-0.18,-0.13,0.17,
21:20:28:438,-0.30,0.12,0.04,-0.20,-0.14,0.13,
21:20:28:438,-0.30,0.12,0.04,-0.22,-0.14,0.08,
21:20:28:439,-0.30,0.12,0.04,-0.24,-0.14,0.04,
21:20:28:444,-0.30,0.12,0.04,-0.26,-0.12,-0.02,
21:20:28:447,-0.30,0.12,0.04,-0.29,-0.09,-0.13,
21:20:28:448,-0.30,0.12,0.04,-0.30,-0.09,-0.15,
21:20:28:449,-0.30,0.12,0.04,-0.30,-0.09,-0.15,
21:20:28:449,-0.22,0.01,-0.06,-0.30,-0.09,-0.15,
21:20:28:449,-0.22,0.01,-0.06,-0.29,-0.08,-0.19,
21:20:28:450,-0.22,0.01,-0.06,-0.28,-0.09,-0.21,
21:20:28:453,-0.22,0.01,-0.06,-0.27,-0.10,-0.22,
21:20:28:454,-0.28,-0.06,-0.05,-0.27,-0.10,-0.22,
21:20:28:454,-0.28,-0.06,-0.05,-0.25,-0.12,-0.21,
21:20:28:456,-0.28,-0.06,-0.05,-0.22,-0.16,-0.20,
21:20:28:458,-0.28,-0.06,-0.05,-0.20,-0.18,-0.18,
21:20:28:460,-0.28,-0.06,-0.05,-0.16,-0.22,-0.15,
21:20:28:463,-0.28,-0.06,-0.05,-0.12,-0.25,-0.12,
21:20:28:464,-0.36,-0.11,0.01,-0.12,-0.25,-0.12,
21:20:28:465,-0.36,-0.11,0.01,-0.10,-0.26,-0.10,
21:20:28:469,-0.36,-0.11,0.01,-0.06,-0.28,-0.07,
21:20:28:471,-0.36,-0.11,0.01,-0.02,-0.27,-0.05,
21:20:28:471,-0.36,-0.11,0.01,-0.01,-0.26,-0.04,
21:20:28:473,-0.36,-0.11,0.01,0.03,-0.23,-0.03,
21:20:28:474,-0.06,-0.15,-0.12,0.03,-0.23,-0.03,
21:20:28:474,-0.06,-0.15,-0.12,0.05,-0.18,-0.03,
21:20:28:476,-0.06,-0.15,-0.12,0.06,-0.15,-0.03,
21:20:28:478,-0.06,-0.15,-0.12,0.08,-0.07,-0.04,
21:20:28:480,-0.06,-0.15,-0.12,0.09,0.00,-0.05,
21:20:28:487,-0.06,-0.15,-0.12,0.10,0.15,-0.06,
21:20:28:487,-0.06,-0.15,-0.12,0.11,0.18,-0.05,
21:20:28:488,-0.06,-0.15,-0.12,0.11,0.18,-0.05,
21:20:28:488,0.24,-0.13,-0.35,0.11,0.18,-0.05,
21:20:28:489,0.24,-0.13,-0.35,0.12,0.21,-0.05,
21:20:28:490,0.24,-0.13,-0.35,0.13,0.25,-0.03,
21:20:28:493,0.24,-0.13,-0.35,0.15,0.27,-0.01,
21:20:28:494,0.24,-0.06,-0.36,0.15,0.27,-0.01,
21:20:28:494,0.24,-0.06,-0.36,0.17,0.27,0.03,
21:20:28:496,0.24,-0.06,-0.36,0.18,0.27,0.04,
21:20:28:498,0.24,-0.06,-0.36,0.21,0.25,0.08,
21:20:28:504,0.24,-0.06,-0.36,0.23,0.22,0.12,
21:20:28:504,0.24,-0.06,-0.36,0.24,0.20,0.14,
21:20:28:505,0.03,0.03,-0.21,0.24,0.20,0.14,
21:20:28:506,0.03,0.03,-0.21,0.26,0.16,0.17,
21:20:28:507,0.03,0.03,-0.21,0.27,0.13,0.19,
21:20:28:508,0.03,0.03,-0.21,0.27,0.11,0.20,
21:20:28:510,0.03,0.03,-0.21,0.27,0.09,0.20,
21:20:28:513,0.03,0.03,-0.21,0.26,0.07,0.19,
21:20:28:514,-0.04,0.03,-0.15,0.26,0.07,0.19,
21:20:28:514,-0.04,0.03,-0.15,0.25,0.07,0.18,
21:20:28:516,-0.04,0.03,-0.15,0.22,0.07,0.15,
21:20:28:518,-0.04,0.03,-0.15,0.19,0.08,0.11,
21:20:28:521,-0.04,0.03,-0.15,0.17,0.08,0.09,
21:20:28:525,-0.04,0.03,-0.15,0.11,0.10,0.02,
21:20:28:526,-0.04,0.03,-0.15,0.09,0.10,-0.01,
21:20:28:526,0.01,-0.03,-0.20,0.09,0.10,-0.01,
21:20:28:527,0.01,-0.03,-0.20,0.07,0.11,-0.03,
21:20:28:528,0.01,-0.03,-0.20,0.02,0.10,-0.07,
21:20:28:530,0.01,-0.03,-0.20,-0.01,0.09,-0.10,
21:20:28:537,-0.12,0.00,-0.11,-0.01,0.09,-0.10,
21:20:28:538,-0.12,0.00,-0.11,-0.02,0.08,-0.12,
21:20:28:538,-0.12,0.00,-0.11,-0.04,0.05,-0.13,
21:20:28:539,-0.12,0.00,-0.11,-0.06,-0.00,-0.14,
21:20:28:539,-0.12,0.00,-0.11,-0.07,-0.03,-0.14,
21:20:28:539,-0.12,0.00,-0.11,-0.08,-0.08,-0.13,
21:20:28:543,-0.37,0.11,0.05,-0.08,-0.08,-0.13,
21:20:28:544,-0.37,0.11,0.05,-0.08,-0.14,-0.11,
21:20:28:544,-0.37,0.11,0.05,-0.08,-0.19,-0.10,
21:20:28:546,-0.37,0.11,0.05,-0.09,-0.22,-0.09,
21:20:28:548,-0.37,0.11,0.05,-0.10,-0.27,-0.07,
21:20:28:556,-0.37,0.11,0.05,-0.10,-0.29,-0.06,
21:20:28:557,-0.37,0.11,0.05,-0.11,-0.30,-0.05,
21:20:28:558,-0.34,0.13,0.04,-0.11,-0.30,-0.05,
21:20:28:559,-0.34,0.13,0.04,-0.12,-0.30,-0.05,
21:20:28:560,-0.34,0.13,0.04,-0.15,-0.29,-0.05,
