
time,ax,ay,az,wx,wy,wz,
21:22:34:740,-0.12,-0.01,0.10,-0.16,-0.16,-0.17,
21:22:34:740,-0.12,-0.01,0.10,-0.13,-0.15,-0.17,
21:22:34:741,-0.12,-0.01,0.10,-0.12,-0.15,-0.17,
21:22:34:741,-0.12,-0.01,0.10,-0.09,-0.16,-0.16,
21:22:34:741,-0.12,-0.01,0.10,-0.06,-0.16,-0.14,
21:22:34:743,-0.12,-0.01,0.10,-0.05,-0.16,-0.13,
21:22:34:746,-0.12,-0.01,0.10,-0.03,-0.15,-0.11,
21:22:34:747,-0.08,-0.11,0.08,-0.03,-0.15,-0.11,
21:22:34:747,-0.08,-0.11,0.08,0.00,-0.15,-0.08,
21:22:34:749,-0.08,-0.11,0.08,0.03,-0.13,-0.06,
21:22:34:753,-0.08,-0.11,0.08,0.04,-0.12,-0.05,
21:22:34:754,-0.08,-0.11,0.08,0.06,-0.10,-0.03,
21:22:34:758,0.09,-0.15,-0.05,0.06,-0.10,-0.03,
21:22:34:758,0.09,-0.15,-0.05,0.08,-0.05,-0.01,
21:22:34:758,0.09,-0.15,-0.05,0.08,-0.05,-0.01,
21:22:34:759,0.09,-0.15,-0.05,0.11,-0.01,-0.01,
21:22:34:761,0.09,-0.15,-0.05,0.12,0.03,-0.01,
21:22:34:763,0.09,-0.15,-0.05,0.13,0.05,-0.01,
21:22:34:766,0.23,-0.12,-0.18,0.13,0.05,-0.01,
21:22:34:766,0.23,-0.12,-0.18,0.14,0.09,-0.00,
21:22:34:767,0.23,-0.12,-0.18,0.15,0.12,0.00,
21:22:34:769,0.23,-0.12,-0.18,0.15,0.13,0.01,
21:22:34:771,0.23,-0.12,-0.18,0.15,0.16,0.02,
21:22:34:773,0.23,-0.12,-0.18,0.16,0.17,0.03,
21:22:34:781,0.23,-0.12,-0.18,0.17,0.17,0.04,
21:22:34:782,0.21,-0.10,-0.18,0.17,0.17,0.04,
21:22:34:782,0.21,-0.10,-0.18,0.17,0.18,0.05,
21:22:34:783,0.21,-0.10,-0.18,0.18,0.18,0.07,
21:22:34:783,0.21,-0.10,-0.18,0.19,0.17,0.08,
21:22:34:783,0.21,-0.10,-0.18,0.19,0.17,0.09,
21:22:34:786,0.08,-0.05,-0.06,0.19,0.17,0.09,
21:22:34:787,0.08,-0.05,-0.06,0.20,0.16,0.10,
21:22:34:787,0.08,-0.05,-0.06,0.20,0.14,0.10,
21:22:34:789,0.08,-0.05,-0.06,0.20,0.13,0.11,
21:22:34:791,0.08,-0.05,-0.06,0.20,0.11,0.11,
21:22:34:793,0.08,-0.05,-0.06,0.20,0.10,0.11,
21:22:34:798,0.08,-0.05,-0.06,0.16,0.07,0.09,
21:22:34:799,0.08,-0.05,-0.06,0.15,0.06,0.08,
21:22:34:799,-0.02,-0.04,0.01,0.15,0.06,0.08,
21:22:34:799,-0.02,-0.04,0.01,0.15,0.06,0.08,
21:22:34:801,-0.02,-0.04,0.01,0.13,0.04,0.06,
21:22:34:803,-0.02,-0.04,0.01,0.10,0.03,0.03,
21:22:34:806,-0.02,-0.04,0.01,0.07,0.01,0.01,
21:22:34:806,-0.06,-0.07,0.03,0.07,0.01,0.01,
21:22:34:807,-0.06,-0.07,0.03,0.05,0.01,-0.00,
21:22:34:809,-0.06,-0.07,0.03,0.02,-0.01,-0.03,
21:22:34:811,-0.06,-0.07,0.03,-0.01,-0.02,-0.05,
21:22:34:813,-0.06,-0.07,0.03,-0.03,-0.03,-0.06,
21:22:34:816,-0.06,-0.07,0.03,-0.05,-0.05,-0.08,
21:22:34:817,-0.12,-0.04,0.06,-0.05,-0.05,-0.08,
21:22:34:818,-0.12,-0.04,0.06,-0.07,-0.06,-0.09,
21:22:34:822,-0.12,-0.04,0.06,-0.08,-0.07,-0.10,
21:22:34:823,-0.12,-0.04,0.06,-0.09,-0.09,-0.11,
21:22:34:823,-0.12,-0.04,0.06,-0.10,-0.10,-0.11,
21:22:34:827,-0.12,-0.04,0.06,-0.11,-0.11,-0.11,
21:22:34:828,-0.12,-0.04,0.06,-0.11,-0.13,-0.10,
21:22:34:829,-0.18,0.03,0.13,-0.11,-0.13,-0.10,
21:22:34:830,-0.18,0.03,0.13,-0.12,-0.15,-0.09,
21:22:34:831,-0.18,0.03,0.13,-0.12,-0.16,-0.08,
21:22:34:834,-0.18,0.03,0.13,-0.12,-0.17,-0.06,
21:22:34:840,-0.18,0.03,0.13,-0.14,-0.18,-0.03,
21:22:34:841,-0.18,0.03,0.13,-0.14,-0.18,-0.02,
21:22:34:841,-0.18,0.03,0.13,-0.14,-0.18,-0.02,
21:22:34:841,-0.11,0.02,0.07,-0.14,-0.18,-0.02,
21:22:34:842,-0.11,0.02,0.07,-0.15,-0.16,-0.01,
21:22:34:843,-0.11,0.02,0.07,-0.15,-0.16,-0.01,
21:22:34:847,-0.11,0.02,0.07,-0.16,-0.13,-0.00,
21:22:34:847,0.06,0.01,-0.06,-0.16,-0.13,-0.00,
21:22:34:848,0.06,0.01,-0.06,-0.16,-0.11,0.00,
21:22:34:850,0.06,0.01,-0.06,-0.17,-0.09,0.00,
21:22:34:851,0.06,0.01,-0.06,-0.17,-0.05,0.01,
21:22:34:853,0.06,0.01,-0.06,-0.17,-0.02,0.01,
21:22:34:857,0.06,0.01,-0.06,-0.16,0.02,0.01,
21:22:34:857,0.24,0.00,-0.19,-0.16,0.02,0.01,
21:22:34:857,0.24,0.00,-0.19,-0.16,0.03,0.02,
21:22:34:860,0.24,0.00,-0.19,-0.15,0.06,0.02,
21:22:34:861,0.24,0.00,-0.19,-0.14,0.09,0.04,
21:22:34:864,0.24,0.00,-0.19,-0.12,0.09,0.04,
21:22:34:867,0.25,0.01,-0.17,-0.12,0.09,0.04,
21:22:34:867,0.25,0.01,-0.17,-0.10,0.10,0.06,
21:22:34:868,0.25,0.01,-0.17,-0.06,0.11,0.08,
21:22:34:873,0.25,0.01,-0.17,-0.05,0.11,0.09,
21:22:34:873,0.25,0.01,-0.17,-0.02,0.11,0.11,
21:22:34:874,0.25,0.01,-0.17,0.01,0.11,0.13,
21:22:34:879,0.25,0.01,-0.17,0.06,0.09,0.15,
21:22:34:880,0.25,0.01,-0.17,0.06,0.09,0.15,
21:22:34:881,0.25,0.01,-0.17,0.07,0.08,0.16,
21:22:34:882,0.16,-0.06,-0.12,0.07,0.08,0.16,
21:22:34:882,0.16,-0.06,-0.12,0.08,0.08,0.15,
21:22:34:884,0.16,-0.06,-0.12,0.09,0.08,0.15,
21:22:34:889,0.16,-0.06,-0.12,0.11,0.07,0.13,
21:22:34:890,0.15,-0.15,-0.09,0.11,0.07,0.13,
21:22:34:890,0.15,-0.15,-0.09,0.11,0.08,0.12,
