
time,ax,ay,az,wx,wy,wz,
21:20:47:592,0.38,-0.02,-0.09,0.19,0.35,0.08,
21:20:47:592,0.38,-0.02,-0.09,0.20,0.34,0.09,
21:20:47:594,0.38,-0.02,-0.09,0.24,0.33,0.09,
21:20:47:594,0.20,-0.10,0.05,0.24,0.33,0.09,
21:20:47:595,0.20,-0.10,0.05,0.28,0.31,0.09,
21:20:47:598,0.20,-0.10,0.05,0.30,0.29,0.09,
21:20:47:599,0.20,-0.10,0.05,0.33,0.25,0.09,
21:20:47:601,0.20,-0.10,0.05,0.35,0.20,0.10,
21:20:47:606,0.20,-0.10,0.05,0.39,0.09,0.11,
21:20:47:607,0.20,-0.10,0.05,0.39,0.06,0.10,
21:20:47:608,-0.15,-0.10,0.27,0.39,0.06,0.10,
21:20:47:608,-0.15,-0.10,0.27,0.39,0.02,0.09,
21:20:47:609,-0.15,-0.10,0.27,0.39,-0.03,0.07,
21:20:47:611,-0.15,-0.10,0.27,0.39,-0.06,0.06,
21:20:47:614,-0.26,-0.12,0.25,0.39,-0.06,0.06,
21:20:47:614,-0.26,-0.12,0.25,0.36,-0.09,0.02,
21:20:47:615,-0.26,-0.12,0.25,0.33,-0.11,-0.03,
21:20:47:617,-0.26,-0.12,0.25,0.31,-0.11,-0.05,
21:20:47:619,-0.26,-0.12,0.25,0.28,-0.10,-0.11,
21:20:47:621,-0.26,-0.12,0.25,0.23,-0.08,-0.17,
21:20:47:624,-0.26,-0.12,0.25,0.21,-0.07,-0.19,
21:20:47:624,-0.15,-0.15,0.16,0.21,-0.07,-0.19,
21:20:47:625,-0.15,-0.15,0.16,0.16,-0.05,-0.24,
21:20:47:627,-0.15,-0.15,0.16,0.11,-0.04,-0.28,
21:20:47:629,-0.15,-0.15,0.16,0.09,-0.04,-0.29,
21:20:47:631,-0.15,-0.15,0.16,0.05,-0.04,-0.30,
21:20:47:634,-0.15,-0.15,0.16,0.01,-0.06,-0.30,
21:20:47:634,-0.21,-0.07,0.19,0.01,-0.06,-0.30,
21:20:47:635,-0.21,-0.07,0.19,0.00,-0.07,-0.29,
21:20:47:637,-0.21,-0.07,0.19,-0.02,-0.11,-0.27,
21:20:47:639,-0.21,-0.07,0.19,-0.03,-0.15,-0.23,
21:20:47:641,-0.21,-0.07,0.19,-0.04,-0.17,-0.21,
21:20:47:647,-0.21,-0.07,0.19,-0.07,-0.25,-0.11,
21:20:47:648,-0.21,-0.07,0.19,-0.08,-0.26,-0.08,
21:20:47:648,-0.21,-0.07,0.19,-0.08,-0.27,-0.06,
21:20:47:649,-0.29,0.12,0.22,-0.08,-0.27,-0.06,
21:20:47:649,-0.29,0.12,0.22,-0.10,-0.27,-0.04,
21:20:47:651,-0.29,0.12,0.22,-0.12,-0.27,0.00,
21:20:47:654,-0.14,0.26,0.04,-0.12,-0.27,0.00,
21:20:47:654,-0.14,0.26,0.04,-0.14,-0.26,0.02,
21:20:47:655,-0.14,0.26,0.04,-0.17,-0.23,0.04,
21:20:47:657,-0.14,0.26,0.04,-0.19,-0.18,0.05,
21:20:47:659,-0.14,0.26,0.04,-0.22,-0.11,0.06,
21:20:47:661,-0.14,0.26,0.04,-0.24,-0.07,0.06,
21:20:47:664,-0.14,0.26,0.04,-0.26,0.01,0.06,
21:20:47:664,0.21,0.30,-0.22,-0.26,0.01,0.06,
21:20:47:665,0.21,0.30,-0.22,-0.28,0.09,0.07,
