
time,ax,ay,az,wx,wy,wz,
0.002378,-0.42,-0.51,1.26,-0.00,0.06,0.04,
0.002825,-0.42,-0.51,1.26,-0.00,0.06,0.04,
0.003170,-0.42,-0.51,1.26,0.01,0.12,0.03,
0.003498,-0.62,-0.68,2.42,0.01,0.12,0.03,
0.003852,-0.62,-0.68,2.42,0.00,0.16,0.02,
0.004163,-0.62,-0.68,2.42,0.00,0.16,0.02,
0.004470,-0.62,-0.68,2.42,-0.00,0.16,0.02,
0.004786,-0.40,-1.14,2.50,-0.00,0.16,0.02,
0.005103,-0.40,-1.14,2.50,-0.01,0.11,0.03,
0.005445,-0.40,-1.14,2.50,-0.01,0.11,0.03,
0.008462,-0.40,-1.14,2.50,-0.02,0.02,0.04,
0.008908,-0.62,-1.47,1.22,-0.02,0.02,0.04,
0.010138,-0.62,-1.47,1.22,-0.04,-0.07,0.05,
0.010538,-0.62,-1.47,1.22,-0.04,-0.07,0.05,
0.012441,-0.62,-1.47,1.22,-0.05,-0.12,0.07,
0.012854,-1.03,-0.96,0.67,-0.05,-0.12,0.07,
0.015019,-1.03,-0.96,0.67,-0.05,-0.14,0.08,
0.015480,-1.04,-0.96,0.67,-0.05,-0.14,0.08,
0.017516,-1.04,-0.96,0.67,-0.06,-0.11,0.08,
0.017878,-1.18,-1.31,1.16,-0.06,-0.11,0.08,
0.020192,-1.18,-1.31,1.16,-0.07,-0.06,0.08,
0.020643,-1.18,-1.31,1.16,-0.07,-0.06,0.08,
0.022579,-1.18,-1.31,1.16,-0.09,-0.03,0.07,
0.023135,-0.59,-1.79,0.98,-0.09,-0.03,0.07,
0.040866,-0.59,-1.79,0.98,-0.10,-0.04,0.06,
0.041879,-0.60,-1.79,0.98,-0.10,-0.04,0.06,
0.042678,-0.60,-1.79,0.98,-0.10,-0.09,0.05,
0.043378,-0.01,-1.84,0.24,-0.10,-0.09,0.05,
0.044217,-0.01,-1.84,0.24,-0.10,-0.13,0.04,
0.044965,-0.01,-1.84,0.24,-0.10,-0.13,0.04,
0.045779,-0.01,-1.84,0.24,-0.10,-0.16,0.05,
0.046619,-0.11,-1.80,-0.01,-0.10,-0.16,0.05,
0.047396,-0.11,-1.80,-0.01,-0.09,-0.16,0.05,
0.048070,-0.11,-1.80,-0.01,-0.09,-0.16,0.05,
0.048718,-0.11,-1.80,-0.01,-0.09,-0.14,0.05,
0.049353,0.56,-1.88,0.46,-0.09,-0.14,0.05,
0.050012,0.56,-1.88,0.46,-0.09,-0.09,0.05,
0.050785,0.56,-1.88,0.46,-0.09,-0.09,0.05,
0.051433,0.56,-1.88,0.46,-0.09,-0.02,0.04,
0.052072,0.40,-1.85,1.10,-0.09,-0.02,0.04,
0.052817,0.40,-1.85,1.10,-0.09,0.07,0.03,
0.053469,0.40,-1.85,1.10,-0.09,0.07,0.03,
0.054184,0.40,-1.85,1.10,-0.07,0.14,0.02,
0.055030,0.08,-1.30,1.54,-0.07,0.14,0.02,
0.055702,0.08,-1.30,1.54,-0.05,0.17,0.01,
0.056033,0.09,-1.30,1.54,-0.05,0.17,0.01,
0.056302,0.09,-1.30,1.54,-0.03,0.16,-0.01,
0.056574,0.25,-0.81,1.72,-0.03,0.16,-0.01,
0.056860,0.25,-0.81,1.72,-0.01,0.12,-0.01,
0.057115,0.25,-0.81,1.72,-0.01,0.12,-0.01,
0.057561,0.25,-0.81,1.72,-0.00,0.08,-0.02,
0.057836,0.28,-0.58,1.69,-0.00,0.08,-0.02,
0.067838,0.28,-0.58,1.69,0.01,0.06,-0.01,
0.068859,0.28,-0.58,1.69,0.01,0.06,-0.01,
0.071645,0.28,-0.58,1.69,0.01,0.05,-0.00,
0.071991,-0.14,-0.77,1.32,0.01,0.05,-0.00,
0.072316,-0.14,-0.77,1.32,-0.01,0.07,0.01,
0.072644,-0.14,-0.77,1.32,-0.01,0.07,0.01,
0.073182,-0.14,-0.77,1.32,-0.03,0.08,0.01,
0.073513,-0.48,-1.42,0.70,-0.03,0.08,0.01,
0.073813,-0.48,-1.42,0.70,-0.05,0.08,0.01,
0.074064,-0.48,-1.42,0.70,-0.05,0.08,0.01,
0.074344,-0.48,-1.42,0.70,-0.07,0.09,0.00,
0.074581,-0.55,-1.60,0.91,-0.07,0.09,0.00,
0.075199,-0.55,-1.60,0.91,-0.08,0.08,-0.01,
0.075537,-0.54,-1.60,0.91,-0.08,0.08,-0.01,
0.083948,-0.54,-1.60,0.91,-0.09,0.07,-0.01,
0.084380,-0.28,-1.61,1.40,-0.09,0.07,-0.01,
0.084725,-0.28,-1.61,1.40,-0.10,0.03,-0.03,
0.085022,-0.28,-1.61,1.40,-0.10,0.03,-0.03,
0.085330,-0.28,-1.61,1.40,-0.11,-0.02,-0.02,
0.085629,0.38,-2.09,1.35,-0.11,-0.02,-0.02,
0.085960,0.38,-2.09,1.35,-0.12,-0.07,-0.02,
0.086256,0.38,-2.09,1.35,-0.12,-0.07,-0.02,
0.087813,0.38,-2.09,1.35,-0.12,-0.08,0.00,
0.088207,-0.24,-2.14,0.91,-0.12,-0.08,0.00,
0.091336,-0.24,-2.14,0.91,-0.11,-0.08,0.02,
0.091732,-0.24,-2.14,0.91,-0.11,-0.08,0.02,
0.092589,-0.24,-2.14,0.91,-0.09,-0.08,0.02,
0.093013,0.03,-1.66,1.44,-0.09,-0.08,0.02,
0.094997,0.03,-1.66,1.44,-0.06,-0.07,0.02,
0.095560,0.03,-1.66,1.44,-0.06,-0.07,0.02,
0.097606,0.03,-1.66,1.44,-0.04,-0.04,0.02,
0.098333,0.05,-1.65,1.10,-0.04,-0.04,0.02,
0.100006,0.05,-1.65,1.10,-0.03,0.01,0.01,
0.100392,0.05,-1.64,1.10,-0.03,0.01,0.01,
0.102667,0.05,-1.64,1.10,-0.02,0.06,0.00,
0.103684,-0.19,-1.47,1.33,-0.02,0.06,0.00,
0.105287,-0.19,-1.47,1.33,-0.01,0.10,-0.00,
0.105725,-0.19,-1.47,1.33,-0.01,0.10,-0.00,
0.108142,-0.19,-1.47,1.33,0.01,0.11,-0.01,
0.108667,-0.04,-1.03,1.83,0.01,0.11,-0.01,
0.110383,-0.04,-1.03,1.83,0.02,0.11,-0.01,
0.110861,-0.04,-1.03,1.83,0.02,0.11,-0.01,
0.112792,-0.04,-1.03,1.83,0.02,0.11,0.00,
0.113172,-0.61,-0.61,1.63,0.02,0.11,0.00,
0.115221,-0.61,-0.61,1.63,0.02,0.10,0.01,
0.115702,-0.61,-0.61,1.63,0.02,0.10,0.01,
0.117679,-0.61,-0.61,1.63,0.02,0.09,0.02,
0.118098,-0.65,-0.26,1.35,0.02,0.09,0.02,
0.120195,-0.65,-0.26,1.35,0.00,0.07,0.02,
0.120635,-0.65,-0.26,1.35,0.00,0.07,0.02,
0.122675,-0.65,-0.26,1.35,-0.01,0.04,0.02,
0.123225,-0.81,-0.64,1.04,-0.01,0.04,0.02,
0.125143,-0.81,-0.64,1.04,-0.03,0.03,0.02,
0.125674,-0.81,-0.64,1.04,-0.03,0.03,0.02,
0.127770,-0.81,-0.64,1.04,-0.05,0.01,0.02,
