
time,ax,ay,az,wx,wy,wz,
0.003776,0.16,-0.81,0.96,-0.03,-0.06,0.01,
0.004262,-0.18,-1.58,0.55,-0.03,-0.06,0.01,
0.005019,-0.18,-1.58,0.55,-0.04,-0.01,0.01,
0.005361,-0.19,-1.58,0.55,-0.04,-0.01,0.01,
0.005753,-0.19,-1.58,0.55,-0.04,0.02,0.01,
0.005999,-0.23,-0.76,0.93,-0.04,0.02,0.01,
0.006311,-0.23,-0.76,0.93,-0.03,0.04,0.01,
0.006614,-0.23,-0.76,0.93,-0.03,0.04,0.01,
0.006914,-0.23,-0.76,0.93,-0.02,0.05,0.00,
0.007229,-0.55,-0.37,1.24,-0.02,0.05,0.00,
0.007521,-0.55,-0.37,1.24,-0.00,0.07,-0.00,
0.007916,-0.55,-0.37,1.24,-0.00,0.07,-0.00,
0.013993,-0.55,-0.37,1.24,0.01,0.09,-0.02,
0.014458,-0.28,-0.08,1.47,0.01,0.09,-0.02,
0.014721,-0.28,-0.08,1.47,0.01,0.11,-0.04,
0.015036,-0.28,-0.08,1.47,0.01,0.11,-0.04,
0.015336,-0.28,-0.08,1.47,0.01,0.10,-0.05,
0.015649,0.38,-0.37,0.48,0.01,0.10,-0.05,
0.016716,0.38,-0.37,0.48,-0.01,0.08,-0.06,
0.017075,0.38,-0.37,0.48,-0.01,0.08,-0.06,
0.018807,0.38,-0.37,0.48,-0.03,0.08,-0.06,
0.019139,-0.28,-0.91,0.46,-0.03,0.08,-0.06,
0.021502,-0.28,-0.91,0.46,-0.04,0.09,-0.05,
0.021972,-0.28,-0.91,0.46,-0.04,0.09,-0.05,
0.032409,-0.28,-0.91,0.46,-0.03,0.10,-0.04,
0.033017,-0.90,-0.63,1.92,-0.03,0.10,-0.04,
0.033349,-0.90,-0.63,1.92,-0.01,0.09,-0.03,
0.033704,-0.90,-0.63,1.92,-0.01,0.09,-0.03,
0.034016,-0.90,-0.63,1.92,0.01,0.06,-0.01,
0.034344,-0.78,-0.67,1.66,0.01,0.06,-0.01,
0.034662,-0.78,-0.67,1.66,0.02,0.00,0.00,
0.034969,-0.78,-0.67,1.66,0.02,0.00,0.00,
0.035943,-0.78,-0.67,1.66,0.02,-0.05,0.01,
0.036250,0.06,-0.20,1.62,0.02,-0.05,0.01,
0.036549,0.06,-0.20,1.62,0.02,-0.06,0.02,
0.036888,0.06,-0.20,1.62,0.02,-0.06,0.02,
0.040128,0.06,-0.20,1.62,0.01,-0.04,0.02,
0.040564,-0.21,-0.93,0.68,0.01,-0.04,0.02,
0.041290,-0.21,-0.93,0.68,-0.02,-0.01,0.02,
0.041695,-0.21,-0.93,0.68,-0.02,-0.01,0.02,
0.043708,-0.21,-0.93,0.68,-0.04,-0.01,0.02,
0.044113,0.36,-0.50,0.35,-0.04,-0.01,0.02,
0.046269,0.36,-0.50,0.35,-0.05,-0.01,0.01,
0.046665,0.36,-0.50,0.35,-0.05,-0.01,0.01,
0.048970,0.36,-0.50,0.35,-0.04,-0.01,0.00,
0.049365,-0.36,-0.31,1.37,-0.04,-0.01,0.00,
0.051392,-0.36,-0.31,1.37,-0.01,0.01,-0.00,
0.051761,-0.36,-0.31,1.37,-0.01,0.01,-0.00,
0.053909,-0.36,-0.31,1.37,0.01,0.02,-0.00,
0.054274,-0.46,-0.52,1.70,0.01,0.02,-0.00,
0.056744,-0.46,-0.52,1.70,0.02,0.00,0.00,
0.057191,-0.46,-0.52,1.70,0.02,0.00,0.00,
0.059501,-0.46,-0.52,1.70,0.02,-0.01,0.01,
0.060417,-0.27,-0.90,0.57,0.02,-0.01,0.01,
0.061431,-0.27,-0.90,0.57,0.01,-0.01,0.02,
0.061923,-0.27,-0.90,0.57,0.01,-0.01,0.02,
0.064060,-0.27,-0.90,0.57,0.00,0.00,0.02,
0.064375,-0.29,-0.99,0.79,0.00,0.00,0.02,
0.066221,-0.29,-0.99,0.79,0.00,0.01,0.01,
0.066541,-0.29,-0.99,0.79,0.00,0.01,0.01,
0.068792,-0.29,-0.99,0.79,0.00,0.00,0.00,
0.069133,-0.12,-0.87,1.32,0.00,0.00,0.00,
0.071628,-0.12,-0.87,1.32,0.00,-0.00,0.00,
0.072055,-0.12,-0.87,1.32,0.00,-0.00,0.00,
0.083592,-0.12,-0.87,1.32,-0.00,-0.00,0.00,
0.084355,-0.25,-1.09,0.65,-0.00,-0.00,0.00,
0.084859,-0.25,-1.09,0.65,-0.01,-0.02,-0.00,
0.085362,-0.25,-1.09,0.65,-0.01,-0.02,-0.00,
0.085964,-0.25,-1.09,0.65,-0.01,-0.04,-0.00,
0.086482,0.39,-0.67,0.87,-0.01,-0.04,-0.00,
0.087028,0.39,-0.67,0.87,-0.01,-0.06,-0.01,
0.087501,0.39,-0.67,0.87,-0.01,-0.06,-0.01,
0.088363,0.39,-0.67,0.87,-0.01,-0.05,-0.00,
0.089221,0.26,-1.09,0.63,-0.01,-0.05,-0.00,
0.089749,0.26,-1.09,0.63,-0.02,-0.04,-0.00,
0.090209,0.26,-1.09,0.62,-0.02,-0.04,-0.00,
0.090625,0.26,-1.09,0.62,-0.03,-0.03,-0.00,
0.091074,0.64,-1.32,0.27,-0.03,-0.03,-0.00,
0.091511,0.64,-1.32,0.27,-0.04,-0.04,-0.01,
0.092055,0.64,-1.32,0.27,-0.04,-0.04,-0.01,
0.105565,0.64,-1.32,0.27,-0.04,-0.04,-0.01,
0.106691,0.70,-1.14,0.25,-0.04,-0.04,-0.01,
0.107336,0.70,-1.14,0.25,-0.03,-0.03,-0.01,
0.108011,0.70,-1.14,0.25,-0.03,-0.03,-0.01,
0.108661,0.70,-1.14,0.25,-0.02,0.00,-0.02,
0.109331,-0.17,-1.03,0.32,-0.02,0.00,-0.02,
0.110109,-0.17,-1.03,0.32,-0.01,0.04,-0.02,
0.110515,-0.17,-1.03,0.32,-0.01,0.04,-0.02,
0.110842,-0.17,-1.03,0.32,0.01,0.07,-0.02,
0.111189,-0.06,-0.96,0.81,0.01,0.07,-0.02,
0.111513,-0.06,-0.96,0.81,0.04,0.06,-0.03,
0.111845,-0.06,-0.96,0.81,0.04,0.06,-0.03,
0.112159,-0.06,-0.96,0.81,0.05,0.05,-0.04,
0.112463,0.28,-0.64,0.80,0.05,0.05,-0.04,
0.112818,0.28,-0.64,0.80,0.04,0.05,-0.04,
0.113124,0.28,-0.64,0.80,0.04,0.05,-0.04,
0.115010,0.28,-0.64,0.80,0.03,0.06,-0.03,
0.115522,-0.02,-1.22,0.57,0.03,0.06,-0.03,
0.116582,-0.02,-1.22,0.57,0.01,0.07,-0.02,
0.116956,-0.02,-1.22,0.57,0.01,0.07,-0.02,
0.118939,-0.02,-1.22,0.57,-0.00,0.08,-0.02,
0.119269,-0.50,-1.20,0.65,-0.00,0.08,-0.02,
0.121273,-0.50,-1.20,0.65,-0.01,0.07,-0.02,
0.121610,-0.50,-1.20,0.65,-0.01,0.07,-0.02,
0.124139,-0.50,-1.20,0.65,-0.01,0.05,-0.02,
0.124788,-0.57,-0.73,1.33,-0.01,0.05,-0.02,
0.126552,-0.57,-0.73,1.33,0.00,0.02,-0.02,
0.126995,-0.57,-0.73,1.33,0.00,0.02,-0.02,
0.128845,-0.57,-0.73,1.33,0.01,-0.01,-0.02,
0.129221,-0.43,-0.79,1.40,0.01,-0.01,-0.02,
0.131638,-0.43,-0.79,1.40,0.01,-0.04,-0.02,
0.132065,-0.43,-0.79,1.40,0.01,-0.04,-0.02,
0.133952,-0.43,-0.79,1.40,0.01,-0.05,-0.01,
0.134445,0.08,-0.45,0.76,0.01,-0.05,-0.01,
0.136456,0.08,-0.45,0.76,-0.01,-0.06,-0.01,
0.136947,0.08,-0.45,0.76,-0.01,-0.06,-0.01,
0.139852,0.08,-0.45,0.76,-0.03,-0.04,-0.01,
0.140351,0.23,-0.77,0.97,-0.03,-0.04,-0.01,
0.141257,0.23,-0.77,0.97,-0.04,-0.02,-0.00,
0.141513,0.23,-0.77,0.96,-0.04,-0.02,-0.00,
0.143997,0.23,-0.77,0.96,-0.04,-0.00,-0.01,
0.144364,0.18,-1.16,0.87,-0.04,-0.00,-0.01,
0.146375,0.18,-1.16,0.87,-0.05,-0.00,-0.01,
0.146798,0.18,-1.15,0.87,-0.05,-0.00,-0.01,
0.148772,0.18,-1.15,0.87,-0.04,-0.01,-0.00,
0.149099,-0.42,-1.43,0.02,-0.04,-0.01,-0.00,
