
time,ax,ay,az,wx,wy,wz,
0.002364,-0.54,3.31,2.00,0.01,0.37,0.09,
0.002821,-0.54,3.31,2.00,0.01,0.37,0.09,
0.003280,-0.54,3.31,2.00,0.10,0.32,0.11,
0.003602,0.12,3.48,7.55,0.10,0.32,0.11,
0.004142,0.12,3.48,7.55,0.17,0.25,0.12,
0.004518,0.12,3.48,7.56,0.17,0.25,0.12,
0.004847,0.12,3.48,7.56,0.20,0.14,0.11,
0.005144,-1.12,-0.11,2.69,0.20,0.14,0.11,
0.005410,-1.12,-0.11,2.69,0.22,-0.09,0.08,
0.005679,-1.13,-0.12,2.69,0.22,-0.09,0.08,
0.014691,-1.13,-0.12,2.69,0.23,-0.42,0.02,
0.015246,5.76,5.51,4.11,0.23,-0.42,0.02,
0.015564,5.76,5.51,4.11,0.20,-0.55,-0.02,
0.015869,5.76,5.50,4.12,0.20,-0.55,-0.02,
0.016168,5.76,5.50,4.12,0.13,-0.29,-0.04,
0.016454,-1.23,-1.74,-1.94,0.13,-0.29,-0.04,
0.016765,-1.23,-1.74,-1.94,0.06,0.08,-0.05,
0.017104,-1.23,-1.75,-1.94,0.06,0.08,-0.05,
0.018185,-1.23,-1.75,-1.94,-0.00,0.26,-0.05,
0.018596,0.51,-1.23,-2.31,-0.00,0.26,-0.05,
0.020461,0.51,-1.23,-2.31,-0.04,0.24,-0.06,
0.021018,0.52,-1.23,-2.31,-0.04,0.24,-0.06,
0.038043,0.52,-1.23,-2.31,-0.07,0.20,-0.05,
0.039239,0.10,-1.23,5.70,-0.07,0.20,-0.05,
0.039604,0.10,-1.23,5.70,-0.08,0.28,-0.02,
0.039943,0.10,-1.23,5.70,-0.08,0.28,-0.02,
0.040245,0.10,-1.23,5.70,-0.06,0.24,0.00,
0.040610,-1.39,-0.08,0.41,-0.06,0.24,0.00,
0.041070,-1.39,-0.08,0.41,-0.02,-0.02,0.00,
0.041458,-1.39,-0.08,0.41,-0.02,-0.02,0.00,
0.041788,-1.39,-0.08,0.41,0.03,-0.37,-0.02,
0.042095,4.43,0.71,2.22,0.03,-0.37,-0.02,
0.042402,4.43,0.71,2.22,0.05,-0.58,-0.06,
0.042692,4.43,0.71,2.22,0.05,-0.58,-0.06,
0.043077,4.43,0.71,2.22,0.03,-0.49,-0.08,
0.043409,-0.29,-6.82,-1.40,0.03,-0.49,-0.08,
0.043724,-0.29,-6.82,-1.40,-0.01,-0.27,-0.08,
0.044032,-0.29,-6.82,-1.40,-0.01,-0.27,-0.08,
0.044351,-0.29,-6.82,-1.40,-0.03,-0.07,-0.08,
0.044658,1.02,-3.36,-3.80,-0.03,-0.07,-0.08,
0.045668,1.02,-3.36,-3.80,-0.02,0.05,-0.08,
0.046018,1.02,-3.36,-3.80,-0.02,0.05,-0.08,
0.048768,1.02,-3.36,-3.80,0.02,0.16,-0.06,
0.049250,2.03,3.08,2.90,0.02,0.16,-0.06,
0.050323,2.03,3.08,2.90,0.05,0.32,-0.01,
0.050684,2.04,3.08,2.91,0.05,0.32,-0.01,
0.053036,2.04,3.08,2.91,0.06,0.42,0.02,
0.053490,-0.51,-0.75,-0.08,0.06,0.42,0.02,
0.064129,-0.51,-0.75,-0.08,0.06,0.32,0.02,
0.064651,-0.50,-0.75,-0.08,0.06,0.32,0.02,
0.064988,-0.50,-0.75,-0.08,0.08,0.10,0.02,
0.065296,1.73,1.05,2.79,0.08,0.10,0.02,
0.065607,1.73,1.05,2.79,0.11,-0.09,0.01,
0.065903,1.73,1.05,2.79,0.11,-0.09,0.01,
0.066216,1.73,1.05,2.79,0.12,-0.12,0.03,
0.066519,-1.27,0.83,3.54,0.12,-0.12,0.03,
0.066828,-1.27,0.83,3.54,0.11,-0.02,0.07,
0.067203,-1.27,0.83,3.54,0.11,-0.02,0.07,
0.068055,-1.27,0.83,3.54,0.09,0.10,0.11,
0.068381,-1.87,2.05,0.63,0.09,0.10,0.11,
0.070528,-1.87,2.05,0.63,0.06,0.14,0.12,
0.071101,-1.87,2.05,0.63,0.06,0.14,0.12,
0.076928,-1.87,2.05,0.63,0.02,0.04,0.10,
0.077454,1.22,-1.02,6.65,0.02,0.04,0.10,
0.077954,1.22,-1.02,6.65,-0.01,-0.04,0.06,
0.078307,1.22,-1.02,6.65,-0.01,-0.04,0.06,
0.078616,1.22,-1.02,6.65,-0.03,-0.05,0.02,
0.078937,-0.98,-0.25,-0.43,-0.03,-0.05,0.02,
0.080908,-0.98,-0.25,-0.43,-0.04,-0.05,-0.01,
0.081505,-0.98,-0.25,-0.43,-0.04,-0.05,-0.01,
0.083190,-0.98,-0.25,-0.43,-0.01,-0.13,-0.02,
0.084059,1.39,1.01,2.71,-0.01,-0.13,-0.02,
0.085584,1.39,1.01,2.71,0.02,-0.22,-0.01,
0.085905,1.39,1.01,2.71,0.02,-0.22,-0.01,
0.089134,1.39,1.01,2.71,0.04,-0.19,0.01,
0.089567,-0.28,-0.74,1.20,0.04,-0.19,0.01,
0.090208,-0.28,-0.74,1.20,0.04,-0.05,0.03,
0.090499,-0.28,-0.74,1.20,0.04,-0.05,0.03,
0.093036,-0.28,-0.74,1.20,0.04,0.06,0.05,
0.093765,0.02,-1.36,-0.51,0.04,0.06,0.05,
0.095660,0.02,-1.36,-0.51,0.04,0.05,0.03,
0.096121,0.02,-1.36,-0.51,0.04,0.05,0.03,
0.097926,0.02,-1.36,-0.51,0.03,-0.04,-0.01,
0.098267,1.97,-5.20,0.54,0.03,-0.04,-0.01,
0.100379,1.97,-5.20,0.54,-0.00,-0.15,-0.06,
0.100738,1.97,-5.20,0.54,-0.00,-0.15,-0.06,
0.105072,1.97,-5.20,0.54,-0.03,-0.23,-0.11,
0.105350,2.34,-5.06,-0.76,-0.03,-0.23,-0.11,
0.105602,2.34,-5.06,-0.76,-0.03,-0.25,-0.14,
0.105829,2.34,-5.06,-0.76,-0.03,-0.25,-0.14,
0.107957,2.34,-5.06,-0.76,-0.01,-0.22,-0.12,
0.108409,4.67,5.89,4.71,-0.01,-0.22,-0.12,
0.110200,4.67,5.89,4.71,0.03,-0.12,-0.07,
0.110566,4.67,5.89,4.71,0.03,-0.12,-0.07,
0.112933,4.67,5.89,4.71,0.04,0.11,-0.00,
0.113371,-0.07,-0.39,-0.47,0.04,0.11,-0.00,
0.115441,-0.07,-0.39,-0.47,0.02,0.30,0.04,
0.115820,-0.07,-0.39,-0.47,0.02,0.30,0.04,
0.117834,-0.07,-0.39,-0.47,0.02,0.33,0.05,
0.118189,-0.03,-3.81,-2.78,0.02,0.33,0.05,
0.120604,-0.03,-3.81,-2.78,0.04,0.21,0.05,
0.121137,-0.02,-3.81,-2.78,0.04,0.21,0.05,
0.123184,-0.02,-3.81,-2.78,0.10,0.07,0.05,
0.123680,1.95,5.37,6.67,0.10,0.07,0.05,
0.125555,1.95,5.37,6.67,0.16,0.05,0.08,
0.125999,1.95,5.37,6.68,0.16,0.05,0.08,
0.127969,1.95,5.37,6.68,0.17,0.11,0.12,
0.128374,-2.14,0.23,-1.93,0.17,0.11,0.12,
0.130392,-2.14,0.23,-1.93,0.15,0.10,0.12,
0.130755,-2.14,0.23,-1.93,0.15,0.10,0.12,
0.132965,-2.14,0.23,-1.93,0.12,-0.05,0.08,
0.133351,2.58,-1.37,-1.24,0.12,-0.05,0.08,
0.135795,2.58,-1.37,-1.24,0.10,-0.22,0.02,
0.136327,2.58,-1.37,-1.24,0.10,-0.22,0.02,
0.138738,2.58,-1.37,-1.24,0.05,-0.19,-0.03,
0.139209,0.01,-0.75,0.90,0.05,-0.19,-0.03,
0.140766,0.01,-0.75,0.90,-0.01,0.00,-0.04,
0.141101,0.01,-0.75,0.90,-0.01,0.00,-0.04,
0.143367,0.01,-0.75,0.90,-0.06,0.18,-0.04,
0.143882,-1.34,0.49,-2.15,-0.06,0.18,-0.04,
0.145783,-1.34,0.49,-2.15,-0.08,0.21,-0.03,
0.146135,-1.34,0.49,-2.15,-0.08,0.21,-0.03,
0.148160,-1.34,0.49,-2.15,-0.10,0.14,-0.01,
0.148497,0.64,-0.18,2.11,-0.10,0.14,-0.01,
0.150341,0.64,-0.18,2.11,-0.13,0.08,-0.00,
0.150652,0.64,-0.18,2.10,-0.13,0.08,-0.00,
0.153216,0.64,-0.18,2.10,-0.16,0.03,0.01,
0.153575,-1.74,-5.24,2.66,-0.16,0.03,0.01,
0.170675,-1.74,-5.24,2.66,-0.19,-0.05,0.02,
0.171294,-1.74,-5.24,2.66,-0.19,-0.05,0.02,
0.171620,-1.74,-5.24,2.66,-0.18,-0.18,0.00,
0.171925,0.49,-5.35,-0.64,-0.18,-0.18,0.00,
0.172246,0.49,-5.35,-0.64,-0.14,-0.34,-0.04,
0.172587,0.49,-5.35,-0.65,-0.14,-0.34,-0.04,
0.172899,0.49,-5.35,-0.65,-0.07,-0.45,-0.07,
0.173198,3.45,1.25,3.68,-0.07,-0.45,-0.07,
