
time,ax,ay,az,wx,wy,wz,
0.001778,0.67,-1.97,0.90,0.14,0.16,-0.04,
0.002185,0.67,-1.97,0.90,0.14,0.16,-0.04,
0.002606,0.67,-1.97,0.90,0.12,0.06,-0.03,
0.002913,0.25,-1.49,0.02,0.12,0.06,-0.03,
0.003244,0.25,-1.49,0.02,0.11,-0.02,-0.02,
0.003559,0.25,-1.49,0.02,0.11,-0.02,-0.02,
0.003904,0.25,-1.49,0.02,0.10,-0.07,-0.01,
0.004209,-0.56,-0.81,-0.25,0.10,-0.07,-0.01,
0.004526,-0.56,-0.81,-0.25,0.08,-0.10,-0.01,
0.004887,-0.56,-0.81,-0.24,0.08,-0.10,-0.01,
0.008367,-0.56,-0.81,-0.24,0.04,-0.12,-0.01,
0.008857,0.69,-0.85,0.92,0.04,-0.12,-0.01,
0.009206,0.69,-0.85,0.92,-0.03,-0.09,-0.00,
0.009532,0.69,-0.85,0.92,-0.03,-0.09,-0.00,
0.011756,0.69,-0.85,0.92,-0.10,-0.02,0.00,
0.012171,-0.01,-1.37,1.24,-0.10,-0.02,0.00,
0.014566,-0.01,-1.37,1.24,-0.16,0.03,-0.01,
0.014986,-0.01,-1.37,1.24,-0.16,0.03,-0.01,
0.020866,-0.01,-1.37,1.24,-0.20,0.04,-0.02,
0.021434,0.06,-1.38,1.12,-0.20,0.04,-0.02,
0.021780,0.06,-1.38,1.12,-0.20,-0.02,-0.02,
0.022121,0.06,-1.38,1.12,-0.20,-0.02,-0.02,
0.022512,0.06,-1.38,1.12,-0.18,-0.09,-0.02,
0.022848,-0.40,-0.37,0.80,-0.18,-0.09,-0.02,
0.024059,-0.40,-0.37,0.80,-0.15,-0.14,-0.01,
0.024404,-0.40,-0.37,0.80,-0.15,-0.14,-0.01,
0.026530,-0.40,-0.37,0.80,-0.12,-0.14,-0.00,
0.026882,-0.96,0.01,1.15,-0.12,-0.14,-0.00,
0.029078,-0.96,0.01,1.15,-0.12,-0.11,0.01,
0.029508,-0.96,0.02,1.15,-0.12,-0.11,0.01,
0.033293,-0.96,0.02,1.15,-0.13,-0.08,0.02,
0.033832,0.60,-1.24,1.81,-0.13,-0.08,0.02,
0.034351,0.60,-1.24,1.81,-0.14,-0.06,0.03,
0.034826,0.60,-1.24,1.81,-0.14,-0.06,0.03,
0.036992,0.60,-1.24,1.81,-0.15,-0.04,0.03,
0.037426,0.70,-1.48,0.93,-0.15,-0.04,0.03,
0.039315,0.70,-1.48,0.93,-0.15,-0.02,0.02,
0.039745,0.69,-1.48,0.93,-0.15,-0.02,0.02,
0.041632,0.69,-1.48,0.93,-0.13,0.02,0.01,
0.042002,-0.19,-1.68,-0.80,-0.13,0.02,0.01,
0.044306,-0.19,-1.68,-0.80,-0.13,0.09,0.00,
0.044678,-0.19,-1.68,-0.81,-0.13,0.09,0.00,
0.047046,-0.19,-1.68,-0.81,-0.13,0.18,0.00,
0.047520,1.04,-0.18,-1.78,-0.13,0.18,0.00,
0.049714,1.04,-0.18,-1.78,-0.16,0.30,0.01,
0.050167,1.04,-0.18,-1.78,-0.16,0.30,0.01,
0.052038,1.04,-0.18,-1.78,-0.21,0.49,0.00,
0.052468,-0.18,-0.24,-1.34,-0.21,0.49,0.00,
0.054293,-0.18,-0.24,-1.34,-0.29,0.71,-0.01,
0.054848,-0.18,-0.24,-1.34,-0.29,0.71,-0.01,
0.056863,-0.18,-0.24,-1.34,-0.39,0.87,-0.02,
0.057238,0.07,-1.08,0.04,-0.39,0.87,-0.02,
0.059388,0.07,-1.08,0.04,-0.49,0.91,-0.04,
0.059864,0.07,-1.08,0.02,-0.49,0.91,-0.04,
0.061941,0.07,-1.08,0.02,-0.57,0.84,-0.05,
0.062463,0.51,-1.40,0.31,-0.57,0.84,-0.05,
0.064308,0.51,-1.40,0.31,-0.62,0.68,-0.06,
0.064615,0.51,-1.39,0.30,-0.62,0.68,-0.06,
0.066622,0.51,-1.39,0.30,-0.64,0.49,-0.06,
0.066992,-0.08,-0.83,0.46,-0.64,0.49,-0.06,
0.069231,-0.08,-0.83,0.46,-0.67,0.27,-0.05,
0.069691,-0.08,-0.82,0.44,-0.67,0.27,-0.05,
0.072170,-0.08,-0.82,0.44,-0.70,0.07,-0.02,
0.072573,-0.51,-0.67,1.56,-0.70,0.07,-0.02,
0.074792,-0.51,-0.67,1.56,-0.74,-0.07,0.01,
0.075604,-0.51,-0.66,1.54,-0.74,-0.07,0.01,
0.076885,-0.51,-0.66,1.54,-0.80,-0.16,0.02,
0.077618,-1.19,-1.48,1.85,-0.80,-0.16,0.02,
0.079610,-1.19,-1.48,1.85,-0.85,-0.20,0.04,
0.080368,-1.20,-1.47,1.83,-0.85,-0.20,0.04,
0.084382,-1.20,-1.47,1.83,-0.87,-0.21,0.04,
0.085379,-0.30,-1.40,1.57,-0.87,-0.21,0.04,
0.086147,-0.30,-1.40,1.57,-0.87,-0.19,0.04,
0.087060,-0.30,-1.39,1.55,-0.87,-0.19,0.04,
0.087815,-0.30,-1.39,1.55,-0.83,-0.17,0.03,
0.088446,0.69,-0.79,1.58,-0.83,-0.17,0.03,
0.089532,0.69,-0.79,1.58,-0.77,-0.18,0.02,
0.090191,0.69,-0.79,1.57,-0.77,-0.18,0.02,
0.092347,0.69,-0.79,1.57,-0.64,-0.21,0.02,
0.093107,1.77,-0.24,5.64,-0.64,-0.21,0.02,
0.094611,1.77,-0.24,5.64,-0.44,-0.20,0.01,
0.095110,1.77,-0.23,5.63,-0.44,-0.20,0.01,
0.096952,1.77,-0.23,5.63,-0.22,-0.12,0.01,
0.097352,-0.48,-2.08,3.89,-0.22,-0.12,0.01,
0.111347,-0.48,-2.08,3.89,-0.03,-0.02,0.00,
0.112173,-0.48,-2.08,3.89,-0.03,-0.02,0.00,
0.112741,-0.48,-2.08,3.89,0.14,0.05,-0.01,
0.113299,0.27,-1.32,2.40,0.14,0.05,-0.01,
0.113810,0.27,-1.32,2.40,0.29,0.09,-0.02,
0.114630,0.27,-1.32,2.40,0.29,0.09,-0.02,
0.115202,0.27,-1.32,2.40,0.41,0.15,-0.03,
