
time,ax,ay,az,wx,wy,wz,
0.002364,-0.82,0.13,2.71,0.08,-0.15,0.05,
0.002866,-0.82,0.13,2.71,0.08,-0.15,0.05,
0.003299,-0.82,0.13,2.71,0.11,-0.14,0.06,
0.003653,0.20,-0.38,1.04,0.11,-0.14,0.06,
0.004810,0.20,-0.38,1.04,0.14,-0.07,0.05,
0.005169,0.20,-0.38,1.04,0.14,-0.07,0.05,
0.005502,0.20,-0.38,1.04,0.17,0.06,0.03,
0.005796,-0.36,0.30,1.69,0.17,0.06,0.03,
0.006061,-0.36,0.30,1.69,0.18,0.19,-0.00,
0.006318,-0.36,0.30,1.69,0.18,0.19,-0.00,
0.006566,-0.36,0.30,1.69,0.17,0.24,-0.04,
0.006814,0.30,0.94,0.92,0.17,0.24,-0.04,
0.013167,0.30,0.94,0.92,0.16,0.19,-0.06,
0.013610,0.30,0.93,0.92,0.16,0.19,-0.06,
0.013995,0.30,0.93,0.92,0.13,0.09,-0.07,
0.014294,0.55,0.66,1.48,0.13,0.09,-0.07,
0.014605,0.55,0.66,1.48,0.10,0.02,-0.06,
0.014971,0.55,0.66,1.48,0.10,0.02,-0.06,
0.015994,0.55,0.66,1.48,0.07,-0.01,-0.03,
0.016357,-0.51,1.09,1.28,0.07,-0.01,-0.03,
0.018384,-0.51,1.09,1.28,0.04,-0.01,-0.01,
0.018725,-0.51,1.09,1.28,0.04,-0.01,-0.01,
0.024475,-0.51,1.09,1.28,0.01,-0.01,0.01,
0.024954,-0.29,0.40,0.98,0.01,-0.01,0.01,
0.025273,-0.29,0.40,0.98,-0.01,-0.00,0.02,
0.025611,-0.29,0.40,0.98,-0.01,-0.00,0.02,
0.025894,-0.29,0.40,0.98,-0.02,0.01,0.01,
0.026158,-0.09,0.04,1.85,-0.02,0.01,0.01,
0.028486,-0.09,0.04,1.85,-0.02,0.02,-0.00,
0.028902,-0.09,0.04,1.85,-0.02,0.02,-0.00,
0.030994,-0.09,0.04,1.85,-0.00,0.01,-0.02,
0.031342,0.55,0.45,1.29,-0.00,0.01,-0.02,
0.033426,0.55,0.45,1.29,0.02,-0.03,-0.04,
0.033782,0.55,0.45,1.29,0.02,-0.03,-0.04,
0.036331,0.55,0.45,1.29,0.05,-0.05,-0.04,
0.036731,0.70,0.71,1.39,0.05,-0.05,-0.04,
0.039564,0.70,0.71,1.39,0.08,-0.02,-0.04,
0.040046,0.70,0.71,1.39,0.08,-0.02,-0.04,
0.041115,0.70,0.71,1.39,0.10,0.05,-0.04,
0.041538,0.08,0.61,1.19,0.10,0.05,-0.04,
0.044009,0.08,0.61,1.19,0.10,0.10,-0.03,
0.044481,0.08,0.61,1.19,0.10,0.10,-0.03,
0.046041,0.08,0.61,1.19,0.11,0.11,-0.04,
0.046417,0.64,-0.00,0.70,0.11,0.11,-0.04,
0.048482,0.64,-0.00,0.70,0.10,0.09,-0.04,
0.048838,0.64,-0.00,0.70,0.10,0.09,-0.04,
0.051092,0.64,-0.00,0.70,0.09,0.09,-0.04,
0.051522,-0.02,-0.32,0.53,0.09,0.09,-0.04,
0.053463,-0.02,-0.32,0.53,0.08,0.09,-0.05,
0.053905,-0.02,-0.32,0.53,0.08,0.09,-0.05,
0.056171,-0.02,-0.32,0.53,0.08,0.09,-0.05,
0.056613,-0.02,0.35,0.82,0.08,0.09,-0.05,
0.058546,-0.02,0.35,0.82,0.07,0.05,-0.05,
0.059074,-0.02,0.35,0.82,0.07,0.05,-0.05,
0.061119,-0.02,0.35,0.82,0.05,0.01,-0.05,
0.061556,0.27,0.06,0.40,0.05,0.01,-0.05,
0.063633,0.27,0.06,0.40,0.04,-0.01,-0.04,
0.064066,0.27,0.06,0.40,0.04,-0.01,-0.04,
0.065904,0.27,0.06,0.40,0.03,0.00,-0.03,
0.066319,-0.30,-0.02,0.03,0.03,0.00,-0.03,
0.068525,-0.30,-0.02,0.03,0.03,0.05,-0.03,
0.068922,-0.30,-0.02,0.03,0.03,0.05,-0.03,
0.080989,-0.30,-0.02,0.03,0.04,0.09,-0.03,
0.081460,-0.45,0.79,1.38,0.04,0.09,-0.03,
0.081770,-0.45,0.79,1.38,0.04,0.12,-0.03,
0.082138,-0.45,0.79,1.38,0.04,0.12,-0.03,
0.082476,-0.45,0.79,1.38,0.03,0.10,-0.04,
0.082786,0.10,-0.20,1.18,0.03,0.10,-0.04,
0.083172,0.10,-0.20,1.18,0.03,0.05,-0.05,
0.083497,0.10,-0.20,1.18,0.03,0.05,-0.05,
0.083810,0.10,-0.20,1.18,0.03,-0.01,-0.05,
0.084116,0.31,-0.34,-0.10,0.03,-0.01,-0.05,
0.084456,0.31,-0.34,-0.10,0.03,-0.05,-0.05,
0.084803,0.31,-0.34,-0.10,0.03,-0.05,-0.05,
0.086467,0.31,-0.34,-0.10,0.04,-0.03,-0.04,
0.086950,-0.32,0.44,0.61,0.04,-0.03,-0.04,
0.090456,-0.32,0.44,0.61,0.05,0.05,-0.03,
0.091046,-0.32,0.43,0.61,0.05,0.05,-0.03,
0.091427,-0.32,0.43,0.61,0.04,0.13,-0.02,
0.091774,-0.86,-0.27,0.73,0.04,0.13,-0.02,
0.109936,-0.86,-0.27,0.73,0.04,0.16,-0.03,
0.110514,-0.86,-0.27,0.73,0.04,0.16,-0.03,
0.110875,-0.86,-0.27,0.73,0.03,0.14,-0.03,
0.111276,-0.25,-0.59,1.25,0.03,0.14,-0.03,
0.111584,-0.25,-0.59,1.25,0.03,0.09,-0.04,
0.111892,-0.25,-0.59,1.25,0.03,0.09,-0.04,
0.112204,-0.25,-0.59,1.25,0.03,0.06,-0.05,
0.112512,-0.95,-0.45,1.28,0.03,0.06,-0.05,
0.112824,-0.95,-0.45,1.28,0.03,0.03,-0.04,
0.113139,-0.94,-0.45,1.28,0.03,0.03,-0.04,
0.113461,-0.94,-0.45,1.28,0.03,0.00,-0.03,
0.113768,-0.59,-0.22,1.12,0.03,0.00,-0.03,
0.114083,-0.59,-0.22,1.12,0.02,-0.03,-0.02,
0.114420,-0.59,-0.22,1.12,0.02,-0.03,-0.02,
0.114723,-0.59,-0.22,1.12,0.02,-0.04,-0.01,
0.115107,-0.03,-0.09,1.09,0.02,-0.04,-0.01,
0.115420,-0.03,-0.09,1.09,0.01,-0.03,-0.00,
0.115731,-0.03,-0.09,1.09,0.01,-0.03,-0.00,
0.116033,-0.03,-0.09,1.09,0.01,0.01,-0.00,
0.116331,-0.03,-0.16,0.76,0.01,0.01,-0.00,
0.118789,-0.03,-0.16,0.76,0.01,0.05,-0.01,
0.119435,-0.03,-0.16,0.76,0.01,0.05,-0.01,
0.122057,-0.03,-0.16,0.76,0.01,0.09,-0.02,
0.122569,-0.02,0.25,0.83,0.01,0.09,-0.02,
0.123498,-0.02,0.25,0.83,0.02,0.10,-0.03,
0.124065,-0.01,0.25,0.83,0.02,0.10,-0.03,
0.125944,-0.01,0.25,0.83,0.02,0.08,-0.04,
0.126371,0.27,-0.25,0.72,0.02,0.08,-0.04,
0.128673,0.27,-0.25,0.72,0.02,0.03,-0.05,
0.129035,0.28,-0.25,0.72,0.02,0.03,-0.05,
0.131182,0.28,-0.25,0.72,0.02,0.00,-0.04,
0.131999,0.22,-0.28,-0.31,0.02,0.00,-0.04,
0.133518,0.22,-0.28,-0.31,0.02,-0.01,-0.03,
0.134230,0.22,-0.28,-0.31,0.02,-0.01,-0.03,
0.136155,0.22,-0.28,-0.31,0.01,0.01,-0.02,
0.136919,0.03,-0.53,-0.15,0.01,0.01,-0.02,
0.140618,0.03,-0.53,-0.15,0.01,0.04,-0.01,
0.141586,0.03,-0.53,-0.15,0.01,0.04,-0.01,
0.142295,0.03,-0.53,-0.15,0.00,0.07,-0.01,
0.143046,-0.09,-0.06,0.15,0.00,0.07,-0.01,
0.143819,-0.09,-0.06,0.15,0.00,0.11,-0.02,
0.144476,-0.09,-0.06,0.15,0.00,0.11,-0.02,
0.146180,-0.09,-0.06,0.15,-0.00,0.10,-0.03,
0.146889,0.23,-0.66,-0.50,-0.00,0.10,-0.03,
0.148665,0.23,-0.66,-0.50,-0.01,0.05,-0.04,
0.149390,0.23,-0.66,-0.50,-0.01,0.05,-0.04,
0.151341,0.23,-0.66,-0.50,-0.01,0.01,-0.04,
0.152099,0.50,-0.65,-0.15,-0.01,0.01,-0.04,
0.153736,0.50,-0.65,-0.15,-0.02,0.01,-0.04,
0.154361,0.50,-0.65,-0.15,-0.02,0.01,-0.04,
0.156662,0.50,-0.65,-0.15,-0.02,0.05,-0.04,
0.157384,-0.69,-0.76,-0.01,-0.02,0.05,-0.04,
0.158487,-0.69,-0.76,-0.01,-0.03,0.10,-0.03,
0.158871,-0.69,-0.76,-0.01,-0.03,0.10,-0.03,
0.161099,-0.69,-0.76,-0.01,-0.03,0.10,-0.02,
0.161582,0.10,-0.37,0.72,-0.03,0.10,-0.02,
0.163632,0.10,-0.37,0.72,-0.03,0.06,-0.02,
0.164072,0.10,-0.37,0.72,-0.03,0.06,-0.02,
0.165875,0.10,-0.37,0.72,-0.03,0.02,-0.02,
0.166263,-0.07,-0.96,0.09,-0.03,0.02,-0.02,
0.168896,-0.07,-0.96,0.09,-0.03,0.02,-0.02,
0.169660,-0.07,-0.96,0.09,-0.03,0.02,-0.02,
0.180292,-0.07,-0.96,0.09,-0.02,0.04,-0.03,
0.180764,-0.59,-0.69,0.27,-0.02,0.04,-0.03,
0.181137,-0.59,-0.69,0.27,-0.02,0.05,-0.03,
0.181475,-0.59,-0.69,0.27,-0.02,0.05,-0.03,
0.181792,-0.59,-0.69,0.27,-0.01,0.06,-0.03,
0.182130,-0.60,-0.80,0.43,-0.01,0.06,-0.03,
0.182446,-0.60,-0.80,0.43,-0.01,0.08,-0.03,
0.182788,-0.60,-0.80,0.43,-0.01,0.08,-0.03,
0.183172,-0.60,-0.80,0.43,-0.01,0.09,-0.02,
0.183505,-0.57,-0.44,0.55,-0.01,0.09,-0.02,
0.184041,-0.57,-0.44,0.55,-0.01,0.06,-0.02,
0.184507,-0.57,-0.44,0.55,-0.01,0.06,-0.02,
0.186111,-0.57,-0.44,0.55,-0.01,0.03,-0.02,
0.186502,-0.41,-0.41,1.16,-0.01,0.03,-0.02,
0.188754,-0.41,-0.41,1.16,-0.02,0.04,-0.01,
0.189194,-0.40,-0.41,1.16,-0.02,0.04,-0.01,
0.191148,-0.40,-0.41,1.16,-0.03,0.05,-0.01,
0.191700,-0.84,-1.05,0.01,-0.03,0.05,-0.01,
0.193531,-0.84,-1.05,0.01,-0.04,0.03,-0.01,
0.194318,-0.84,-1.05,0.01,-0.04,0.03,-0.01,
0.196024,-0.84,-1.05,0.01,-0.05,0.01,-0.01,
0.196582,-0.21,-1.05,0.19,-0.05,0.01,-0.01,
0.198362,-0.21,-1.05,0.19,-0.06,0.01,-0.01,
0.198686,-0.21,-1.05,0.19,-0.06,0.01,-0.01,
0.201120,-0.21,-1.05,0.19,-0.06,0.04,-0.01,
0.201574,-0.77,-0.79,0.59,-0.06,0.04,-0.01,
0.203868,-0.77,-0.79,0.59,-0.05,0.06,-0.01,
0.204278,-0.77,-0.79,0.59,-0.05,0.06,-0.01,
0.206168,-0.77,-0.79,0.59,-0.05,0.07,-0.01,
0.206650,-0.44,-0.66,0.95,-0.05,0.07,-0.01,
0.208606,-0.44,-0.66,0.95,-0.04,0.06,-0.01,
0.209088,-0.44,-0.65,0.95,-0.04,0.06,-0.01,
0.211701,-0.44,-0.65,0.95,-0.04,0.04,-0.01,
0.212749,-0.45,-0.90,0.66,-0.04,0.04,-0.01,
0.220187,-0.45,-0.90,0.66,-0.04,0.02,-0.01,
0.220782,-0.45,-0.90,0.66,-0.04,0.02,-0.01,
0.221120,-0.45,-0.90,0.66,-0.04,-0.02,-0.01,
0.221447,0.31,-1.23,-0.26,-0.04,-0.02,-0.01,
0.221788,0.31,-1.23,-0.26,-0.04,-0.06,-0.00,
0.222125,0.31,-1.23,-0.26,-0.04,-0.06,-0.00,
0.222439,0.31,-1.23,-0.26,-0.04,-0.06,-0.00,
0.222743,0.31,-1.18,-0.63,-0.04,-0.06,-0.00,
0.231191,0.31,-1.18,-0.63,-0.04,-0.01,0.00,
0.231721,0.31,-1.18,-0.63,-0.04,-0.01,0.00,
0.232094,0.31,-1.18,-0.63,-0.04,0.07,-0.00,
0.232429,-0.49,-0.46,-0.25,-0.04,0.07,-0.00,
0.232736,-0.49,-0.46,-0.25,-0.03,0.14,-0.01,
0.233084,-0.49,-0.46,-0.25,-0.03,0.14,-0.01,
0.233387,-0.49,-0.46,-0.25,-0.03,0.17,-0.01,
0.233702,-0.23,-0.69,0.29,-0.03,0.17,-0.01,
0.234031,-0.23,-0.69,0.29,-0.04,0.13,-0.02,
0.234328,-0.23,-0.69,0.29,-0.04,0.13,-0.02,
0.236130,-0.23,-0.69,0.29,-0.04,0.06,-0.02,
0.236575,-0.27,-1.29,-0.31,-0.04,0.06,-0.02,
0.238978,-0.27,-1.29,-0.31,-0.05,0.01,-0.01,
0.239527,-0.27,-1.29,-0.31,-0.05,0.01,-0.01,
0.241703,-0.27,-1.29,-0.31,-0.05,-0.02,-0.00,
0.242677,-0.55,-1.10,-0.48,-0.05,-0.02,-0.00,
0.243857,-0.55,-1.10,-0.48,-0.06,-0.05,0.01,
0.244606,-0.55,-1.10,-0.48,-0.06,-0.05,0.01,
0.246140,-0.55,-1.10,-0.48,-0.07,-0.07,0.02,
0.246533,0.37,-0.91,0.01,-0.07,-0.07,0.02,
0.248483,0.37,-0.91,0.01,-0.08,-0.05,0.03,
0.248834,0.37,-0.90,0.01,-0.08,-0.05,0.03,
0.251050,0.37,-0.90,0.01,-0.09,0.00,0.03,
0.251471,-0.48,-1.30,-0.54,-0.09,0.00,0.03,
0.253524,-0.48,-1.30,-0.54,-0.09,0.08,0.02,
0.254059,-0.48,-1.30,-0.54,-0.09,0.08,0.02,
0.256137,-0.48,-1.30,-0.54,-0.08,0.14,0.01,
0.256618,-1.02,-1.11,0.68,-0.08,0.14,0.01,
0.258513,-1.02,-1.11,0.68,-0.07,0.16,0.00,
0.259060,-1.02,-1.10,0.68,-0.07,0.16,0.00,
0.261258,-1.02,-1.10,0.68,-0.05,0.13,-0.01,
0.261729,-1.06,-1.15,1.06,-0.05,0.13,-0.01,
0.263720,-1.06,-1.15,1.06,-0.04,0.06,-0.01,
0.264181,-1.06,-1.14,1.06,-0.04,0.06,-0.01,
0.266026,-1.06,-1.14,1.06,-0.02,-0.04,0.00,
0.266408,-0.22,-0.71,0.84,-0.02,-0.04,0.00,
0.268646,-0.22,-0.71,0.84,-0.01,-0.12,0.01,
0.270034,-0.23,-0.71,0.84,-0.01,-0.12,0.01,
0.283186,-0.23,-0.71,0.84,-0.02,-0.14,0.03,
0.283820,-0.27,-0.76,0.28,-0.02,-0.14,0.03,
0.284187,-0.27,-0.76,0.28,-0.03,-0.09,0.05,
0.284555,-0.27,-0.76,0.28,-0.03,-0.09,0.05,
0.284907,-0.27,-0.76,0.28,-0.05,0.01,0.05,
0.285247,-0.68,-0.90,0.24,-0.05,0.01,0.05,
0.285626,-0.68,-0.90,0.24,-0.06,0.10,0.05,
0.285962,-0.68,-0.90,0.24,-0.06,0.10,0.05,
0.287350,-0.68,-0.90,0.24,-0.07,0.16,0.03,
0.287991,-0.68,-0.90,0.24,-0.07,0.15,0.01,
0.288495,-0.68,-0.90,0.24,-0.07,0.08,-0.00,
0.288878,-0.37,-0.84,1.03,-0.07,0.08,-0.00,
