
time,wx,wy,wz,ax,ay,az,
21:30:26:248,-0.08,0.05,-0.08,0.02,0.01,-0.04,
21:30:26:249,-0.08,0.05,-0.08,0.02,0.01,-0.04,
21:30:26:249,-0.08,0.05,-0.08,0.14,0.02,-0.13,
21:30:26:249,-0.08,0.06,-0.07,0.14,0.02,-0.13,
21:30:26:251,-0.08,0.07,-0.05,0.14,0.02,-0.13,
21:30:26:254,-0.08,0.07,-0.04,0.14,0.02,-0.13,
21:30:26:256,-0.06,0.06,-0.01,0.14,0.02,-0.13,
21:30:26:256,-0.06,0.06,-0.01,0.12,0.06,-0.11,
21:30:26:257,-0.05,0.05,0.02,0.12,0.06,-0.11,
21:30:26:259,-0.05,0.05,0.03,0.12,0.06,-0.11,
21:30:26:262,-0.03,0.04,0.06,0.12,0.06,-0.11,
21:30:26:263,-0.01,0.02,0.09,0.12,0.06,-0.11,
21:30:26:267,0.01,0.02,0.11,0.12,0.06,-0.11,
21:30:26:268,0.02,0.02,0.12,0.12,0.06,-0.11,
21:30:26:268,0.02,0.02,0.12,0.07,0.11,-0.06,
21:30:26:270,0.03,0.02,0.14,0.07,0.11,-0.06,
21:30:26:271,0.04,0.02,0.14,0.07,0.11,-0.06,
21:30:26:273,0.04,0.03,0.15,0.07,0.11,-0.06,
21:30:26:276,0.04,0.04,0.14,0.07,0.11,-0.06,
21:30:26:276,0.04,0.04,0.14,0.13,0.04,-0.08,
21:30:26:277,0.04,0.04,0.14,0.13,0.04,-0.08,
21:30:26:279,0.04,0.06,0.13,0.13,0.04,-0.08,
21:30:26:282,0.03,0.08,0.12,0.13,0.04,-0.08,
21:30:26:283,0.03,0.09,0.11,0.13,0.04,-0.08,
21:30:26:290,0.03,0.13,0.08,0.13,0.04,-0.08,
21:30:26:290,0.03,0.13,0.07,0.13,0.04,-0.08,
21:30:26:291,0.03,0.13,0.07,0.13,0.04,-0.08,
21:30:26:291,0.03,0.13,0.07,0.16,-0.04,-0.09,
21:30:26:291,0.02,0.13,0.07,0.16,-0.04,-0.09,
21:30:26:293,0.02,0.13,0.07,0.16,-0.04,-0.09,
21:30:26:299,0.02,0.12,0.06,0.16,-0.04,-0.09,
21:30:26:300,0.03,0.11,0.06,0.16,-0.04,-0.09,
21:30:26:300,0.03,0.09,0.06,0.16,-0.04,-0.09,
21:30:26:300,0.03,0.09,0.06,0.08,-0.05,-0.05,
21:30:26:301,0.04,0.07,0.07,0.08,-0.05,-0.05,
21:30:26:311,0.04,0.06,0.07,0.08,-0.05,-0.05,
21:30:26:312,0.04,0.06,0.07,-0.05,-0.03,0.06,
21:30:26:312,0.05,0.04,0.07,-0.05,-0.03,0.06,
21:30:26:313,0.06,0.03,0.07,-0.05,-0.03,0.06,
21:30:26:313,0.06,0.02,0.06,-0.05,-0.03,0.06,
21:30:26:313,0.06,0.00,0.06,-0.05,-0.03,0.06,
21:30:26:313,0.05,-0.01,0.06,-0.05,-0.03,0.06,
21:30:26:316,0.05,-0.02,0.05,-0.05,-0.03,0.06,
21:30:26:317,0.05,-0.02,0.05,-0.06,-0.10,0.09,
21:30:26:317,0.05,-0.02,0.04,-0.06,-0.10,0.09,
