
time,wx,wy,wz,ax,ay,az,
02:29:23:334,0.17,0.19,-0.04,0.36,-0.15,0.03,
02:29:23:335,0.22,0.22,-0.05,0.36,-0.15,0.03,
02:29:23:335,0.23,0.22,-0.05,0.36,-0.15,0.03,
02:29:23:335,0.23,0.22,-0.05,0.35,-0.11,0.07,
02:29:23:336,0.24,0.22,-0.05,0.35,-0.11,0.07,
02:29:23:338,0.26,0.22,-0.04,0.35,-0.11,0.07,
02:29:23:340,0.30,0.20,-0.04,0.35,-0.11,0.07,
02:29:23:346,0.36,0.18,-0.04,0.35,-0.11,0.07,
02:29:23:347,0.37,0.18,-0.04,0.35,-0.11,0.07,
02:29:23:347,0.37,0.17,-0.03,0.35,-0.11,0.07,
02:29:23:347,0.37,0.17,-0.03,0.12,-0.03,0.17,
02:29:23:349,0.37,0.16,-0.02,0.12,-0.03,0.17,
02:29:23:352,0.38,0.12,-0.01,0.12,-0.03,0.17,
02:29:23:353,0.38,0.12,-0.01,0.13,-0.03,0.20,
02:29:23:354,0.38,0.09,-0.00,0.13,-0.03,0.20,
02:29:23:354,0.38,0.07,-0.00,0.13,-0.03,0.20,
02:29:23:356,0.37,0.06,-0.00,0.13,-0.03,0.20,
02:29:23:358,0.35,0.05,-0.01,0.13,-0.03,0.20,
02:29:23:360,0.32,0.05,-0.03,0.13,-0.03,0.20,
02:29:23:371,0.31,0.06,-0.06,0.13,-0.03,0.20,
02:29:23:371,0.32,0.07,-0.08,0.13,-0.03,0.20,
02:29:23:372,0.32,0.07,-0.08,-0.04,0.13,0.28,
02:29:23:372,0.31,0.09,-0.12,-0.04,0.13,0.28,
02:29:23:373,0.30,0.09,-0.13,-0.04,0.13,0.28,
02:29:23:373,0.27,0.10,-0.13,-0.04,0.13,0.28,
02:29:23:374,0.27,0.10,-0.13,-0.21,0.10,0.16,
02:29:23:374,0.21,0.08,-0.13,-0.21,0.10,0.16,
02:29:23:374,0.19,0.06,-0.12,-0.21,0.10,0.16,
02:29:23:376,0.17,0.01,-0.12,-0.21,0.10,0.16,
02:29:23:379,0.16,-0.04,-0.12,-0.21,0.10,0.16,
02:29:23:381,0.15,-0.05,-0.12,-0.21,0.10,0.16,
02:29:23:388,0.15,-0.05,-0.12,-0.19,0.03,0.25,
02:29:23:388,0.09,-0.08,-0.10,-0.19,0.03,0.25,
02:29:23:388,0.09,-0.09,-0.10,-0.19,0.03,0.25,
02:29:23:389,0.09,-0.09,-0.10,-0.19,0.03,0.25,
02:29:23:389,0.08,-0.10,-0.11,-0.19,0.03,0.25,
02:29:23:391,0.05,-0.10,-0.12,-0.19,0.03,0.25,
02:29:23:395,0.00,-0.08,-0.11,-0.19,0.03,0.25,
02:29:23:395,0.00,-0.08,-0.11,-0.22,0.12,0.00,
02:29:23:396,-0.02,-0.07,-0.10,-0.22,0.12,0.00,
