
time,wx,wy,wz,ax,ay,az,
02:22:45:682,0.15,0.05,-0.02,0.30,0.00,-0.24,
02:22:45:683,0.15,0.05,-0.02,0.25,0.04,-0.27,
02:22:45:683,0.17,0.06,-0.02,0.25,0.04,-0.27,
02:22:45:684,0.22,0.09,-0.03,0.25,0.04,-0.27,
02:22:45:684,0.23,0.09,-0.03,0.25,0.04,-0.27,
02:22:45:684,0.23,0.10,-0.00,0.25,0.04,-0.27,
02:22:45:698,0.22,0.09,0.04,0.25,0.04,-0.27,
02:22:45:699,0.23,0.08,0.04,0.25,0.04,-0.27,
02:22:45:699,0.23,0.08,0.04,0.25,0.04,-0.27,
02:22:45:700,0.23,0.08,0.04,0.25,-0.11,-0.21,
02:22:45:700,0.22,0.07,0.04,0.25,-0.11,-0.21,
02:22:45:701,0.21,0.08,0.05,0.25,-0.11,-0.21,
02:22:45:701,0.18,0.13,0.07,0.25,-0.11,-0.21,
02:22:45:702,0.18,0.13,0.07,0.21,-0.03,-0.26,
02:22:45:702,0.18,0.15,0.06,0.21,-0.03,-0.26,
02:22:45:703,0.20,0.16,0.04,0.21,-0.03,-0.26,
02:22:45:703,0.20,0.18,0.01,0.21,-0.03,-0.26,
02:22:45:709,0.18,0.19,0.01,0.21,-0.03,-0.26,
02:22:45:710,0.17,0.20,0.01,0.21,-0.03,-0.26,
02:22:45:710,0.17,0.19,-0.00,0.21,-0.03,-0.26,
02:22:45:711,0.17,0.19,-0.00,0.15,0.08,-0.17,
02:22:45:711,0.18,0.17,-0.01,0.15,0.08,-0.17,
02:22:45:712,0.16,0.13,-0.00,0.15,0.08,-0.17,
02:22:45:713,0.14,0.12,0.01,0.15,0.08,-0.17,
02:22:45:716,0.11,0.08,0.03,0.15,0.08,-0.17,
02:22:45:716,0.11,0.08,0.03,-0.01,0.05,-0.04,
02:22:45:717,0.10,0.04,0.04,-0.01,0.05,-0.04,
02:22:45:719,0.10,0.03,0.03,-0.01,0.05,-0.04,
02:22:45:722,0.09,0.03,0.03,-0.01,0.05,-0.04,
02:22:45:735,0.07,0.03,0.02,-0.01,0.05,-0.04,
02:22:45:736,0.07,0.03,0.02,0.01,0.14,0.01,
02:22:45:737,0.03,0.01,-0.00,0.01,0.14,0.01,
