
time,wx,wy,wz,ax,ay,az,
04:06:50:110,0.46,0.13,0.01,-0.15,-0.39,-0.61,
04:06:50:111,0.49,0.17,-0.02,-0.15,-0.39,-0.61,
04:06:50:111,0.50,0.18,-0.04,-0.15,-0.39,-0.61,
04:06:50:111,0.52,0.21,-0.08,-0.15,-0.39,-0.61,
04:06:50:112,0.55,0.23,-0.12,-0.15,-0.39,-0.61,
04:06:50:114,0.56,0.24,-0.14,-0.15,-0.39,-0.61,
04:06:50:121,0.55,0.24,-0.17,-0.15,-0.39,-0.61,
04:06:50:122,0.55,0.24,-0.17,-0.15,-0.39,-0.61,
04:06:50:122,0.54,0.22,-0.17,-0.15,-0.39,-0.61,
04:06:50:122,0.54,0.22,-0.17,-0.26,-0.45,-0.54,
04:06:50:122,0.54,0.20,-0.17,-0.26,-0.45,-0.54,
04:06:50:123,0.54,0.17,-0.17,-0.26,-0.45,-0.54,
04:06:50:127,0.53,0.15,-0.16,-0.26,-0.45,-0.54,
04:06:50:127,0.53,0.15,-0.16,-0.34,-0.43,-0.24,
04:06:50:127,0.53,0.14,-0.16,-0.34,-0.43,-0.24,
04:06:50:129,0.51,0.13,-0.15,-0.34,-0.43,-0.24,
04:06:50:132,0.50,0.11,-0.15,-0.34,-0.43,-0.24,
04:06:50:134,0.48,0.07,-0.15,-0.34,-0.43,-0.24,
04:06:50:137,0.48,0.07,-0.15,-0.31,-0.27,0.01,
04:06:50:138,0.45,0.05,-0.16,-0.31,-0.27,0.01,
04:06:50:138,0.44,0.05,-0.16,-0.31,-0.27,0.01,
04:06:50:139,0.40,0.05,-0.16,-0.31,-0.27,0.01,
04:06:50:142,0.34,0.06,-0.16,-0.31,-0.27,0.01,
04:06:50:144,0.32,0.06,-0.16,-0.31,-0.27,0.01,
04:06:50:147,0.32,0.06,-0.16,-0.25,0.04,0.11,
04:06:50:148,0.25,0.08,-0.17,-0.25,0.04,0.11,
04:06:50:148,0.23,0.09,-0.17,-0.25,0.04,0.11,
04:06:50:150,0.21,0.09,-0.17,-0.25,0.04,0.11,
04:06:50:152,0.15,0.10,-0.16,-0.25,0.04,0.11,
04:06:50:153,0.10,0.09,-0.15,-0.25,0.04,0.11,
04:06:50:159,0.10,0.09,-0.15,-0.22,0.18,0.30,
04:06:50:159,0.04,0.08,-0.12,-0.22,0.18,0.30,
04:06:50:160,0.02,0.07,-0.11,-0.22,0.18,0.30,
04:06:50:160,-0.00,0.06,-0.09,-0.22,0.18,0.30,
04:06:50:162,-0.06,0.04,-0.05,-0.22,0.18,0.30,
04:06:50:171,-0.09,0.03,-0.04,-0.22,0.18,0.30,
04:06:50:172,-0.09,0.03,-0.04,-0.17,0.30,0.51,
04:06:50:172,-0.11,0.02,-0.01,-0.17,0.30,0.51,
04:06:50:173,-0.11,0.00,-0.00,-0.17,0.30,0.51,
04:06:50:173,-0.11,-0.01,0.00,-0.17,0.30,0.51,
04:06:50:173,-0.13,-0.01,0.02,-0.17,0.30,0.51,
04:06:50:174,-0.15,-0.00,0.03,-0.17,0.30,0.51,
04:06:50:177,-0.14,-0.01,0.03,-0.17,0.30,0.51,
04:06:50:177,-0.14,-0.01,0.03,-0.03,0.29,0.64,
04:06:50:178,-0.15,-0.02,0.02,-0.03,0.29,0.64,
