
time,wx,wy,wz,ax,ay,az,
21:03:38:730,-0.07,0.15,-0.05,0.14,0.01,0.00,
21:03:38:730,-0.07,0.15,-0.05,0.19,-0.14,-0.09,
21:03:38:731,-0.06,0.16,-0.04,0.19,-0.14,-0.09,
21:03:38:731,-0.04,0.15,-0.03,0.19,-0.14,-0.09,
21:03:38:732,-0.01,0.12,0.01,0.19,-0.14,-0.09,
21:03:38:737,0.03,0.09,0.04,0.19,-0.14,-0.09,
21:03:38:738,0.09,0.03,0.09,0.19,-0.14,-0.09,
21:03:38:738,0.11,0.01,0.10,0.19,-0.14,-0.09,
21:03:38:738,0.11,0.01,0.10,-0.00,-0.06,-0.02,
21:03:38:738,0.13,-0.00,0.11,-0.00,-0.06,-0.02,
21:03:38:741,0.16,-0.01,0.12,-0.00,-0.06,-0.02,
21:03:38:744,0.19,-0.03,0.13,-0.00,-0.06,-0.02,
21:03:38:747,0.22,-0.03,0.13,-0.00,-0.06,-0.02,
21:03:38:748,0.22,-0.03,0.13,-0.06,0.01,0.00,
21:03:38:748,0.24,-0.02,0.12,-0.06,0.01,0.00,
21:03:38:755,0.24,-0.01,0.12,-0.06,0.01,0.00,
21:03:38:755,0.25,0.02,0.10,-0.06,0.01,0.00,
21:03:38:756,0.25,0.04,0.07,-0.06,0.01,0.00,
21:03:38:756,0.24,0.07,0.04,-0.06,0.01,0.00,
21:03:38:757,0.24,0.07,0.04,0.06,-0.13,-0.05,
21:03:38:757,0.23,0.08,0.03,0.06,-0.13,-0.05,
21:03:38:762,0.20,0.09,0.00,0.06,-0.13,-0.05,
21:03:38:763,0.20,0.10,-0.01,0.06,-0.13,-0.05,
21:03:38:763,0.18,0.10,-0.03,0.06,-0.13,-0.05,
21:03:38:770,0.16,0.10,-0.04,0.06,-0.13,-0.05,
21:03:38:771,0.16,0.10,-0.04,0.04,-0.17,0.02,
21:03:38:772,0.15,0.10,-0.04,0.04,-0.17,0.02,
21:03:38:772,0.13,0.07,-0.04,0.04,-0.17,0.02,
21:03:38:773,0.12,0.05,-0.04,0.04,-0.17,0.02,
21:03:38:774,0.12,0.04,-0.04,0.04,-0.17,0.02,
21:03:38:778,0.09,-0.01,-0.02,0.04,-0.17,0.02,
21:03:38:778,0.09,-0.01,-0.02,0.04,-0.17,0.02,
21:03:38:778,0.09,-0.01,-0.02,-0.11,0.01,0.12,
21:03:38:779,0.08,-0.02,-0.01,-0.11,0.01,0.12,
21:03:38:793,0.07,-0.04,-0.01,-0.11,0.01,0.12,
21:03:38:794,0.05,-0.06,0.00,-0.11,0.01,0.12,
21:03:38:795,0.04,-0.07,0.00,-0.11,0.01,0.12,
21:03:38:796,0.04,-0.07,0.00,-0.14,0.14,0.18,
21:03:38:797,0.03,-0.07,0.00,-0.14,0.14,0.18,
21:03:38:798,0.00,-0.06,0.00,-0.14,0.14,0.18,
21:03:38:799,-0.02,-0.06,-0.00,-0.14,0.14,0.18,
21:03:38:799,-0.04,-0.05,-0.00,-0.14,0.14,0.18,
21:03:38:800,-0.07,-0.03,-0.01,-0.14,0.14,0.18,
21:03:38:801,-0.07,-0.03,-0.01,-0.05,0.11,0.13,
21:03:38:802,-0.10,-0.02,-0.01,-0.05,0.11,0.13,
21:03:38:803,-0.12,-0.02,-0.02,-0.05,0.11,0.13,
21:03:38:803,-0.14,-0.01,-0.02,-0.05,0.11,0.13,
21:03:38:804,-0.16,0.00,-0.03,-0.05,0.11,0.13,
21:03:38:810,-0.17,0.01,-0.03,-0.05,0.11,0.13,
21:03:38:811,-0.18,0.01,-0.03,-0.05,0.11,0.13,
21:03:38:812,-0.18,0.01,-0.03,0.03,0.06,0.12,
21:03:38:812,-0.18,0.01,-0.02,0.03,0.06,0.12,
21:03:38:813,-0.18,0.00,-0.02,0.03,0.06,0.12,
21:03:38:814,-0.19,-0.00,-0.01,0.03,0.06,0.12,
21:03:38:818,-0.19,-0.00,-0.01,-0.01,0.06,0.10,
21:03:38:819,-0.17,-0.02,0.01,-0.01,0.06,0.10,
21:03:38:819,-0.17,-0.02,0.01,-0.01,0.06,0.10,
21:03:38:820,-0.17,-0.03,0.01,-0.01,0.06,0.10,
21:03:38:820,-0.15,-0.04,0.02,-0.01,0.06,0.10,
21:03:38:823,-0.15,-0.04,0.03,-0.01,0.06,0.10,
21:03:38:826,-0.13,-0.05,0.04,-0.01,0.06,0.10,
21:03:38:826,-0.13,-0.05,0.04,-0.06,0.13,0.07,
21:03:38:827,-0.11,-0.04,0.05,-0.06,0.13,0.07,
21:03:38:829,-0.10,-0.05,0.05,-0.06,0.13,0.07,
21:03:38:831,-0.08,-0.05,0.05,-0.06,0.13,0.07,
21:03:38:833,-0.07,-0.04,0.05,-0.06,0.13,0.07,
21:03:38:836,-0.05,-0.03,0.05,-0.06,0.13,0.07,
21:03:38:837,-0.05,-0.03,0.05,-0.03,0.06,-0.01,
21:03:38:837,-0.05,-0.03,0.05,-0.03,0.06,-0.01,
21:03:38:839,-0.03,-0.02,0.04,-0.03,0.06,-0.01,
21:03:38:841,-0.03,-0.02,0.03,-0.03,0.06,-0.01,
21:03:38:842,-0.02,-0.01,0.03,-0.03,0.06,-0.01,
21:03:38:846,-0.01,0.00,0.02,-0.03,0.06,-0.01,
21:03:38:847,-0.01,0.00,0.02,0.03,-0.12,-0.08,
21:03:38:848,-0.01,0.01,0.02,0.03,-0.12,-0.08,
21:03:38:856,0.01,0.01,0.00,0.03,-0.12,-0.08,
21:03:38:857,0.02,0.02,-0.01,0.03,-0.12,-0.08,
21:03:38:857,0.03,0.02,-0.01,0.03,-0.12,-0.08,
21:03:38:859,0.05,0.01,-0.02,0.03,-0.12,-0.08,
21:03:38:860,0.06,0.02,-0.02,0.03,-0.12,-0.08,
21:03:38:861,0.06,0.02,-0.02,0.03,-0.12,-0.08,
21:03:38:861,0.06,0.02,-0.02,0.00,-0.12,-0.05,
21:03:38:862,0.07,0.01,-0.03,0.00,-0.12,-0.05,
21:03:38:862,0.09,0.00,-0.03,0.00,-0.12,-0.05,
21:03:38:870,0.10,0.00,-0.03,0.00,-0.12,-0.05,
21:03:38:870,0.11,-0.00,-0.03,0.00,-0.12,-0.05,
21:03:38:871,0.11,-0.00,-0.03,-0.06,0.00,-0.04,
21:03:38:871,0.12,-0.01,-0.03,-0.06,0.00,-0.04,
21:03:38:872,0.14,-0.01,-0.02,-0.06,0.00,-0.04,
21:03:38:873,0.14,-0.01,-0.02,-0.06,0.00,-0.04,
21:03:38:881,0.14,-0.02,-0.01,-0.06,0.00,-0.04,
21:03:38:882,0.14,-0.02,-0.01,-0.07,0.00,-0.02,
21:03:38:882,0.14,-0.02,-0.01,-0.07,0.00,-0.02,
21:03:38:882,0.14,-0.03,-0.01,-0.07,0.00,-0.02,
21:03:38:883,0.13,-0.03,-0.00,-0.07,0.00,-0.02,
21:03:38:883,0.12,-0.03,-0.00,-0.07,0.00,-0.02,
21:03:38:886,0.11,-0.02,-0.00,-0.07,0.00,-0.02,
21:03:38:887,0.11,-0.02,-0.00,0.01,-0.05,-0.03,
21:03:38:887,0.10,-0.02,-0.01,0.01,-0.05,-0.03,
21:03:38:889,0.09,-0.00,-0.01,0.01,-0.05,-0.03,
21:03:38:891,0.09,0.00,-0.01,0.01,-0.05,-0.03,
21:03:38:893,0.08,0.02,-0.02,0.01,-0.05,-0.03,
21:03:38:900,0.05,0.05,-0.03,0.01,-0.05,-0.03,
21:03:38:900,0.05,0.05,-0.03,0.01,-0.05,-0.03,
21:03:38:901,0.05,0.05,-0.03,0.01,-0.05,-0.03,
21:03:38:901,0.05,0.05,-0.03,0.05,-0.04,-0.03,
21:03:38:902,0.04,0.04,-0.02,0.05,-0.04,-0.03,
21:03:38:902,0.03,0.05,-0.02,0.05,-0.04,-0.03,
21:03:38:906,0.02,0.04,-0.01,0.05,-0.04,-0.03,
21:03:38:907,0.02,0.04,-0.01,0.01,0.03,-0.01,
21:03:38:907,0.02,0.03,-0.01,0.01,0.03,-0.01,
21:03:38:909,0.02,0.03,0.01,0.01,0.03,-0.01,
21:03:38:911,0.01,0.02,0.01,0.01,0.03,-0.01,
21:03:38:913,0.02,0.02,0.02,0.01,0.03,-0.01,
21:03:38:916,0.02,0.01,0.03,0.01,0.03,-0.01,
21:03:38:917,0.02,0.00,0.03,0.01,0.03,-0.01,
21:03:38:918,0.02,0.00,0.03,-0.04,0.13,0.05,
21:03:38:920,0.01,-0.01,0.04,-0.04,0.13,0.05,
21:03:38:921,0.01,-0.02,0.05,-0.04,0.13,0.05,
21:03:38:923,0.01,-0.02,0.05,-0.04,0.13,0.05,
21:03:38:926,0.01,-0.03,0.05,-0.04,0.13,0.05,
21:03:38:926,0.01,-0.03,0.05,-0.02,0.11,0.05,
21:03:38:927,-0.00,-0.03,0.05,-0.02,0.11,0.05,
21:03:38:929,-0.01,-0.03,0.05,-0.02,0.11,0.05,
21:03:38:931,-0.01,-0.02,0.04,-0.02,0.11,0.05,
21:03:38:938,-0.02,-0.01,0.03,-0.02,0.11,0.05,
21:03:38:939,-0.03,0.01,0.01,-0.02,0.11,0.05,
21:03:38:940,-0.03,0.01,0.01,-0.02,0.11,0.05,
21:03:38:940,-0.03,0.01,0.01,0.05,-0.01,0.03,
21:03:38:941,-0.04,0.01,0.00,0.05,-0.01,0.03,
21:03:38:941,-0.04,0.01,0.00,0.05,-0.01,0.03,
21:03:38:943,-0.04,0.01,-0.01,0.05,-0.01,0.03,
21:03:38:946,-0.04,0.02,-0.01,0.05,-0.01,0.03,
21:03:38:947,-0.04,0.02,-0.01,0.04,-0.05,-0.02,
21:03:38:947,-0.04,0.02,-0.01,0.04,-0.05,-0.02,
21:03:38:950,-0.05,0.02,-0.01,0.04,-0.05,-0.02,
21:03:38:950,-0.03,0.02,-0.01,0.04,-0.05,-0.02,
21:03:38:953,-0.03,0.01,-0.01,0.04,-0.05,-0.02,
21:03:38:963,-0.01,0.00,0.00,0.04,-0.05,-0.02,
21:03:38:964,-0.01,0.00,0.00,-0.04,0.04,-0.01,
21:03:38:964,-0.01,-0.00,0.01,-0.04,0.04,-0.01,
21:03:38:965,-0.00,-0.01,0.01,-0.04,0.04,-0.01,
21:03:38:965,0.02,-0.02,0.02,-0.04,0.04,-0.01,
21:03:38:968,0.02,-0.03,0.02,-0.04,0.04,-0.01,
21:03:38:969,0.03,-0.04,0.03,-0.04,0.04,-0.01,
21:03:38:969,0.03,-0.04,0.03,-0.08,0.02,-0.01,
21:03:38:970,0.03,-0.05,0.03,-0.08,0.02,-0.01,
21:03:38:970,0.03,-0.06,0.04,-0.08,0.02,-0.01,
21:03:38:971,0.03,-0.06,0.03,-0.08,0.02,-0.01,
21:03:38:982,0.03,-0.06,0.02,-0.08,0.02,-0.01,
21:03:38:983,0.02,-0.04,0.01,-0.08,0.02,-0.01,
21:03:38:983,0.02,-0.03,-0.00,-0.08,0.02,-0.01,
21:03:38:984,0.02,-0.03,-0.00,-0.08,0.02,-0.01,
21:03:38:984,0.02,-0.03,-0.00,0.00,-0.09,-0.05,
21:03:38:985,0.02,-0.01,-0.02,0.00,-0.09,-0.05,
21:03:38:986,0.01,0.01,-0.02,0.00,-0.09,-0.05,
21:03:38:986,0.00,0.02,-0.03,0.00,-0.09,-0.05,
21:03:38:987,0.00,0.02,-0.03,0.05,-0.11,-0.11,
21:03:38:987,-0.00,0.03,-0.04,0.05,-0.11,-0.11,
21:03:38:990,-0.00,0.04,-0.04,0.05,-0.11,-0.11,
21:03:38:995,-0.00,0.04,-0.04,0.05,-0.11,-0.11,
21:03:38:995,0.01,0.04,-0.04,0.05,-0.11,-0.11,
21:03:38:996,0.02,0.03,-0.04,0.05,-0.11,-0.11,
21:03:38:997,0.02,0.03,-0.04,-0.02,0.01,-0.08,
21:03:38:998,0.02,0.03,-0.04,-0.02,0.01,-0.08,
21:03:39:004,0.03,0.02,-0.03,-0.02,0.01,-0.08,
