
time,wx,wy,wz,ax,ay,az,
02:34:22:484,0.16,0.19,-0.04,0.17,-0.08,-0.14,
02:34:22:485,0.19,0.22,-0.09,0.17,-0.08,-0.14,
02:34:22:485,0.19,0.22,-0.09,0.17,-0.08,-0.14,
02:34:22:485,0.19,0.21,-0.09,0.17,-0.08,-0.14,
02:34:22:486,0.20,0.20,-0.09,0.17,-0.08,-0.14,
02:34:22:486,0.21,0.17,-0.09,0.17,-0.08,-0.14,
02:34:22:486,0.21,0.14,-0.07,0.17,-0.08,-0.14,
02:34:22:487,0.21,0.14,-0.07,0.17,-0.08,-0.12,
02:34:22:487,0.21,0.12,-0.07,0.17,-0.08,-0.12,
02:34:22:488,0.22,0.08,-0.05,0.17,-0.08,-0.12,
02:34:22:492,0.23,0.06,-0.04,0.17,-0.08,-0.12,
02:34:22:493,0.24,0.06,-0.03,0.17,-0.08,-0.12,
02:34:22:497,0.24,0.04,-0.04,0.17,-0.08,-0.12,
02:34:22:498,0.24,0.05,-0.05,0.17,-0.08,-0.12,
02:34:22:498,0.24,0.05,-0.05,-0.01,-0.13,0.00,
02:34:22:499,0.24,0.05,-0.06,-0.01,-0.13,0.00,
02:34:22:501,0.25,0.05,-0.08,-0.01,-0.13,0.00,
02:34:22:502,0.23,0.06,-0.10,-0.01,-0.13,0.00,
02:34:22:506,0.23,0.06,-0.10,0.03,0.03,-0.03,
02:34:22:506,0.22,0.08,-0.11,0.03,0.03,-0.03,
02:34:22:507,0.21,0.08,-0.12,0.03,0.03,-0.03,
02:34:22:509,0.22,0.09,-0.14,0.03,0.03,-0.03,
02:34:22:510,0.22,0.09,-0.15,0.03,0.03,-0.03,
02:34:22:512,0.22,0.09,-0.15,0.03,0.03,-0.03,
02:34:22:520,0.18,0.04,-0.12,0.03,0.03,-0.03,
02:34:22:520,0.17,0.02,-0.11,0.03,0.03,-0.03,
02:34:22:521,0.17,0.02,-0.11,0.03,0.03,-0.03,
02:34:22:522,0.17,0.02,-0.11,-0.03,-0.08,0.07,
02:34:22:522,0.16,-0.00,-0.10,-0.03,-0.08,0.07,
02:34:22:523,0.13,-0.05,-0.08,-0.03,-0.08,0.07,
02:34:22:527,0.09,-0.06,-0.06,-0.03,-0.08,0.07,
02:34:22:528,0.08,-0.06,-0.06,-0.03,-0.08,0.07,
02:34:22:529,0.08,-0.06,-0.06,-0.10,-0.05,-0.05,
02:34:22:529,0.07,-0.05,-0.06,-0.10,-0.05,-0.05,
02:34:22:530,0.08,-0.04,-0.08,-0.10,-0.05,-0.05,
02:34:22:533,0.10,-0.01,-0.11,-0.10,-0.05,-0.05,
02:34:22:535,0.09,0.01,-0.13,-0.10,-0.05,-0.05,
02:34:22:536,0.09,0.01,-0.13,-0.04,0.16,-0.05,
02:34:22:536,0.07,0.02,-0.12,-0.04,0.16,-0.05,
02:34:22:538,0.01,-0.00,-0.11,-0.04,0.16,-0.05,
02:34:22:542,-0.01,-0.03,-0.11,-0.04,0.16,-0.05,
02:34:22:542,-0.01,-0.04,-0.12,-0.04,0.16,-0.05,
02:34:22:546,0.01,-0.07,-0.12,-0.04,0.16,-0.05,
02:34:22:547,0.01,-0.07,-0.12,-0.00,0.14,0.15,
02:34:22:547,0.01,-0.07,-0.11,-0.00,0.14,0.15,
02:34:22:549,-0.00,-0.08,-0.10,-0.00,0.14,0.15,
02:34:22:551,-0.02,-0.08,-0.07,-0.00,0.14,0.15,
02:34:22:552,-0.03,-0.09,-0.04,-0.00,0.14,0.15,
02:34:22:565,-0.03,-0.11,-0.03,-0.00,0.14,0.15,
02:34:22:565,-0.03,-0.11,-0.03,-0.00,0.14,0.15,
02:34:22:566,-0.03,-0.11,-0.03,0.07,0.02,0.22,
02:34:22:566,-0.05,-0.12,-0.01,0.07,0.02,0.22,
02:34:22:566,-0.09,-0.10,0.02,0.07,0.02,0.22,
02:34:22:567,-0.11,-0.09,0.02,0.07,0.02,0.22,
02:34:22:567,-0.10,-0.06,0.02,0.07,0.02,0.22,
02:34:22:567,-0.10,-0.06,0.02,0.28,0.11,0.20,
02:34:22:568,-0.09,-0.03,-0.01,0.28,0.11,0.20,
02:34:22:568,-0.07,-0.01,-0.01,0.28,0.11,0.20,
02:34:22:571,-0.07,0.04,-0.02,0.28,0.11,0.20,
02:34:22:572,-0.07,0.08,-0.01,0.28,0.11,0.20,
02:34:22:576,-0.06,0.11,-0.00,0.28,0.11,0.20,
02:34:22:576,-0.06,0.11,-0.00,0.30,0.14,0.17,
02:34:22:577,-0.04,0.11,0.00,0.30,0.14,0.17,
02:34:22:578,-0.02,0.08,0.01,0.30,0.14,0.17,
02:34:22:580,-0.02,0.06,0.03,0.30,0.14,0.17,
02:34:22:583,-0.04,0.03,0.08,0.30,0.14,0.17,
02:34:22:586,-0.04,0.03,0.08,0.03,0.01,-0.06,
02:34:22:586,-0.07,0.02,0.14,0.03,0.01,-0.06,
02:34:22:586,-0.07,0.00,0.15,0.03,0.01,-0.06,
02:34:22:589,-0.04,-0.02,0.15,0.03,0.01,-0.06,
02:34:22:591,0.01,-0.02,0.13,0.03,0.01,-0.06,
02:34:22:593,0.02,-0.02,0.12,0.03,0.01,-0.06,
02:34:22:598,-0.02,0.06,0.12,0.03,0.01,-0.06,
02:34:22:599,-0.02,0.07,0.10,0.03,0.01,-0.06,
02:34:22:599,-0.02,0.07,0.10,0.02,0.11,-0.28,
02:34:22:600,-0.02,0.07,0.10,0.02,0.11,-0.28,
02:34:22:600,-0.00,0.06,0.05,0.02,0.11,-0.28,
02:34:22:603,-0.00,0.08,0.02,0.02,0.11,-0.28,
02:34:22:606,-0.03,0.11,0.01,0.02,0.11,-0.28,
02:34:22:607,-0.03,0.11,0.01,-0.06,0.23,-0.48,
02:34:22:609,-0.03,0.13,0.01,-0.06,0.23,-0.48,
02:34:22:609,-0.01,0.13,-0.02,-0.06,0.23,-0.48,
02:34:22:610,0.01,0.12,-0.04,-0.06,0.23,-0.48,
02:34:22:614,0.05,0.10,-0.05,-0.06,0.23,-0.48,
02:34:22:616,0.04,0.07,-0.03,-0.06,0.23,-0.48,
02:34:22:617,0.04,0.07,-0.03,-0.35,0.09,-0.38,
02:34:22:617,0.01,0.03,0.01,-0.35,0.09,-0.38,
02:34:22:620,0.01,-0.00,0.02,-0.35,0.09,-0.38,
02:34:22:620,0.02,-0.06,0.04,-0.35,0.09,-0.38,
02:34:22:623,0.03,-0.10,0.04,-0.35,0.09,-0.38,
02:34:22:626,0.01,-0.11,0.06,-0.35,0.09,-0.38,
02:34:22:627,-0.01,-0.10,0.06,-0.35,0.09,-0.38,
02:34:22:627,-0.01,-0.10,0.06,-0.51,0.06,-0.44,
02:34:22:629,-0.01,-0.08,0.05,-0.51,0.06,-0.44,
02:34:22:631,0.00,-0.07,0.02,-0.51,0.06,-0.44,
02:34:22:633,0.04,-0.05,-0.04,-0.51,0.06,-0.44,
02:34:22:639,0.03,0.01,-0.09,-0.51,0.06,-0.44,
02:34:22:639,0.02,0.02,-0.10,-0.51,0.06,-0.44,
02:34:22:639,0.02,0.02,-0.10,-0.51,0.06,-0.44,
02:34:22:640,0.02,0.02,-0.10,-0.43,0.16,-0.52,
02:34:22:641,0.02,0.02,-0.12,-0.43,0.16,-0.52,
02:34:22:643,0.03,0.01,-0.12,-0.43,0.16,-0.52,
02:34:22:646,0.03,-0.00,-0.11,-0.43,0.16,-0.52,
02:34:22:646,0.03,-0.00,-0.11,-0.40,-0.00,-0.40,
02:34:22:647,0.02,-0.02,-0.10,-0.40,-0.00,-0.40,
02:34:22:649,0.00,-0.03,-0.08,-0.40,-0.00,-0.40,
02:34:22:650,0.01,-0.04,-0.06,-0.40,-0.00,-0.40,
02:34:22:653,0.03,-0.07,-0.05,-0.40,-0.00,-0.40,
02:34:22:657,0.05,-0.09,-0.05,-0.40,-0.00,-0.40,
02:34:22:657,0.05,-0.09,-0.05,-0.29,-0.08,-0.13,
02:34:22:658,0.06,-0.09,-0.04,-0.29,-0.08,-0.13,
02:34:22:660,0.04,-0.08,-0.02,-0.29,-0.08,-0.13,
02:34:22:660,0.03,-0.08,-0.01,-0.29,-0.08,-0.13,
02:34:22:663,0.04,-0.07,-0.02,-0.29,-0.08,-0.13,
02:34:22:668,0.06,-0.05,-0.04,-0.29,-0.08,-0.13,
02:34:22:668,0.07,-0.02,-0.05,-0.29,-0.08,-0.13,
02:34:22:669,0.07,-0.02,-0.05,-0.04,0.03,0.01,
02:34:22:669,0.06,0.00,-0.05,-0.04,0.03,0.01,
02:34:22:670,0.05,0.03,-0.05,-0.04,0.03,0.01,
02:34:22:673,0.04,0.04,-0.05,-0.04,0.03,0.01,
02:34:22:681,0.03,0.03,-0.03,-0.04,0.03,0.01,
02:34:22:682,0.03,0.03,-0.03,-0.04,0.03,0.01,
02:34:22:682,0.03,0.03,-0.03,0.03,-0.00,-0.02,
