
time,wx,wy,wz,ax,ay,az,
02:33:29:719,0.21,0.12,-0.05,0.14,-0.31,-0.02,
02:33:29:720,0.22,0.12,-0.08,0.14,-0.31,-0.02,
02:33:29:721,0.23,0.13,-0.10,0.14,-0.31,-0.02,
02:33:29:721,0.23,0.13,-0.10,0.18,-0.33,-0.06,
02:33:29:722,0.26,0.14,-0.14,0.18,-0.33,-0.06,
02:33:29:722,0.27,0.14,-0.17,0.18,-0.33,-0.06,
02:33:29:724,0.27,0.14,-0.18,0.18,-0.33,-0.06,
02:33:29:727,0.26,0.12,-0.19,0.18,-0.33,-0.06,
02:33:29:727,0.26,0.12,-0.19,0.11,-0.34,-0.16,
02:33:29:728,0.26,0.10,-0.19,0.11,-0.34,-0.16,
02:33:29:737,0.26,0.08,-0.20,0.11,-0.34,-0.16,
02:33:29:738,0.28,0.06,-0.21,0.11,-0.34,-0.16,
02:33:29:738,0.30,0.06,-0.22,0.11,-0.34,-0.16,
02:33:29:739,0.33,0.04,-0.23,0.11,-0.34,-0.16,
02:33:29:739,0.33,0.04,-0.23,0.11,-0.34,-0.16,
02:33:29:740,0.33,0.04,-0.23,0.15,-0.22,-0.06,
02:33:29:741,0.35,0.04,-0.24,0.15,-0.22,-0.06,
02:33:29:742,0.36,0.04,-0.25,0.15,-0.22,-0.06,
02:33:29:747,0.36,0.04,-0.24,0.15,-0.22,-0.06,
02:33:29:748,0.36,0.04,-0.23,0.15,-0.22,-0.06,
02:33:29:749,0.36,0.04,-0.23,0.17,-0.08,-0.05,
02:33:29:749,0.37,0.04,-0.23,0.17,-0.08,-0.05,
02:33:29:750,0.39,0.00,-0.24,0.17,-0.08,-0.05,
02:33:29:752,0.39,0.00,-0.24,0.17,-0.08,-0.05,
02:33:29:756,0.38,0.03,-0.22,0.17,-0.08,-0.05,
02:33:29:758,0.38,0.03,-0.22,0.27,-0.00,0.01,
02:33:29:759,0.37,0.05,-0.21,0.27,-0.00,0.01,
02:33:29:759,0.37,0.05,-0.20,0.27,-0.00,0.01,
02:33:29:760,0.37,0.06,-0.20,0.27,-0.00,0.01,
02:33:29:763,0.37,0.06,-0.20,0.27,-0.00,0.01,
02:33:29:764,0.34,0.08,-0.17,0.27,-0.00,0.01,
02:33:29:768,0.29,0.10,-0.14,0.27,-0.00,0.01,
02:33:29:768,0.27,0.10,-0.13,0.27,-0.00,0.01,
02:33:29:769,0.27,0.10,-0.13,0.24,0.09,-0.06,
02:33:29:770,0.24,0.09,-0.11,0.24,0.09,-0.06,
02:33:29:772,0.21,0.06,-0.10,0.24,0.09,-0.06,
02:33:29:774,0.21,0.06,-0.10,0.24,0.09,-0.06,
