
time,wx,wy,wz,ax,ay,az,
21:00:26:114,-0.12,0.06,-0.07,0.10,-0.08,-0.03,
21:00:26:115,-0.12,0.06,-0.07,0.10,-0.08,-0.03,
21:00:26:115,-0.12,0.06,-0.07,0.03,-0.06,0.01,
21:00:26:116,-0.10,0.04,-0.06,0.03,-0.06,0.01,
21:00:26:116,-0.10,0.03,-0.05,0.03,-0.06,0.01,
21:00:26:116,-0.09,0.01,-0.04,0.03,-0.06,0.01,
21:00:26:119,-0.08,-0.01,-0.02,0.03,-0.06,0.01,
21:00:26:119,-0.07,-0.03,-0.01,0.03,-0.06,0.01,
21:00:26:119,-0.07,-0.03,-0.01,-0.07,-0.10,0.02,
21:00:26:120,-0.05,-0.05,0.00,-0.07,-0.10,0.02,
21:00:26:122,-0.04,-0.06,0.01,-0.07,-0.10,0.02,
21:00:26:124,-0.04,-0.06,0.02,-0.07,-0.10,0.02,
21:00:26:128,-0.02,-0.06,0.02,-0.07,-0.10,0.02,
21:00:26:128,-0.02,-0.06,0.02,-0.03,-0.14,-0.05,
21:00:26:128,-0.01,-0.06,0.02,-0.03,-0.14,-0.05,
21:00:26:130,-0.01,-0.05,0.02,-0.03,-0.14,-0.05,
21:00:26:133,0.00,-0.04,0.01,-0.03,-0.14,-0.05,
21:00:26:137,0.01,-0.01,0.00,-0.03,-0.14,-0.05,
21:00:26:138,0.01,-0.01,0.00,0.06,-0.16,-0.16,
21:00:26:138,0.01,-0.00,-0.00,0.06,-0.16,-0.16,
21:00:26:138,0.01,0.01,-0.00,0.06,-0.16,-0.16,
21:00:26:140,0.02,0.03,0.00,0.06,-0.16,-0.16,
21:00:26:142,0.02,0.03,-0.00,0.06,-0.16,-0.16,
21:00:26:144,0.03,0.03,0.00,0.06,-0.16,-0.16,
21:00:26:150,0.03,0.03,0.00,0.01,-0.12,-0.11,
21:00:26:151,0.05,0.03,0.02,0.01,-0.12,-0.11,
21:00:26:151,0.05,0.03,0.02,0.01,-0.12,-0.11,
21:00:26:151,0.07,0.03,0.03,0.01,-0.12,-0.11,
21:00:26:152,0.07,0.00,0.03,0.01,-0.12,-0.11,
21:00:26:158,0.08,-0.00,0.05,0.01,-0.12,-0.11,
21:00:26:159,0.09,-0.02,0.06,0.01,-0.12,-0.11,
21:00:26:161,0.09,-0.04,0.07,0.01,-0.12,-0.11,
21:00:26:161,0.09,-0.04,0.07,-0.06,-0.12,-0.08,
21:00:26:162,0.09,-0.06,0.07,-0.06,-0.12,-0.08,
21:00:26:163,0.09,-0.05,0.08,-0.06,-0.12,-0.08,
21:00:26:165,0.10,-0.06,0.07,-0.06,-0.12,-0.08,
21:00:26:172,0.10,-0.06,0.07,-0.05,-0.13,-0.10,
21:00:26:173,0.10,-0.07,0.06,-0.05,-0.13,-0.10,
21:00:26:174,0.09,-0.07,0.06,-0.05,-0.13,-0.10,
21:00:26:175,0.09,-0.04,0.05,-0.05,-0.13,-0.10,
21:00:26:175,0.08,-0.04,0.03,-0.05,-0.13,-0.10,
21:00:26:176,0.07,-0.05,0.02,-0.05,-0.13,-0.10,
21:00:26:180,0.05,-0.01,-0.01,-0.05,-0.13,-0.10,
21:00:26:182,0.05,-0.01,-0.01,-0.01,-0.15,-0.18,
21:00:26:182,0.04,-0.01,-0.02,-0.01,-0.15,-0.18,
21:00:26:183,0.03,-0.01,-0.03,-0.01,-0.15,-0.18,
21:00:26:183,0.02,0.01,-0.04,-0.01,-0.15,-0.18,
21:00:26:190,0.02,0.03,-0.05,-0.01,-0.15,-0.18,
21:00:26:191,-0.02,0.02,-0.06,-0.01,-0.15,-0.18,
21:00:26:192,-0.02,0.02,-0.06,-0.01,-0.15,-0.18,
21:00:26:193,-0.02,0.03,-0.06,-0.01,-0.15,-0.18,
21:00:26:193,-0.02,0.03,-0.06,-0.08,-0.10,-0.23,
21:00:26:194,-0.02,0.02,-0.06,-0.08,-0.10,-0.23,
21:00:26:195,-0.02,0.01,-0.06,-0.08,-0.10,-0.23,
21:00:26:211,-0.02,0.00,-0.06,-0.08,-0.10,-0.23,
21:00:26:211,-0.02,0.00,-0.05,-0.08,-0.10,-0.23,
21:00:26:211,-0.02,0.00,-0.05,-0.12,-0.05,-0.21,
21:00:26:212,-0.03,-0.01,-0.05,-0.12,-0.05,-0.21,
21:00:26:212,-0.03,-0.02,-0.05,-0.12,-0.05,-0.21,
21:00:26:212,-0.03,-0.02,-0.05,-0.12,-0.05,-0.21,
21:00:26:213,-0.04,-0.03,-0.04,-0.12,-0.05,-0.21,
21:00:26:213,-0.04,-0.03,-0.04,-0.10,-0.08,-0.23,
21:00:26:213,-0.04,-0.04,-0.04,-0.10,-0.08,-0.23,
21:00:26:214,-0.04,-0.04,-0.04,-0.10,-0.08,-0.23,
21:00:26:214,-0.04,-0.03,-0.04,-0.10,-0.08,-0.23,
21:00:26:214,-0.04,-0.03,-0.04,-0.10,-0.08,-0.23,
21:00:26:217,-0.05,-0.03,-0.04,-0.10,-0.08,-0.23,
21:00:26:217,-0.05,-0.03,-0.04,-0.03,-0.13,-0.29,
21:00:26:219,-0.05,-0.03,-0.04,-0.03,-0.13,-0.29,
21:00:26:220,-0.04,-0.02,-0.05,-0.03,-0.13,-0.29,
21:00:26:222,-0.05,-0.01,-0.05,-0.03,-0.13,-0.29,
21:00:26:224,-0.05,-0.01,-0.04,-0.03,-0.13,-0.29,
21:00:26:232,-0.05,-0.01,-0.04,0.01,-0.05,-0.29,
21:00:26:233,-0.02,0.01,-0.04,0.01,-0.05,-0.29,
21:00:26:233,-0.02,0.01,-0.04,0.01,-0.05,-0.29,
21:00:26:233,-0.01,0.01,-0.03,0.01,-0.05,-0.29,
21:00:26:234,-0.01,0.01,-0.02,0.01,-0.05,-0.29,
21:00:26:234,-0.00,0.01,-0.01,0.01,-0.05,-0.29,
21:00:26:238,0.01,-0.00,0.00,0.01,-0.05,-0.29,
21:00:26:238,0.01,-0.00,0.00,-0.02,0.01,-0.28,
21:00:26:239,0.03,-0.01,0.00,-0.02,0.01,-0.28,
21:00:26:240,0.04,-0.02,0.02,-0.02,0.01,-0.28,
21:00:26:242,0.04,-0.02,0.02,-0.02,0.01,-0.28,
21:00:26:244,0.05,-0.03,0.04,-0.02,0.01,-0.28,
21:00:26:247,0.05,-0.04,0.04,-0.02,0.01,-0.28,
21:00:26:248,0.05,-0.04,0.04,-0.03,-0.02,-0.29,
21:00:26:248,0.06,-0.04,0.05,-0.03,-0.02,-0.29,
21:00:26:251,0.06,-0.05,0.05,-0.03,-0.02,-0.29,
21:00:26:252,0.06,-0.05,0.06,-0.03,-0.02,-0.29,
21:00:26:254,0.05,-0.05,0.05,-0.03,-0.02,-0.29,
21:00:26:258,0.06,-0.04,0.05,-0.03,-0.02,-0.29,
21:00:26:258,0.06,-0.04,0.05,0.03,-0.08,-0.30,
21:00:26:259,0.06,-0.04,0.04,0.03,-0.08,-0.30,
21:00:26:260,0.05,-0.03,0.04,0.03,-0.08,-0.30,
21:00:26:262,0.05,-0.02,0.03,0.03,-0.08,-0.30,
21:00:26:264,0.04,-0.02,0.02,0.03,-0.08,-0.30,
