
time,wx,wy,wz,ax,ay,az,
02:22:26:858,0.21,0.23,-0.08,0.39,-0.04,0.38,
02:22:26:859,0.25,0.22,-0.08,0.39,-0.04,0.38,
02:22:26:859,0.28,0.22,-0.07,0.39,-0.04,0.38,
02:22:26:860,0.30,0.21,-0.07,0.39,-0.04,0.38,
02:22:26:860,0.34,0.19,-0.05,0.39,-0.04,0.38,
02:22:26:861,0.37,0.17,-0.03,0.39,-0.04,0.38,
02:22:26:862,0.39,0.14,-0.01,0.39,-0.04,0.38,
02:22:26:863,0.39,0.14,-0.01,0.16,-0.05,0.36,
02:22:26:863,0.40,0.13,-0.00,0.16,-0.05,0.36,
02:22:26:865,0.42,0.12,0.01,0.16,-0.05,0.36,
02:22:26:868,0.43,0.12,0.01,0.16,-0.05,0.36,
02:22:26:870,0.44,0.12,0.00,0.16,-0.05,0.36,
02:22:26:872,0.44,0.12,0.00,0.11,-0.04,0.29,
02:22:26:872,0.44,0.12,-0.01,0.11,-0.04,0.29,
02:22:26:873,0.42,0.12,-0.01,0.11,-0.04,0.29,
02:22:26:875,0.41,0.13,-0.03,0.11,-0.04,0.29,
02:22:26:877,0.40,0.14,-0.06,0.11,-0.04,0.29,
02:22:26:878,0.41,0.15,-0.09,0.11,-0.04,0.29,
02:22:26:885,0.40,0.19,-0.16,0.11,-0.04,0.29,
02:22:26:885,0.39,0.20,-0.16,0.11,-0.04,0.29,
02:22:26:886,0.39,0.20,-0.16,0.06,0.05,0.34,
02:22:26:886,0.39,0.20,-0.16,0.06,0.05,0.34,
02:22:26:887,0.37,0.18,-0.17,0.06,0.05,0.34,
02:22:26:889,0.37,0.15,-0.18,0.06,0.05,0.34,
02:22:26:892,0.37,0.15,-0.18,-0.10,0.06,0.51,
02:22:26:893,0.35,0.10,-0.17,-0.10,0.06,0.51,
02:22:26:893,0.33,0.08,-0.16,-0.10,0.06,0.51,
02:22:26:895,0.28,0.01,-0.13,-0.10,0.06,0.51,
02:22:26:897,0.26,-0.01,-0.11,-0.10,0.06,0.51,
02:22:26:899,0.23,-0.05,-0.10,-0.10,0.06,0.51,
