
time,wx,wy,wz,ax,ay,az,
02:30:31:987,-0.00,0.06,-0.06,0.00,-0.18,0.09,
02:30:31:988,-0.00,0.06,-0.06,0.00,-0.18,0.09,
02:30:31:989,-0.01,0.05,-0.05,0.00,-0.18,0.09,
02:30:31:989,-0.03,0.04,-0.04,0.00,-0.18,0.09,
02:30:31:992,-0.05,0.00,0.00,0.00,-0.18,0.09,
02:30:31:993,-0.05,0.00,0.00,0.00,-0.18,0.09,
02:30:31:993,-0.05,0.00,0.00,-0.16,-0.07,0.13,
02:30:31:993,-0.05,-0.01,0.01,-0.16,-0.07,0.13,
02:30:31:995,-0.05,-0.02,0.02,-0.16,-0.07,0.13,
02:30:31:997,-0.04,-0.04,0.03,-0.16,-0.07,0.13,
02:30:31:999,-0.04,-0.04,0.03,-0.18,-0.03,0.29,
02:30:32:000,-0.02,-0.06,0.03,-0.18,-0.03,0.29,
02:30:32:000,-0.02,-0.06,0.03,-0.18,-0.03,0.29,
02:30:32:002,-0.05,-0.06,0.05,-0.18,-0.03,0.29,
02:30:32:004,-0.08,-0.07,0.06,-0.18,-0.03,0.29,
02:30:32:006,-0.08,-0.08,0.06,-0.18,-0.03,0.29,
02:30:32:010,-0.08,-0.08,0.06,-0.11,-0.06,0.31,
02:30:32:011,-0.08,-0.10,0.03,-0.11,-0.06,0.31,
02:30:32:011,-0.09,-0.09,0.02,-0.11,-0.06,0.31,
02:30:32:014,-0.10,-0.08,0.02,-0.11,-0.06,0.31,
02:30:32:014,-0.11,-0.05,0.01,-0.11,-0.06,0.31,
02:30:32:016,-0.11,-0.03,-0.02,-0.11,-0.06,0.31,
02:30:32:019,-0.11,-0.03,-0.02,0.01,-0.05,0.33,
02:30:32:020,-0.10,-0.02,-0.05,0.01,-0.05,0.33,
02:30:32:020,-0.11,-0.03,-0.06,0.01,-0.05,0.33,
02:30:32:023,-0.13,-0.02,-0.05,0.01,-0.05,0.33,
02:30:32:024,-0.15,-0.03,-0.04,0.01,-0.05,0.33,
02:30:32:026,-0.14,-0.04,-0.05,0.01,-0.05,0.33,
02:30:32:033,-0.14,-0.04,-0.05,-0.12,-0.16,0.28,
02:30:32:034,-0.11,-0.07,-0.03,-0.12,-0.16,0.28,
02:30:32:035,-0.11,-0.07,-0.03,-0.12,-0.16,0.28,
02:30:32:035,-0.11,-0.07,-0.03,-0.12,-0.16,0.28,
02:30:32:036,-0.13,-0.09,0.00,-0.12,-0.16,0.28,
02:30:32:036,-0.12,-0.11,0.02,-0.12,-0.16,0.28,
02:30:32:040,-0.10,-0.13,0.02,-0.12,-0.16,0.28,
02:30:32:040,-0.10,-0.13,0.02,-0.07,-0.19,0.34,
02:30:32:041,-0.08,-0.13,0.01,-0.07,-0.19,0.34,
02:30:32:042,-0.07,-0.11,-0.00,-0.07,-0.19,0.34,
02:30:32:045,-0.07,-0.10,0.00,-0.07,-0.19,0.34,
02:30:32:055,-0.06,-0.08,-0.01,-0.07,-0.19,0.34,
02:30:32:056,-0.06,-0.08,-0.01,0.04,-0.20,0.32,
02:30:32:056,-0.04,-0.07,-0.03,0.04,-0.20,0.32,
02:30:32:057,-0.03,-0.06,-0.04,0.04,-0.20,0.32,
02:30:32:057,-0.02,-0.05,-0.04,0.04,-0.20,0.32,
02:30:32:058,-0.04,-0.03,-0.03,0.04,-0.20,0.32,
02:30:32:059,-0.05,-0.02,-0.02,0.04,-0.20,0.32,
02:30:32:059,-0.03,-0.03,-0.03,0.04,-0.20,0.32,
02:30:32:060,-0.03,-0.03,-0.03,0.10,-0.26,0.29,
02:30:32:061,-0.01,-0.04,-0.03,0.10,-0.26,0.29,
02:30:32:064,-0.00,-0.04,-0.04,0.10,-0.26,0.29,
02:30:32:065,0.01,-0.02,-0.03,0.10,-0.26,0.29,
02:30:32:067,0.00,-0.01,-0.02,0.10,-0.26,0.29,
02:30:32:074,0.00,-0.01,-0.02,0.06,-0.25,0.24,
02:30:32:075,0.05,-0.00,-0.03,0.06,-0.25,0.24,
02:30:32:075,0.05,-0.00,-0.03,0.06,-0.25,0.24,
