
time,wx,wy,wz,ax,ay,az,
02:25:45:508,0.25,0.20,-0.12,0.42,-0.15,-0.31,
02:25:45:509,0.26,0.20,-0.11,0.42,-0.15,-0.31,
02:25:45:509,0.26,0.20,-0.07,0.42,-0.15,-0.31,
02:25:45:510,0.27,0.20,-0.04,0.42,-0.15,-0.31,
02:25:45:510,0.27,0.20,-0.04,0.24,-0.14,-0.33,
02:25:45:510,0.27,0.19,-0.03,0.24,-0.14,-0.33,
02:25:45:511,0.31,0.19,-0.01,0.24,-0.14,-0.33,
02:25:45:512,0.34,0.19,-0.01,0.24,-0.14,-0.33,
02:25:45:515,0.38,0.19,-0.00,0.24,-0.14,-0.33,
02:25:45:515,0.38,0.19,-0.00,0.21,-0.04,-0.06,
02:25:45:518,0.39,0.19,0.00,0.21,-0.04,-0.06,
02:25:45:519,0.40,0.20,0.02,0.21,-0.04,-0.06,
02:25:45:520,0.39,0.19,0.02,0.21,-0.04,-0.06,
02:25:45:522,0.39,0.17,0.04,0.21,-0.04,-0.06,
02:25:45:528,0.39,0.17,0.04,0.10,-0.15,-0.04,
02:25:45:529,0.35,0.12,0.04,0.10,-0.15,-0.04,
02:25:45:529,0.33,0.12,0.05,0.10,-0.15,-0.04,
02:25:45:530,0.33,0.12,0.05,0.10,-0.15,-0.04,
02:25:45:530,0.29,0.12,0.05,0.10,-0.15,-0.04,
02:25:45:532,0.28,0.12,0.04,0.10,-0.15,-0.04,
02:25:45:535,0.28,0.12,0.04,0.16,-0.12,0.10,
02:25:45:536,0.26,0.12,-0.02,0.16,-0.12,0.10,
02:25:45:537,0.25,0.13,-0.03,0.16,-0.12,0.10,
02:25:45:538,0.23,0.14,-0.04,0.16,-0.12,0.10,
02:25:45:540,0.19,0.16,-0.06,0.16,-0.12,0.10,
02:25:45:542,0.16,0.17,-0.06,0.16,-0.12,0.10,
02:25:45:545,0.12,0.13,-0.08,0.16,-0.12,0.10,
02:25:45:546,0.12,0.13,-0.08,0.03,0.02,0.11,
02:25:45:546,0.11,0.11,-0.08,0.03,0.02,0.11,
02:25:45:548,0.08,0.08,-0.08,0.03,0.02,0.11,
02:25:45:558,0.07,0.06,-0.07,0.03,0.02,0.11,
02:25:45:559,0.06,0.04,-0.07,0.03,0.02,0.11,
02:25:45:560,0.05,-0.02,-0.07,0.03,0.02,0.11,
02:25:45:560,0.05,-0.02,-0.07,-0.11,0.12,0.27,
02:25:45:561,0.04,-0.06,-0.06,-0.11,0.12,0.27,
02:25:45:561,0.04,-0.08,-0.06,-0.11,0.12,0.27,
02:25:45:562,0.05,-0.11,-0.06,-0.11,0.12,0.27,
02:25:45:562,0.02,-0.13,-0.04,-0.11,0.12,0.27,
02:25:45:572,-0.09,-0.14,0.02,-0.11,0.12,0.27,
02:25:45:573,-0.10,-0.13,0.01,-0.11,0.12,0.27,
02:25:45:574,-0.10,-0.13,0.01,-0.11,0.12,0.27,
02:25:45:574,-0.10,-0.13,0.01,-0.13,0.01,0.07,
02:25:45:575,-0.10,-0.13,0.00,-0.13,0.01,0.07,
02:25:45:576,-0.10,-0.09,-0.02,-0.13,0.01,0.07,
02:25:45:576,-0.12,-0.02,-0.04,-0.13,0.01,0.07,
02:25:45:577,-0.13,0.03,-0.05,-0.13,0.01,0.07,
02:25:45:578,-0.13,0.03,-0.05,0.04,0.17,-0.05,
02:25:45:578,-0.13,0.11,-0.06,0.04,0.17,-0.05,
02:25:45:580,-0.11,0.13,-0.09,0.04,0.17,-0.05,
02:25:45:582,-0.10,0.13,-0.10,0.04,0.17,-0.05,
02:25:45:593,-0.10,0.13,-0.10,-0.12,0.21,-0.08,
02:25:45:594,-0.10,0.10,-0.06,-0.12,0.21,-0.08,
02:25:45:594,-0.12,0.08,-0.03,-0.12,0.21,-0.08,
02:25:45:595,-0.13,0.05,-0.01,-0.12,0.21,-0.08,
02:25:45:595,-0.15,-0.07,0.03,-0.12,0.21,-0.08,
02:25:45:596,-0.13,-0.12,0.06,-0.12,0.21,-0.08,
02:25:45:596,-0.10,-0.15,0.08,-0.12,0.21,-0.08,
02:25:45:597,-0.10,-0.15,0.08,-0.22,0.10,0.04,
02:25:45:597,-0.10,-0.16,0.10,-0.22,0.10,0.04,
02:25:45:598,-0.11,-0.13,0.12,-0.22,0.10,0.04,
02:25:45:600,-0.11,-0.12,0.13,-0.22,0.10,0.04,
02:25:45:603,-0.07,-0.09,0.09,-0.22,0.10,0.04,
02:25:45:609,-0.07,-0.09,0.09,-0.23,0.10,0.03,
02:25:45:609,-0.01,0.05,0.01,-0.23,0.10,0.03,
02:25:45:610,-0.01,0.05,0.01,-0.23,0.10,0.03,
02:25:45:610,-0.04,0.06,0.02,-0.23,0.10,0.03,
02:25:45:610,-0.06,0.08,0.03,-0.23,0.10,0.03,
02:25:45:612,-0.06,0.09,0.03,-0.23,0.10,0.03,
02:25:45:615,-0.06,0.09,0.03,0.07,-0.06,-0.03,
02:25:45:616,-0.02,0.05,-0.00,0.07,-0.06,-0.03,
02:25:45:617,-0.02,0.05,-0.00,0.07,-0.06,-0.03,
02:25:45:618,-0.03,0.06,0.02,0.07,-0.06,-0.03,
02:25:45:620,-0.04,0.06,0.04,0.07,-0.06,-0.03,
02:25:45:622,-0.04,0.05,0.05,0.07,-0.06,-0.03,
02:25:45:626,0.02,0.04,0.03,0.07,-0.06,-0.03,
02:25:45:627,0.05,0.03,0.01,0.07,-0.06,-0.03,
02:25:45:627,0.05,0.03,0.01,0.17,-0.06,0.23,
02:25:45:628,0.07,0.02,0.00,0.17,-0.06,0.23,
02:25:45:630,0.08,0.03,0.01,0.17,-0.06,0.23,
02:25:45:632,0.09,0.02,0.01,0.17,-0.06,0.23,
02:25:45:641,0.09,0.02,0.01,0.21,0.01,0.29,
02:25:45:642,0.13,-0.03,-0.02,0.21,0.01,0.29,
02:25:45:642,0.14,-0.05,-0.03,0.21,0.01,0.29,
02:25:45:643,0.14,-0.04,-0.04,0.21,0.01,0.29,
02:25:45:643,0.15,-0.04,-0.04,0.21,0.01,0.29,
02:25:45:643,0.15,-0.03,-0.05,0.21,0.01,0.29,
02:25:45:647,0.16,-0.01,-0.05,0.21,0.01,0.29,
02:25:45:647,0.16,-0.01,-0.05,0.21,0.01,0.29,
02:25:45:647,0.16,-0.01,-0.05,0.23,-0.15,0.27,
02:25:45:648,0.15,-0.01,-0.05,0.23,-0.15,0.27,
02:25:45:650,0.14,-0.00,-0.04,0.23,-0.15,0.27,
02:25:45:652,0.12,-0.01,-0.04,0.23,-0.15,0.27,
02:25:45:656,0.09,-0.02,-0.04,0.23,-0.15,0.27,
02:25:45:656,0.09,-0.02,-0.04,0.23,-0.23,0.08,
02:25:45:657,0.06,0.01,-0.03,0.23,-0.23,0.08,
02:25:45:659,0.05,0.02,-0.03,0.23,-0.23,0.08,
02:25:45:660,0.05,0.04,-0.05,0.23,-0.23,0.08,
02:25:45:662,0.07,0.06,-0.08,0.23,-0.23,0.08,
02:25:45:665,0.10,0.10,-0.10,0.23,-0.23,0.08,
02:25:45:666,0.10,0.10,-0.10,0.30,0.05,0.19,
02:25:45:666,0.10,0.11,-0.11,0.30,0.05,0.19,
