
time,wx,wy,wz,ax,ay,az,
20:59:38:936,-0.05,-0.02,0.03,-0.29,0.10,-0.11,
20:59:38:937,-0.05,-0.02,0.03,-0.29,-0.07,-0.13,
20:59:38:937,-0.04,-0.02,0.03,-0.29,-0.07,-0.13,
20:59:38:938,-0.02,-0.03,0.04,-0.29,-0.07,-0.13,
20:59:38:938,0.01,-0.03,0.04,-0.29,-0.07,-0.13,
20:59:38:938,0.02,-0.03,0.04,-0.29,-0.07,-0.13,
20:59:38:945,0.08,-0.02,0.05,-0.29,-0.07,-0.13,
20:59:38:946,0.09,-0.02,0.04,-0.29,-0.07,-0.13,
20:59:38:946,0.09,-0.02,0.04,-0.26,-0.14,-0.15,
20:59:38:946,0.09,-0.02,0.04,-0.26,-0.14,-0.15,
20:59:38:947,0.12,-0.01,0.04,-0.26,-0.14,-0.15,
20:59:38:947,0.13,0.01,0.03,-0.26,-0.14,-0.15,
20:59:38:950,0.13,0.01,0.03,-0.22,-0.09,-0.17,
20:59:38:950,0.16,0.03,0.02,-0.22,-0.09,-0.17,
20:59:38:951,0.17,0.03,0.02,-0.22,-0.09,-0.17,
20:59:38:953,0.19,0.04,0.01,-0.22,-0.09,-0.17,
20:59:38:955,0.20,0.05,0.00,-0.22,-0.09,-0.17,
20:59:38:957,0.20,0.05,0.00,-0.22,-0.09,-0.17,
20:59:38:960,0.20,0.05,0.00,-0.23,-0.18,-0.12,
20:59:38:960,0.21,0.05,0.00,-0.23,-0.18,-0.12,
20:59:38:961,0.21,0.05,0.00,-0.23,-0.18,-0.12,
20:59:38:962,0.20,0.05,0.01,-0.23,-0.18,-0.12,
20:59:38:964,0.19,0.03,0.02,-0.23,-0.18,-0.12,
20:59:38:966,0.19,0.02,0.02,-0.23,-0.18,-0.12,
20:59:38:970,0.19,0.02,0.02,-0.23,-0.18,-0.12,
20:59:38:971,0.19,0.02,0.02,-0.25,-0.08,-0.06,
20:59:38:971,0.18,0.01,0.02,-0.25,-0.08,-0.06,
20:59:38:974,0.18,0.02,0.01,-0.25,-0.08,-0.06,
20:59:38:975,0.18,0.02,0.01,-0.25,-0.08,-0.06,
20:59:38:976,0.17,0.03,-0.00,-0.25,-0.08,-0.06,
20:59:38:983,0.16,0.05,-0.03,-0.25,-0.08,-0.06,
20:59:38:984,0.16,0.05,-0.03,-0.25,-0.08,-0.06,
20:59:38:984,0.15,0.06,-0.03,-0.25,-0.08,-0.06,
20:59:38:985,0.15,0.06,-0.03,-0.21,-0.05,-0.00,
20:59:38:985,0.12,0.05,-0.03,-0.21,-0.05,-0.00,
20:59:38:987,0.11,0.05,-0.03,-0.21,-0.05,-0.00,
20:59:38:990,0.11,0.05,-0.03,-0.20,-0.10,0.03,
20:59:38:991,0.08,0.04,-0.03,-0.20,-0.10,0.03,
20:59:38:991,0.07,0.04,-0.03,-0.20,-0.10,0.03,
20:59:38:996,0.06,0.04,-0.03,-0.20,-0.10,0.03,
20:59:38:997,0.05,0.03,-0.03,-0.20,-0.10,0.03,
20:59:38:997,0.04,0.03,-0.03,-0.20,-0.10,0.03,
20:59:39:000,0.04,0.04,-0.04,-0.20,-0.10,0.03,
20:59:39:001,0.04,0.04,-0.04,-0.20,0.06,0.07,
20:59:39:001,0.04,0.04,-0.04,-0.20,0.06,0.07,
20:59:39:003,0.05,0.04,-0.05,-0.20,0.06,0.07,
20:59:39:005,0.05,0.04,-0.05,-0.20,0.06,0.07,
20:59:39:013,0.05,0.04,-0.06,-0.20,0.06,0.07,
20:59:39:013,0.05,0.04,-0.06,-0.17,0.00,0.14,
20:59:39:014,0.05,0.03,-0.07,-0.17,0.00,0.14,
20:59:39:014,0.05,0.03,-0.08,-0.17,0.00,0.14,
20:59:39:015,0.03,0.02,-0.09,-0.17,0.00,0.14,
20:59:39:015,0.03,0.02,-0.09,-0.17,0.00,0.14,
20:59:39:031,0.02,0.01,-0.09,-0.17,0.00,0.14,
20:59:39:032,0.04,0.02,-0.11,-0.17,0.00,0.14,
20:59:39:033,0.04,0.02,-0.11,-0.17,0.00,0.14,
20:59:39:033,0.04,0.02,-0.11,-0.17,0.00,0.14,
20:59:39:034,0.04,0.02,-0.11,-0.12,0.01,0.18,
20:59:39:035,0.06,0.01,-0.12,-0.12,0.01,0.18,
20:59:39:035,0.07,0.01,-0.13,-0.12,0.01,0.18,
