
time,wx,wy,wz,ax,ay,az,
04:04:29:104,-0.44,0.24,-0.11,0.37,-0.03,-0.82,
04:04:29:105,-0.39,0.28,-0.09,0.37,-0.03,-0.82,
04:04:29:106,-0.33,0.33,-0.07,0.37,-0.03,-0.82,
04:04:29:110,-0.33,0.33,-0.07,0.45,-0.11,-1.01,
04:04:29:110,-0.16,0.43,-0.04,0.45,-0.11,-1.01,
04:04:29:111,-0.16,0.43,-0.04,0.45,-0.11,-1.01,
04:04:29:111,-0.16,0.43,-0.04,0.45,-0.11,-1.01,
04:04:29:112,-0.07,0.47,-0.03,0.45,-0.11,-1.01,
04:04:29:112,-0.03,0.48,-0.03,0.45,-0.11,-1.01,
04:04:29:117,-0.03,0.48,-0.03,0.44,-0.21,-1.09,
04:04:29:117,0.07,0.52,-0.02,0.44,-0.21,-1.09,
04:04:29:118,0.15,0.55,-0.01,0.44,-0.21,-1.09,
04:04:29:119,0.20,0.56,-0.01,0.44,-0.21,-1.09,
04:04:29:120,0.30,0.57,-0.00,0.44,-0.21,-1.09,
04:04:29:123,0.39,0.57,0.01,0.44,-0.21,-1.09,
04:04:29:126,0.47,0.56,0.02,0.44,-0.21,-1.09,
04:04:29:127,0.51,0.54,0.03,0.44,-0.21,-1.09,
04:04:29:127,0.51,0.54,0.03,0.27,-0.46,-0.97,
04:04:29:128,0.59,0.52,0.04,0.27,-0.46,-0.97,
04:04:29:131,0.62,0.50,0.05,0.27,-0.46,-0.97,
04:04:29:133,0.69,0.46,0.05,0.27,-0.46,-0.97,
04:04:29:135,0.75,0.42,0.06,0.27,-0.46,-0.97,
04:04:29:136,0.75,0.42,0.06,-0.06,-0.55,-0.75,
04:04:29:137,0.77,0.40,0.06,-0.06,-0.55,-0.75,
04:04:29:138,0.82,0.36,0.04,-0.06,-0.55,-0.75,
04:04:29:140,0.86,0.32,0.02,-0.06,-0.55,-0.75,
04:04:29:142,0.88,0.30,0.01,-0.06,-0.55,-0.75,
04:04:29:147,0.91,0.26,-0.07,-0.06,-0.55,-0.75,
04:04:29:149,0.91,0.26,-0.07,-0.06,-0.55,-0.75,
04:04:29:149,0.91,0.26,-0.07,-0.26,-0.38,-0.49,
04:04:29:150,0.92,0.25,-0.10,-0.26,-0.38,-0.49,
04:04:29:150,0.92,0.22,-0.14,-0.26,-0.38,-0.49,
04:04:29:156,0.90,0.19,-0.17,-0.26,-0.38,-0.49,
04:04:29:157,0.87,0.15,-0.20,-0.26,-0.38,-0.49,
04:04:29:157,0.87,0.15,-0.20,-0.47,-0.26,-0.25,
04:04:29:158,0.85,0.13,-0.21,-0.47,-0.26,-0.25,
04:04:29:158,0.81,0.06,-0.23,-0.47,-0.26,-0.25,
04:04:29:160,0.78,-0.01,-0.25,-0.47,-0.26,-0.25,
04:04:29:162,0.75,-0.03,-0.26,-0.47,-0.26,-0.25,
04:04:29:166,0.68,-0.08,-0.26,-0.47,-0.26,-0.25,
04:04:29:166,0.68,-0.08,-0.26,-0.61,-0.12,-0.11,
04:04:29:167,0.61,-0.12,-0.26,-0.61,-0.12,-0.11,
04:04:29:168,0.57,-0.13,-0.27,-0.61,-0.12,-0.11,
04:04:29:171,0.50,-0.14,-0.29,-0.61,-0.12,-0.11,
04:04:29:173,0.42,-0.15,-0.30,-0.61,-0.12,-0.11,
04:04:29:176,0.42,-0.15,-0.30,-0.47,0.09,-0.04,
04:04:29:177,0.34,-0.15,-0.31,-0.47,0.09,-0.04,
04:04:29:178,0.29,-0.14,-0.31,-0.47,0.09,-0.04,
04:04:29:178,0.21,-0.14,-0.31,-0.47,0.09,-0.04,
04:04:29:185,0.17,-0.14,-0.30,-0.47,0.09,-0.04,
04:04:29:185,0.08,-0.13,-0.29,-0.47,0.09,-0.04,
04:04:29:187,-0.10,-0.14,-0.23,-0.47,0.09,-0.04,
04:04:29:188,-0.10,-0.14,-0.23,-0.47,0.09,-0.04,
04:04:29:189,-0.10,-0.14,-0.23,-0.31,0.28,-0.10,
04:04:29:189,-0.15,-0.14,-0.21,-0.31,0.28,-0.10,
04:04:29:190,-0.23,-0.15,-0.17,-0.31,0.28,-0.10,
04:04:29:192,-0.27,-0.15,-0.14,-0.31,0.28,-0.10,
04:04:29:195,-0.37,-0.16,-0.07,-0.31,0.28,-0.10,
04:04:29:196,-0.37,-0.16,-0.07,-0.18,0.50,-0.16,
04:04:29:196,-0.40,-0.16,-0.04,-0.18,0.50,-0.16,
04:04:29:198,-0.43,-0.16,-0.02,-0.18,0.50,-0.16,
04:04:29:201,-0.48,-0.16,0.03,-0.18,0.50,-0.16,
04:04:29:203,-0.52,-0.14,0.07,-0.18,0.50,-0.16,
04:04:29:206,-0.55,-0.12,0.11,-0.18,0.50,-0.16,
04:04:29:207,-0.57,-0.11,0.13,-0.18,0.50,-0.16,
04:04:29:208,-0.57,-0.11,0.13,-0.01,0.69,-0.18,
04:04:29:209,-0.59,-0.08,0.17,-0.01,0.69,-0.18,
04:04:29:211,-0.61,-0.06,0.20,-0.01,0.69,-0.18,
04:04:29:212,-0.62,-0.05,0.22,-0.01,0.69,-0.18,
04:04:29:216,-0.63,-0.03,0.25,-0.01,0.69,-0.18,
04:04:29:217,-0.63,-0.03,0.25,0.10,0.68,-0.24,
04:04:29:218,-0.64,-0.02,0.28,0.10,0.68,-0.24,
04:04:29:219,-0.64,-0.02,0.29,0.10,0.68,-0.24,
04:04:29:220,-0.65,-0.02,0.32,0.10,0.68,-0.24,
04:04:29:223,-0.64,-0.01,0.34,0.10,0.68,-0.24,
04:04:29:228,-0.62,-0.02,0.36,0.10,0.68,-0.24,
04:04:29:228,-0.62,-0.02,0.36,0.10,0.68,-0.24,
04:04:29:229,-0.61,-0.02,0.36,0.10,0.68,-0.24,
04:04:29:229,-0.61,-0.02,0.36,0.04,0.48,-0.34,
04:04:29:231,-0.60,-0.02,0.36,0.04,0.48,-0.34,
04:04:29:240,-0.57,-0.02,0.35,0.04,0.48,-0.34,
04:04:29:241,-0.57,-0.02,0.35,-0.05,0.20,-0.40,
04:04:29:241,-0.54,-0.03,0.33,-0.05,0.20,-0.40,
04:04:29:242,-0.52,-0.04,0.32,-0.05,0.20,-0.40,
