
time,wx,wy,wz,ax,ay,az,
02:24:24:469,0.22,-0.03,-0.09,-0.13,0.09,0.08,
02:24:24:470,0.21,-0.04,-0.08,-0.13,0.09,0.08,
02:24:24:470,0.21,-0.03,-0.08,-0.13,0.09,0.08,
02:24:24:487,0.19,-0.01,-0.07,-0.13,0.09,0.08,
02:24:24:488,0.17,-0.01,-0.06,-0.13,0.09,0.08,
02:24:24:488,0.17,-0.01,-0.06,-0.01,0.09,0.01,
02:24:24:488,0.17,-0.00,-0.06,-0.01,0.09,0.01,
02:24:24:489,0.16,0.01,-0.07,-0.01,0.09,0.01,
02:24:24:490,0.16,0.03,-0.09,-0.01,0.09,0.01,
02:24:24:491,0.16,0.03,-0.09,0.17,0.13,0.00,
02:24:24:492,0.15,0.06,-0.09,0.17,0.13,0.00,
02:24:24:492,0.14,0.07,-0.09,0.17,0.13,0.00,
02:24:24:493,0.12,0.09,-0.09,0.17,0.13,0.00,
02:24:24:493,0.11,0.09,-0.09,0.17,0.13,0.00,
02:24:24:494,0.12,0.09,-0.09,0.17,0.13,0.00,
02:24:24:495,0.12,0.09,-0.08,0.17,0.13,0.00,
02:24:24:495,0.12,0.09,-0.08,0.21,0.17,0.07,
02:24:24:496,0.11,0.10,-0.07,0.21,0.17,0.07,
02:24:24:496,0.11,0.09,-0.04,0.21,0.17,0.07,
02:24:24:497,0.11,0.08,-0.03,0.21,0.17,0.07,
02:24:24:500,0.12,0.06,-0.02,0.21,0.17,0.07,
02:24:24:502,0.13,0.06,-0.00,0.21,0.17,0.07,
02:24:24:503,0.13,0.05,0.01,0.21,0.17,0.07,
02:24:24:503,0.13,0.05,0.01,0.19,0.20,0.17,
02:24:24:504,0.12,0.04,0.04,0.19,0.20,0.17,
02:24:24:506,0.12,0.06,0.06,0.19,0.20,0.17,
02:24:24:507,0.13,0.06,0.06,0.19,0.20,0.17,
02:24:24:514,0.13,0.06,0.06,0.14,0.24,0.15,
02:24:24:515,0.16,0.09,0.06,0.14,0.24,0.15,
02:24:24:515,0.16,0.10,0.07,0.14,0.24,0.15,
02:24:24:515,0.16,0.10,0.07,0.14,0.24,0.15,
02:24:24:516,0.13,0.11,0.09,0.14,0.24,0.15,
02:24:24:519,0.12,0.11,0.10,0.14,0.24,0.15,
02:24:24:521,0.12,0.10,0.10,0.14,0.24,0.15,
02:24:24:522,0.12,0.10,0.10,0.12,0.16,0.26,
02:24:24:522,0.11,0.09,0.10,0.12,0.16,0.26,
02:24:24:524,0.10,0.07,0.10,0.12,0.16,0.26,
02:24:24:527,0.08,0.07,0.10,0.12,0.16,0.26,
02:24:24:528,0.05,0.05,0.10,0.12,0.16,0.26,
02:24:24:531,0.05,0.05,0.10,0.08,0.07,0.33,
02:24:24:531,0.04,0.04,0.09,0.08,0.07,0.33,
02:24:24:532,0.05,0.03,0.08,0.08,0.07,0.33,
02:24:24:534,0.04,0.02,0.07,0.08,0.07,0.33,
02:24:24:536,0.01,0.00,0.06,0.08,0.07,0.33,
02:24:24:538,-0.01,-0.00,0.05,0.08,0.07,0.33,
02:24:24:541,-0.03,-0.01,0.02,0.08,0.07,0.33,
02:24:24:542,-0.03,-0.01,0.02,0.02,0.04,0.30,
02:24:24:542,-0.04,-0.02,0.01,0.02,0.04,0.30,
02:24:24:547,-0.06,-0.02,-0.01,0.02,0.04,0.30,
02:24:24:548,-0.07,-0.03,-0.01,0.02,0.04,0.30,
02:24:24:548,-0.10,-0.04,-0.03,0.02,0.04,0.30,
02:24:24:559,-0.09,-0.07,-0.07,0.02,0.04,0.30,
02:24:24:560,-0.08,-0.08,-0.08,0.02,0.04,0.30,
02:24:24:560,-0.08,-0.08,-0.08,0.02,0.04,0.30,
02:24:24:561,-0.08,-0.08,-0.08,0.03,-0.02,0.39,
02:24:24:561,-0.09,-0.11,-0.08,0.03,-0.02,0.39,
02:24:24:561,-0.10,-0.13,-0.08,0.03,-0.02,0.39,
02:24:24:562,-0.12,-0.17,-0.07,0.03,-0.02,0.39,
02:24:24:562,-0.12,-0.17,-0.07,0.02,-0.15,0.31,
02:24:24:562,-0.12,-0.19,-0.07,0.02,-0.15,0.31,
02:24:24:563,-0.12,-0.20,-0.07,0.02,-0.15,0.31,
02:24:24:566,-0.13,-0.20,-0.08,0.02,-0.15,0.31,
02:24:24:568,-0.14,-0.18,-0.07,0.02,-0.15,0.31,
02:24:24:573,-0.14,-0.18,-0.07,0.17,-0.14,0.14,
02:24:24:573,-0.14,-0.15,-0.08,0.17,-0.14,0.14,
02:24:24:573,-0.13,-0.12,-0.09,0.17,-0.14,0.14,
02:24:24:574,-0.11,-0.08,-0.11,0.17,-0.14,0.14,
02:24:24:576,-0.10,-0.06,-0.11,0.17,-0.14,0.14,
02:24:24:578,-0.10,-0.01,-0.11,0.17,-0.14,0.14,
02:24:24:581,-0.11,0.02,-0.09,0.17,-0.14,0.14,
02:24:24:582,-0.11,0.02,-0.09,0.24,-0.04,-0.10,
02:24:24:582,-0.10,0.03,-0.09,0.24,-0.04,-0.10,
02:24:24:586,-0.07,0.03,-0.08,0.24,-0.04,-0.10,
02:24:24:586,-0.05,0.03,-0.06,0.24,-0.04,-0.10,
02:24:24:588,-0.04,0.03,-0.04,0.24,-0.04,-0.10,
02:24:24:595,-0.04,0.03,-0.04,0.21,0.00,-0.05,
02:24:24:595,0.01,0.03,0.04,0.21,0.00,-0.05,
02:24:24:595,0.03,0.02,0.06,0.21,0.00,-0.05,
02:24:24:596,0.03,0.02,0.06,0.21,0.00,-0.05,
02:24:24:596,0.04,0.01,0.07,0.21,0.00,-0.05,
02:24:24:598,0.05,0.01,0.11,0.21,0.00,-0.05,
02:24:24:603,0.05,0.01,0.11,0.10,0.03,-0.23,
02:24:24:604,0.04,0.02,0.14,0.10,0.03,-0.23,
02:24:24:604,0.04,0.02,0.15,0.10,0.03,-0.23,
02:24:24:605,0.04,0.03,0.16,0.10,0.03,-0.23,
02:24:24:606,0.06,0.05,0.15,0.10,0.03,-0.23,
02:24:24:608,0.06,0.07,0.14,0.10,0.03,-0.23,
02:24:24:612,0.06,0.07,0.14,0.20,0.04,-0.31,
02:24:24:613,0.06,0.10,0.12,0.20,0.04,-0.31,
02:24:24:613,0.06,0.13,0.10,0.20,0.04,-0.31,
02:24:24:614,0.05,0.14,0.10,0.20,0.04,-0.31,
02:24:24:617,0.04,0.16,0.08,0.20,0.04,-0.31,
