
time,wx,wy,wz,ax,ay,az,
02:23:48:305,-0.26,0.19,0.07,0.34,0.13,-0.40,
02:23:48:305,-0.22,0.32,0.07,0.34,0.13,-0.40,
02:23:48:306,-0.22,0.32,0.07,0.34,0.13,-0.40,
02:23:48:306,-0.22,0.32,0.07,0.34,0.13,-0.40,
02:23:48:307,-0.22,0.32,0.07,0.45,0.20,-0.43,
02:23:48:307,-0.19,0.36,0.08,0.45,0.20,-0.43,
02:23:48:308,-0.17,0.37,0.08,0.45,0.20,-0.43,
02:23:48:309,-0.15,0.37,0.09,0.45,0.20,-0.43,
02:23:48:310,-0.15,0.37,0.09,0.41,0.25,-0.46,
02:23:48:311,-0.14,0.39,0.10,0.41,0.25,-0.46,
02:23:48:314,-0.10,0.39,0.11,0.41,0.25,-0.46,
02:23:48:315,-0.07,0.39,0.11,0.41,0.25,-0.46,
02:23:48:316,-0.06,0.38,0.12,0.41,0.25,-0.46,
02:23:48:319,-0.03,0.38,0.12,0.41,0.25,-0.46,
02:23:48:320,-0.03,0.38,0.12,0.26,0.15,-0.37,
02:23:48:321,0.01,0.38,0.13,0.26,0.15,-0.37,
02:23:48:322,0.04,0.38,0.12,0.26,0.15,-0.37,
02:23:48:325,0.07,0.37,0.12,0.26,0.15,-0.37,
02:23:48:326,0.07,0.34,0.12,0.26,0.15,-0.37,
02:23:48:329,0.06,0.32,0.13,0.26,0.15,-0.37,
02:23:48:330,0.06,0.32,0.13,-0.05,0.03,-0.53,
02:23:48:332,0.06,0.31,0.13,-0.05,0.03,-0.53,
02:23:48:333,0.08,0.30,0.09,-0.05,0.03,-0.53,
02:23:48:335,0.11,0.29,0.07,-0.05,0.03,-0.53,
02:23:48:336,0.14,0.27,0.02,-0.05,0.03,-0.53,
02:23:48:343,0.18,0.26,-0.05,-0.05,0.03,-0.53,
02:23:48:343,0.19,0.25,-0.07,-0.05,0.03,-0.53,
02:23:48:344,0.19,0.25,-0.07,-0.05,0.03,-0.53,
02:23:48:345,0.19,0.25,-0.07,-0.22,0.02,-0.38,
02:23:48:345,0.22,0.21,-0.10,-0.22,0.02,-0.38,
02:23:48:348,0.23,0.18,-0.12,-0.22,0.02,-0.38,
02:23:48:350,0.24,0.09,-0.14,-0.22,0.02,-0.38,
02:23:48:351,0.24,0.09,-0.14,-0.39,-0.16,-0.21,
02:23:48:351,0.23,0.05,-0.15,-0.39,-0.16,-0.21,
02:23:48:353,0.23,0.02,-0.15,-0.39,-0.16,-0.21,
02:23:48:354,0.24,-0.01,-0.16,-0.39,-0.16,-0.21,
02:23:48:356,0.25,-0.04,-0.18,-0.39,-0.16,-0.21,
02:23:48:359,0.23,-0.07,-0.19,-0.39,-0.16,-0.21,
02:23:48:360,0.23,-0.07,-0.19,-0.44,-0.26,-0.12,
02:23:48:361,0.22,-0.08,-0.19,-0.44,-0.26,-0.12,
02:23:48:372,0.21,-0.09,-0.20,-0.44,-0.26,-0.12,
02:23:48:373,0.20,-0.08,-0.21,-0.44,-0.26,-0.12,
02:23:48:373,0.21,-0.06,-0.23,-0.44,-0.26,-0.12,
02:23:48:374,0.20,-0.07,-0.25,-0.44,-0.26,-0.12,
02:23:48:374,0.20,-0.07,-0.25,-0.31,-0.14,-0.06,
02:23:48:375,0.18,-0.07,-0.25,-0.31,-0.14,-0.06,
02:23:48:375,0.16,-0.07,-0.25,-0.31,-0.14,-0.06,
02:23:48:376,0.15,-0.07,-0.25,-0.31,-0.14,-0.06,
02:23:48:376,0.16,-0.05,-0.25,-0.31,-0.14,-0.06,
02:23:48:390,0.16,-0.05,-0.25,-0.25,0.03,0.03,
02:23:48:391,0.17,-0.06,-0.22,-0.25,0.03,0.03,
02:23:48:391,0.17,-0.06,-0.20,-0.25,0.03,0.03,
02:23:48:392,0.17,-0.06,-0.20,-0.25,0.03,0.03,
02:23:48:392,0.16,-0.06,-0.19,-0.25,0.03,0.03,
02:23:48:393,0.15,-0.07,-0.15,-0.25,0.03,0.03,
02:23:48:393,0.13,-0.08,-0.10,-0.25,0.03,0.03,
02:23:48:394,0.11,-0.08,-0.07,-0.25,0.03,0.03,
02:23:48:394,0.11,-0.08,-0.07,-0.19,0.11,0.04,
02:23:48:395,0.07,-0.09,-0.03,-0.19,0.11,0.04,
02:23:48:395,0.04,-0.09,0.01,-0.19,0.11,0.04,
02:23:48:402,0.04,-0.08,0.02,-0.19,0.11,0.04,
02:23:48:403,0.03,-0.06,0.04,-0.19,0.11,0.04,
02:23:48:404,0.03,-0.06,0.04,0.07,0.28,0.11,
02:23:48:406,0.02,-0.04,0.05,0.07,0.28,0.11,
02:23:48:407,0.01,-0.03,0.06,0.07,0.28,0.11,
02:23:48:407,0.00,0.01,0.07,0.07,0.28,0.11,
02:23:48:408,0.00,0.02,0.09,0.07,0.28,0.11,
02:23:48:409,0.00,0.03,0.10,0.07,0.28,0.11,
02:23:48:409,0.00,0.03,0.10,0.23,0.31,0.25,
02:23:48:410,-0.01,0.03,0.11,0.23,0.31,0.25,
02:23:48:412,-0.05,0.01,0.15,0.23,0.31,0.25,
02:23:48:414,-0.07,0.00,0.17,0.23,0.31,0.25,
02:23:48:416,-0.10,-0.01,0.20,0.23,0.31,0.25,
02:23:48:421,-0.11,-0.00,0.22,0.23,0.31,0.25,
02:23:48:422,-0.12,-0.00,0.23,0.23,0.31,0.25,
02:23:48:422,-0.12,-0.00,0.23,0.24,0.26,0.29,
02:23:48:423,-0.13,0.00,0.24,0.24,0.26,0.29,
02:23:48:424,-0.16,0.01,0.25,0.24,0.26,0.29,
