
time,wx,wy,wz,ax,ay,az,
20:58:20:407,-0.48,0.16,-0.08,1.22,0.26,0.15,
20:58:20:407,-0.46,0.17,-0.04,1.22,0.26,0.15,
20:58:20:408,-0.42,0.16,-0.01,1.22,0.26,0.15,
20:58:20:409,-0.42,0.16,-0.01,0.57,0.11,0.29,
20:58:20:409,-0.40,0.15,0.00,0.57,0.11,0.29,
20:58:20:410,-0.37,0.14,0.04,0.57,0.11,0.29,
20:58:20:410,-0.36,0.14,0.07,0.57,0.11,0.29,
20:58:20:411,-0.33,0.12,0.10,0.57,0.11,0.29,
20:58:20:413,-0.22,0.14,0.15,0.57,0.11,0.29,
20:58:20:414,-0.18,0.16,0.15,0.57,0.11,0.29,
20:58:20:414,-0.18,0.16,0.15,0.57,0.11,0.29,
20:58:20:414,-0.18,0.16,0.15,0.96,-0.50,0.23,
20:58:20:450,-0.14,0.18,0.17,0.96,-0.50,0.23,
20:58:20:463,-0.12,0.19,0.17,0.96,-0.50,0.23,
20:58:20:464,-0.12,0.19,0.17,0.99,-0.95,-0.13,
20:58:20:464,-0.04,0.23,0.18,0.99,-0.95,-0.13,
20:58:20:464,-0.01,0.24,0.17,0.99,-0.95,-0.13,
20:58:20:465,0.04,0.25,0.16,0.99,-0.95,-0.13,
20:58:20:465,0.05,0.26,0.16,0.99,-0.95,-0.13,
20:58:20:465,0.08,0.27,0.15,0.99,-0.95,-0.13,
20:58:20:466,0.08,0.27,0.15,0.76,-0.73,-0.06,
20:58:20:466,0.14,0.29,0.13,0.76,-0.73,-0.06,
20:58:20:466,0.18,0.30,0.11,0.76,-0.73,-0.06,
20:58:20:466,0.24,0.29,0.09,0.76,-0.73,-0.06,
20:58:20:467,0.28,0.30,0.07,0.76,-0.73,-0.06,
20:58:20:467,0.31,0.30,0.06,0.76,-0.73,-0.06,
20:58:20:467,0.31,0.30,0.06,0.16,-0.63,0.83,
20:58:20:468,0.36,0.29,0.05,0.16,-0.63,0.83,
20:58:20:468,0.42,0.25,0.02,0.16,-0.63,0.83,
