
time,wx,wy,wz,ax,ay,az,
21:02:17:693,-0.06,0.09,-0.04,0.22,-0.09,-0.08,
21:02:17:694,-0.06,0.09,-0.04,0.22,-0.09,-0.08,
21:02:17:694,-0.06,0.09,-0.04,0.22,-0.09,-0.08,
21:02:17:695,-0.06,0.09,-0.04,0.24,-0.13,-0.06,
21:02:17:695,-0.03,0.09,-0.01,0.24,-0.13,-0.06,
21:02:17:696,-0.02,0.09,-0.01,0.24,-0.13,-0.06,
21:02:17:701,-0.02,0.09,-0.01,0.23,-0.13,-0.05,
21:02:17:701,0.04,0.08,0.02,0.23,-0.13,-0.05,
21:02:17:702,0.06,0.08,0.03,0.23,-0.13,-0.05,
21:02:17:702,0.11,0.08,0.04,0.23,-0.13,-0.05,
21:02:17:702,0.13,0.08,0.04,0.23,-0.13,-0.05,
21:02:17:704,0.15,0.08,0.05,0.23,-0.13,-0.05,
21:02:17:707,0.18,0.10,0.05,0.23,-0.13,-0.05,
21:02:17:708,0.18,0.10,0.05,0.19,-0.26,-0.19,
21:02:17:710,0.20,0.11,0.05,0.19,-0.26,-0.19,
21:02:17:710,0.24,0.11,0.04,0.19,-0.26,-0.19,
21:02:17:712,0.27,0.13,0.03,0.19,-0.26,-0.19,
21:02:17:715,0.28,0.14,0.03,0.19,-0.26,-0.19,
21:02:17:718,0.29,0.14,0.03,0.19,-0.26,-0.19,
21:02:17:719,0.31,0.15,0.03,0.19,-0.26,-0.19,
21:02:17:719,0.31,0.15,0.03,0.18,-0.31,-0.24,
21:02:17:721,0.32,0.16,0.02,0.18,-0.31,-0.24,
21:02:17:723,0.34,0.16,0.02,0.18,-0.31,-0.24,
21:02:17:724,0.35,0.15,0.01,0.18,-0.31,-0.24,
21:02:17:731,0.35,0.14,0.02,0.18,-0.31,-0.24,
21:02:17:731,0.35,0.14,0.02,0.18,-0.31,-0.24,
21:02:17:733,0.35,0.14,0.02,0.04,-0.19,-0.20,
21:02:17:734,0.36,0.14,0.02,0.04,-0.19,-0.20,
21:02:17:734,0.37,0.13,0.02,0.04,-0.19,-0.20,
21:02:17:735,0.37,0.11,0.01,0.04,-0.19,-0.20,
21:02:17:738,0.37,0.11,0.01,-0.08,-0.09,-0.13,
21:02:17:739,0.36,0.09,0.01,-0.08,-0.09,-0.13,
21:02:17:739,0.35,0.08,0.02,-0.08,-0.09,-0.13,
21:02:17:740,0.32,0.07,0.02,-0.08,-0.09,-0.13,
21:02:17:742,0.31,0.05,0.01,-0.08,-0.09,-0.13,
21:02:17:744,0.29,0.04,0.01,-0.08,-0.09,-0.13,
21:02:17:751,0.24,0.02,-0.01,-0.08,-0.09,-0.13,
21:02:17:752,0.22,0.02,-0.01,-0.08,-0.09,-0.13,
21:02:17:753,0.22,0.02,-0.01,-0.12,-0.02,-0.09,
21:02:17:753,0.20,0.02,-0.01,-0.12,-0.02,-0.09,
21:02:17:754,0.16,0.02,-0.02,-0.12,-0.02,-0.09,
21:02:17:770,0.14,0.02,-0.04,-0.12,-0.02,-0.09,
21:02:17:771,0.10,0.02,-0.05,-0.12,-0.02,-0.09,
21:02:17:771,0.10,0.02,-0.05,-0.12,-0.01,-0.07,
