
time,wx,wy,wz,ax,ay,az,
02:32:19:327,-0.05,0.11,0.10,0.26,-0.21,-0.25,
02:32:19:327,-0.02,0.11,0.10,0.26,-0.21,-0.25,
02:32:19:328,0.01,0.11,0.10,0.26,-0.21,-0.25,
02:32:19:328,0.06,0.15,0.09,0.26,-0.21,-0.25,
02:32:19:329,0.09,0.16,0.09,0.26,-0.21,-0.25,
02:32:19:329,0.14,0.18,0.08,0.26,-0.21,-0.25,
02:32:19:330,0.21,0.19,0.07,0.26,-0.21,-0.25,
02:32:19:330,0.21,0.19,0.07,0.26,-0.21,-0.25,
02:32:19:331,0.21,0.19,0.07,0.22,-0.26,-0.24,
02:32:19:331,0.24,0.19,0.07,0.22,-0.26,-0.24,
02:32:19:333,0.28,0.18,0.08,0.22,-0.26,-0.24,
02:32:19:336,0.29,0.17,0.08,0.22,-0.26,-0.24,
02:32:19:338,0.29,0.17,0.08,0.01,-0.32,-0.32,
02:32:19:339,0.30,0.14,0.09,0.01,-0.32,-0.32,
02:32:19:339,0.31,0.15,0.09,0.01,-0.32,-0.32,
02:32:19:341,0.32,0.16,0.09,0.01,-0.32,-0.32,
02:32:19:344,0.36,0.16,0.06,0.01,-0.32,-0.32,
02:32:19:345,0.39,0.15,0.02,0.01,-0.32,-0.32,
02:32:19:348,0.39,0.17,0.00,0.01,-0.32,-0.32,
02:32:19:349,0.39,0.17,0.00,-0.07,-0.33,-0.25,
02:32:19:349,0.38,0.18,-0.00,-0.07,-0.33,-0.25,
02:32:19:352,0.36,0.19,-0.01,-0.07,-0.33,-0.25,
02:32:19:354,0.35,0.19,-0.02,-0.07,-0.33,-0.25,
02:32:19:356,0.34,0.17,-0.03,-0.07,-0.33,-0.25,
02:32:19:359,0.32,0.16,-0.04,-0.07,-0.33,-0.25,
02:32:19:360,0.32,0.16,-0.04,-0.18,-0.41,-0.17,
02:32:19:360,0.29,0.17,-0.04,-0.18,-0.41,-0.17,
02:32:19:362,0.29,0.16,-0.04,-0.18,-0.41,-0.17,
02:32:19:364,0.29,0.14,-0.06,-0.18,-0.41,-0.17,
02:32:19:366,0.28,0.13,-0.08,-0.18,-0.41,-0.17,
02:32:19:372,0.24,0.13,-0.08,-0.18,-0.41,-0.17,
02:32:19:373,0.23,0.13,-0.09,-0.18,-0.41,-0.17,
02:32:19:373,0.21,0.13,-0.09,-0.18,-0.41,-0.17,
02:32:19:374,0.21,0.13,-0.09,-0.31,-0.31,-0.15,
02:32:19:374,0.20,0.13,-0.09,-0.31,-0.31,-0.15,
02:32:19:376,0.19,0.11,-0.10,-0.31,-0.31,-0.15,
02:32:19:379,0.19,0.12,-0.11,-0.31,-0.31,-0.15,
02:32:19:379,0.19,0.12,-0.11,-0.36,-0.15,0.03,
02:32:19:381,0.18,0.12,-0.12,-0.36,-0.15,0.03,
02:32:19:381,0.17,0.10,-0.13,-0.36,-0.15,0.03,
02:32:19:383,0.15,0.09,-0.13,-0.36,-0.15,0.03,
02:32:19:395,0.14,0.08,-0.12,-0.36,-0.15,0.03,
02:32:19:396,0.10,0.03,-0.11,-0.36,-0.15,0.03,
