
time,wx,wy,wz,ax,ay,az,
02:28:17:815,0.05,-0.02,0.02,0.08,-0.06,0.06,
02:28:17:816,0.06,-0.01,0.01,0.08,-0.06,0.06,
02:28:17:816,0.06,-0.01,0.01,0.08,-0.06,0.06,
02:28:17:817,0.06,-0.01,0.01,0.08,-0.10,0.08,
02:28:17:817,0.07,-0.01,0.00,0.08,-0.10,0.08,
02:28:17:818,0.07,0.01,-0.00,0.08,-0.10,0.08,
02:28:17:818,0.07,0.01,-0.00,0.10,-0.15,-0.07,
02:28:17:819,0.07,0.02,-0.01,0.10,-0.15,-0.07,
02:28:17:819,0.07,0.03,-0.02,0.10,-0.15,-0.07,
02:28:17:820,0.07,0.04,-0.03,0.10,-0.15,-0.07,
02:28:17:820,0.09,0.06,-0.04,0.10,-0.15,-0.07,
02:28:17:822,0.10,0.07,-0.05,0.10,-0.15,-0.07,
02:28:17:827,0.10,0.07,-0.05,0.11,-0.18,-0.09,
02:28:17:828,0.10,0.09,-0.06,0.11,-0.18,-0.09,
02:28:17:828,0.10,0.10,-0.06,0.11,-0.18,-0.09,
02:28:17:829,0.10,0.10,-0.05,0.11,-0.18,-0.09,
02:28:17:830,0.09,0.10,-0.04,0.11,-0.18,-0.09,
02:28:17:833,0.08,0.09,-0.03,0.11,-0.18,-0.09,
02:28:17:835,0.08,0.06,-0.03,0.11,-0.18,-0.09,
02:28:17:836,0.08,0.06,-0.03,0.01,-0.11,-0.14,
02:28:17:837,0.07,0.05,-0.03,0.01,-0.11,-0.14,
02:28:17:838,0.08,0.04,-0.04,0.01,-0.11,-0.14,
02:28:17:840,0.10,0.04,-0.05,0.01,-0.11,-0.14,
02:28:17:842,0.10,0.04,-0.05,0.01,-0.11,-0.14,
02:28:17:850,0.08,0.03,-0.06,0.01,-0.11,-0.14,
02:28:17:851,0.08,0.04,-0.06,0.01,-0.11,-0.14,
02:28:17:851,0.08,0.04,-0.06,0.01,-0.11,-0.14,
02:28:17:852,0.08,0.04,-0.06,-0.03,-0.09,-0.16,
02:28:17:852,0.07,0.04,-0.06,-0.03,-0.09,-0.16,
02:28:17:853,0.06,0.04,-0.06,-0.03,-0.09,-0.16,
02:28:17:855,0.04,0.04,-0.06,-0.03,-0.09,-0.16,
02:28:17:856,0.04,0.04,-0.06,-0.07,-0.11,-0.20,
02:28:17:857,0.04,0.04,-0.06,-0.07,-0.11,-0.20,
02:28:17:859,0.05,0.04,-0.07,-0.07,-0.11,-0.20,
02:28:17:860,0.06,0.05,-0.08,-0.07,-0.11,-0.20,
02:28:17:863,0.06,0.04,-0.09,-0.07,-0.11,-0.20,
02:28:17:866,0.03,0.05,-0.07,-0.07,-0.11,-0.20,
02:28:17:867,0.03,0.05,-0.07,-0.15,-0.13,-0.34,
02:28:17:867,0.01,0.06,-0.06,-0.15,-0.13,-0.34,
02:28:17:868,0.01,0.06,-0.06,-0.15,-0.13,-0.34,
02:28:17:870,0.03,0.06,-0.07,-0.15,-0.13,-0.34,
02:28:17:872,0.04,0.07,-0.07,-0.15,-0.13,-0.34,
02:28:17:881,0.04,0.07,-0.07,-0.26,-0.10,-0.39,
02:28:17:882,0.03,0.10,-0.05,-0.26,-0.10,-0.39,
02:28:17:882,0.03,0.10,-0.04,-0.26,-0.10,-0.39,
02:28:17:882,0.05,0.10,-0.04,-0.26,-0.10,-0.39,
02:28:17:882,0.06,0.09,-0.04,-0.26,-0.10,-0.39,
02:28:17:883,0.08,0.08,-0.04,-0.26,-0.10,-0.39,
02:28:17:887,0.09,0.08,-0.01,-0.26,-0.10,-0.39,
02:28:17:887,0.09,0.08,-0.01,-0.26,-0.10,-0.39,
02:28:17:888,0.09,0.08,-0.01,-0.37,-0.10,-0.38,
02:28:17:888,0.09,0.06,-0.01,-0.37,-0.10,-0.38,
02:28:17:890,0.12,0.06,-0.02,-0.37,-0.10,-0.38,
02:28:17:892,0.14,0.05,-0.03,-0.37,-0.10,-0.38,
02:28:17:895,0.15,0.06,-0.04,-0.37,-0.10,-0.38,
02:28:17:896,0.15,0.06,-0.04,-0.42,-0.17,-0.40,
02:28:17:896,0.14,0.06,-0.04,-0.42,-0.17,-0.40,
02:28:17:898,0.13,0.06,-0.05,-0.42,-0.17,-0.40,
02:28:17:900,0.15,0.07,-0.07,-0.42,-0.17,-0.40,
02:28:17:902,0.17,0.04,-0.13,-0.42,-0.17,-0.40,
02:28:17:906,0.17,0.04,-0.13,-0.46,-0.14,-0.35,
02:28:17:907,0.18,0.05,-0.17,-0.46,-0.14,-0.35,
02:28:17:908,0.18,0.05,-0.18,-0.46,-0.14,-0.35,
02:28:17:913,0.17,0.05,-0.20,-0.46,-0.14,-0.35,
02:28:17:914,0.18,0.04,-0.22,-0.46,-0.14,-0.35,
02:28:17:914,0.21,0.02,-0.24,-0.46,-0.14,-0.35,
02:28:17:915,0.23,-0.03,-0.26,-0.46,-0.14,-0.35,
02:28:17:915,0.23,-0.03,-0.26,-0.56,-0.26,-0.14,
02:28:17:915,0.23,-0.06,-0.25,-0.56,-0.26,-0.14,
02:28:17:918,0.23,-0.10,-0.23,-0.56,-0.26,-0.14,
02:28:17:920,0.24,-0.14,-0.22,-0.56,-0.26,-0.14,
02:28:17:922,0.24,-0.17,-0.22,-0.56,-0.26,-0.14,
02:28:17:928,0.26,-0.20,-0.21,-0.56,-0.26,-0.14,
02:28:17:928,0.25,-0.20,-0.21,-0.56,-0.26,-0.14,
02:28:17:929,0.25,-0.20,-0.21,-0.48,-0.38,-0.03,
02:28:17:929,0.24,-0.19,-0.21,-0.48,-0.38,-0.03,
02:28:17:930,0.24,-0.18,-0.22,-0.48,-0.38,-0.03,
02:28:17:932,0.24,-0.13,-0.23,-0.48,-0.38,-0.03,
02:28:17:935,0.23,-0.09,-0.25,-0.48,-0.38,-0.03,
02:28:17:936,0.23,-0.09,-0.25,-0.18,-0.28,-0.08,
02:28:17:936,0.21,-0.07,-0.25,-0.18,-0.28,-0.08,
02:28:17:938,0.17,-0.02,-0.25,-0.18,-0.28,-0.08,
02:28:17:941,0.15,0.01,-0.25,-0.18,-0.28,-0.08,
02:28:17:944,0.15,0.02,-0.26,-0.18,-0.28,-0.08,
02:28:17:947,0.17,0.03,-0.26,-0.18,-0.28,-0.08,
02:28:17:948,0.18,0.05,-0.24,-0.18,-0.28,-0.08,
02:28:17:949,0.18,0.05,-0.24,0.08,-0.13,0.08,
02:28:17:950,0.17,0.04,-0.23,0.08,-0.13,0.08,
02:28:17:951,0.16,0.03,-0.18,0.08,-0.13,0.08,
02:28:17:953,0.15,0.00,-0.12,0.08,-0.13,0.08,
02:28:17:955,0.13,-0.05,-0.07,0.08,-0.13,0.08,
02:28:17:956,0.13,-0.05,-0.07,0.10,-0.04,0.15,
02:28:17:957,0.13,-0.06,-0.04,0.10,-0.04,0.15,
02:28:17:960,0.12,-0.07,0.00,0.10,-0.04,0.15,
02:28:17:961,0.12,-0.08,0.02,0.10,-0.04,0.15,
02:28:17:962,0.13,-0.10,0.05,0.10,-0.04,0.15,
02:28:17:969,0.10,-0.04,0.08,0.10,-0.04,0.15,
02:28:17:970,0.09,-0.02,0.08,0.10,-0.04,0.15,
02:28:17:970,0.09,-0.02,0.08,0.10,-0.04,0.15,
02:28:17:971,0.09,-0.02,0.08,0.34,0.10,0.11,
02:28:17:971,0.06,0.04,0.07,0.34,0.10,0.11,
02:28:17:972,0.05,0.07,0.07,0.34,0.10,0.11,
02:28:17:976,0.01,0.15,0.06,0.34,0.10,0.11,
02:28:17:977,-0.01,0.17,0.05,0.34,0.10,0.11,
02:28:17:977,-0.01,0.17,0.05,0.59,0.20,-0.04,
02:28:17:978,-0.03,0.19,0.06,0.59,0.20,-0.04,
02:28:17:981,-0.07,0.24,0.06,0.59,0.20,-0.04,
02:28:17:982,-0.09,0.25,0.07,0.59,0.20,-0.04,
02:28:17:986,-0.10,0.26,0.09,0.59,0.20,-0.04,
02:28:17:986,-0.10,0.26,0.09,0.47,0.24,-0.01,
02:28:17:987,-0.12,0.25,0.11,0.47,0.24,-0.01,
02:28:17:988,-0.16,0.21,0.15,0.47,0.24,-0.01,
02:28:17:990,-0.18,0.16,0.19,0.47,0.24,-0.01,
02:28:17:999,-0.17,0.13,0.21,0.47,0.24,-0.01,
02:28:18:000,-0.16,0.08,0.23,0.47,0.24,-0.01,
02:28:18:005,-0.16,0.08,0.23,0.16,0.24,0.21,
02:28:18:005,-0.15,0.06,0.25,0.16,0.24,0.21,
02:28:18:006,-0.16,0.06,0.26,0.16,0.24,0.21,
02:28:18:006,-0.17,0.05,0.28,0.16,0.24,0.21,
02:28:18:007,-0.18,0.04,0.29,0.16,0.24,0.21,
02:28:18:009,-0.19,0.01,0.25,0.16,0.24,0.21,
02:28:18:010,-0.20,0.01,0.24,0.16,0.24,0.21,
02:28:18:010,-0.20,0.01,0.24,0.16,0.24,0.21,
02:28:18:011,-0.20,0.01,0.24,-0.05,0.07,0.21,
02:28:18:011,-0.22,0.02,0.24,-0.05,0.07,0.21,
02:28:18:013,-0.27,0.04,0.24,-0.05,0.07,0.21,
02:28:18:016,-0.29,0.05,0.20,-0.05,0.07,0.21,
02:28:18:017,-0.28,0.05,0.18,-0.05,0.07,0.21,
02:28:18:017,-0.28,0.05,0.18,-0.16,-0.26,0.23,
02:28:18:019,-0.26,0.05,0.13,-0.16,-0.26,0.23,
02:28:18:021,-0.26,0.05,0.09,-0.16,-0.26,0.23,
02:28:18:022,-0.27,0.05,0.08,-0.16,-0.26,0.23,
02:28:18:026,-0.29,0.04,0.06,-0.16,-0.26,0.23,
02:28:18:027,-0.29,0.04,0.06,-0.44,-0.51,0.10,
02:28:18:027,-0.28,0.02,0.04,-0.44,-0.51,0.10,
02:28:18:029,-0.26,-0.01,0.01,-0.44,-0.51,0.10,
02:28:18:031,-0.22,-0.07,-0.04,-0.44,-0.51,0.10,
02:28:18:032,-0.20,-0.10,-0.06,-0.44,-0.51,0.10,
02:28:18:035,-0.19,-0.11,-0.07,-0.44,-0.51,0.10,
02:28:18:036,-0.19,-0.11,-0.07,-0.70,-0.54,-0.01,
02:28:18:036,-0.17,-0.11,-0.09,-0.70,-0.54,-0.01,
02:28:18:038,-0.10,-0.13,-0.15,-0.70,-0.54,-0.01,
02:28:18:040,-0.03,-0.17,-0.19,-0.70,-0.54,-0.01,
02:28:18:043,-0.02,-0.18,-0.20,-0.70,-0.54,-0.01,
02:28:18:049,-0.02,-0.18,-0.20,-0.68,-0.58,-0.12,
02:28:18:050,-0.01,-0.23,-0.21,-0.68,-0.58,-0.12,
02:28:18:051,-0.01,-0.23,-0.21,-0.68,-0.58,-0.12,
