
time,wx,wy,wz,ax,ay,az,
04:06:34:081,0.03,0.15,0.13,0.26,-0.28,-0.37,
04:06:34:082,0.17,0.17,0.13,0.26,-0.28,-0.37,
04:06:34:083,0.20,0.16,0.12,0.26,-0.28,-0.37,
04:06:34:083,0.20,0.16,0.12,0.26,-0.28,-0.37,
04:06:34:083,0.24,0.16,0.11,0.26,-0.28,-0.37,
04:06:34:084,0.30,0.15,0.09,0.26,-0.28,-0.37,
04:06:34:087,0.30,0.15,0.09,0.15,-0.38,-0.43,
04:06:34:087,0.34,0.17,0.08,0.15,-0.38,-0.43,
04:06:34:088,0.36,0.18,0.07,0.15,-0.38,-0.43,
04:06:34:090,0.41,0.21,0.04,0.15,-0.38,-0.43,
04:06:34:092,0.46,0.25,0.01,0.15,-0.38,-0.43,
04:06:34:094,0.48,0.26,-0.00,0.15,-0.38,-0.43,
04:06:34:097,0.48,0.26,-0.00,0.02,-0.47,-0.48,
04:06:34:098,0.50,0.27,-0.02,0.02,-0.47,-0.48,
04:06:34:098,0.51,0.27,-0.03,0.02,-0.47,-0.48,
04:06:34:100,0.52,0.28,-0.03,0.02,-0.47,-0.48,
04:06:34:102,0.54,0.28,-0.05,0.02,-0.47,-0.48,
04:06:34:104,0.56,0.27,-0.07,0.02,-0.47,-0.48,
04:06:34:107,0.56,0.26,-0.07,0.02,-0.47,-0.48,
04:06:34:107,0.56,0.26,-0.07,-0.18,-0.39,-0.33,
04:06:34:116,0.56,0.25,-0.07,-0.18,-0.39,-0.33,
04:06:34:117,0.56,0.23,-0.08,-0.18,-0.39,-0.33,
04:06:34:118,0.56,0.21,-0.09,-0.18,-0.39,-0.33,
04:06:34:118,0.56,0.19,-0.09,-0.18,-0.39,-0.33,
04:06:34:122,0.49,0.14,-0.07,-0.18,-0.39,-0.33,
04:06:34:122,0.49,0.14,-0.07,-0.18,-0.39,-0.33,
04:06:34:123,0.48,0.12,-0.07,-0.18,-0.39,-0.33,
04:06:34:123,0.48,0.12,-0.07,-0.41,-0.21,-0.07,
04:06:34:124,0.46,0.10,-0.08,-0.41,-0.21,-0.07,
04:06:34:125,0.41,0.08,-0.07,-0.41,-0.21,-0.07,
04:06:34:134,0.41,0.08,-0.07,-0.64,-0.01,-0.09,
04:06:34:135,0.33,0.07,-0.05,-0.64,-0.01,-0.09,
04:06:34:135,0.30,0.05,-0.05,-0.64,-0.01,-0.09,
04:06:34:136,0.26,0.01,-0.06,-0.64,-0.01,-0.09,
04:06:34:136,0.24,-0.00,-0.07,-0.64,-0.01,-0.09,
04:06:34:137,0.20,-0.01,-0.08,-0.64,-0.01,-0.09,
04:06:34:137,0.11,0.01,-0.07,-0.64,-0.01,-0.09,
04:06:34:138,0.11,0.01,-0.07,-0.72,0.15,-0.27,
04:06:34:139,0.06,0.01,-0.06,-0.72,0.15,-0.27,
04:06:34:140,-0.03,-0.00,-0.05,-0.72,0.15,-0.27,
04:06:34:142,-0.09,-0.03,-0.06,-0.72,0.15,-0.27,
04:06:34:147,-0.11,-0.04,-0.07,-0.72,0.15,-0.27,
04:06:34:147,-0.13,-0.00,-0.10,-0.72,0.15,-0.27,
04:06:34:148,-0.13,-0.00,-0.10,-0.46,0.42,0.05,
04:06:34:148,-0.13,0.00,-0.12,-0.46,0.42,0.05,
04:06:34:152,-0.14,0.01,-0.13,-0.46,0.42,0.05,
04:06:34:153,-0.17,0.02,-0.13,-0.46,0.42,0.05,
04:06:34:154,-0.23,-0.00,-0.12,-0.46,0.42,0.05,
04:06:34:163,-0.23,-0.00,-0.12,-0.38,0.39,0.10,
04:06:34:164,-0.27,-0.02,-0.10,-0.38,0.39,0.10,
04:06:34:164,-0.27,-0.02,-0.10,-0.38,0.39,0.10,
04:06:34:165,-0.30,-0.02,-0.08,-0.38,0.39,0.10,
04:06:34:165,-0.33,-0.04,-0.06,-0.38,0.39,0.10,
04:06:34:166,-0.38,-0.06,-0.02,-0.38,0.39,0.10,
04:06:34:167,-0.39,-0.08,0.00,-0.38,0.39,0.10,
04:06:34:167,-0.39,-0.08,0.00,-0.33,0.35,0.09,
04:06:34:168,-0.34,-0.09,-0.00,-0.33,0.35,0.09,
04:06:34:171,-0.32,-0.09,-0.00,-0.33,0.35,0.09,
04:06:34:172,-0.31,-0.05,0.03,-0.33,0.35,0.09,
04:06:34:175,-0.32,-0.04,0.06,-0.33,0.35,0.09,
04:06:34:179,-0.32,-0.04,0.06,-0.23,0.31,0.12,
04:06:34:180,-0.28,-0.04,0.07,-0.23,0.31,0.12,
04:06:34:180,-0.26,-0.04,0.08,-0.23,0.31,0.12,
04:06:34:182,-0.23,-0.04,0.09,-0.23,0.31,0.12,
04:06:34:182,-0.24,-0.03,0.11,-0.23,0.31,0.12,
04:06:34:184,-0.26,-0.00,0.16,-0.23,0.31,0.12,
04:06:34:187,-0.24,-0.00,0.17,-0.23,0.31,0.12,
04:06:34:187,-0.24,-0.00,0.17,-0.18,0.13,0.04,
04:06:34:189,-0.20,-0.01,0.16,-0.18,0.13,0.04,
04:06:34:190,-0.14,-0.02,0.14,-0.18,0.13,0.04,
04:06:34:192,-0.15,-0.02,0.16,-0.18,0.13,0.04,
04:06:34:194,-0.16,-0.03,0.17,-0.18,0.13,0.04,
04:06:34:200,-0.16,-0.03,0.17,-0.00,-0.16,0.18,
04:06:34:200,-0.11,-0.02,0.16,-0.00,-0.16,0.18,
04:06:34:200,-0.08,-0.03,0.13,-0.00,-0.16,0.18,
04:06:34:201,-0.08,-0.03,0.13,-0.00,-0.16,0.18,
04:06:34:201,-0.06,-0.01,0.11,-0.00,-0.16,0.18,
04:06:34:204,-0.08,0.04,0.11,-0.00,-0.16,0.18,
04:06:34:210,-0.07,0.04,0.08,-0.00,-0.16,0.18,
04:06:34:211,-0.07,0.04,0.08,0.13,-0.28,-0.03,
04:06:34:211,-0.04,0.04,0.05,0.13,-0.28,-0.03,
04:06:34:211,-0.01,0.05,0.02,0.13,-0.28,-0.03,
04:06:34:212,-0.01,0.05,0.01,0.13,-0.28,-0.03,
04:06:34:214,-0.03,0.05,0.01,0.13,-0.28,-0.03,
04:06:34:217,-0.01,0.02,-0.01,0.13,-0.28,-0.03,
04:06:34:217,-0.01,0.02,-0.01,0.19,-0.39,-0.04,
04:06:34:218,0.04,-0.02,-0.03,0.19,-0.39,-0.04,
04:06:34:220,0.05,-0.02,-0.06,0.19,-0.39,-0.04,
04:06:34:223,0.05,0.02,-0.05,0.19,-0.39,-0.04,
04:06:34:227,0.07,0.05,-0.05,0.19,-0.39,-0.04,
04:06:34:227,0.10,0.04,-0.08,0.19,-0.39,-0.04,
04:06:34:228,0.10,0.04,-0.08,0.21,-0.44,0.12,
04:06:34:228,0.11,0.03,-0.09,0.21,-0.44,0.12,
04:06:34:230,0.09,-0.02,-0.10,0.21,-0.44,0.12,
04:06:34:231,0.07,-0.03,-0.09,0.21,-0.44,0.12,
04:06:34:234,0.05,-0.03,-0.08,0.21,-0.44,0.12,
04:06:34:240,0.10,-0.05,-0.10,0.21,-0.44,0.12,
04:06:34:241,0.10,-0.05,-0.10,0.21,-0.44,0.12,
04:06:34:241,0.10,-0.05,-0.10,0.17,-0.32,0.20,
04:06:34:241,0.09,-0.05,-0.10,0.17,-0.32,0.20,
04:06:34:243,0.06,-0.03,-0.08,0.17,-0.32,0.20,
04:06:34:244,0.05,-0.02,-0.07,0.17,-0.32,0.20,
04:06:34:247,0.05,-0.00,-0.07,0.17,-0.32,0.20,
04:06:34:248,0.05,-0.00,-0.07,0.09,-0.28,0.26,
04:06:34:248,0.05,0.00,-0.06,0.09,-0.28,0.26,
04:06:34:249,0.04,0.01,-0.05,0.09,-0.28,0.26,
04:06:34:252,0.00,0.02,-0.01,0.09,-0.28,0.26,
04:06:34:254,-0.00,0.02,0.01,0.09,-0.28,0.26,
04:06:34:259,-0.00,0.01,0.02,0.09,-0.28,0.26,
04:06:34:260,-0.01,0.01,0.03,0.09,-0.28,0.26,
04:06:34:260,-0.01,0.01,0.03,-0.01,-0.41,0.37,
04:06:34:261,-0.05,0.02,0.07,-0.01,-0.41,0.37,
04:06:34:263,-0.07,0.03,0.08,-0.01,-0.41,0.37,
04:06:34:264,-0.07,0.04,0.10,-0.01,-0.41,0.37,
04:06:34:267,-0.04,0.03,0.10,-0.01,-0.41,0.37,
04:06:34:268,-0.04,0.03,0.10,-0.00,-0.51,0.59,
04:06:34:268,-0.03,0.03,0.09,-0.00,-0.51,0.59,
04:06:34:270,-0.04,0.04,0.10,-0.00,-0.51,0.59,
04:06:34:273,-0.09,0.04,0.13,-0.00,-0.51,0.59,
04:06:34:275,-0.12,0.03,0.15,-0.00,-0.51,0.59,
04:06:34:280,-0.11,-0.00,0.13,-0.00,-0.51,0.59,
04:06:34:281,-0.11,-0.00,0.13,-0.00,-0.51,0.59,
04:06:34:281,-0.11,-0.00,0.13,-0.00,-0.51,0.59,
04:06:34:281,-0.11,-0.00,0.13,-0.05,-0.45,0.54,
04:06:34:282,-0.13,0.02,0.12,-0.05,-0.45,0.54,
04:06:34:284,-0.15,0.04,0.13,-0.05,-0.45,0.54,
04:06:34:287,-0.13,0.05,0.11,-0.05,-0.45,0.54,
04:06:34:288,-0.13,0.05,0.11,-0.10,-0.27,0.48,
04:06:34:288,-0.10,0.05,0.09,-0.10,-0.27,0.48,
04:06:34:290,-0.06,0.05,0.05,-0.10,-0.27,0.48,
04:06:34:292,-0.05,0.09,0.05,-0.10,-0.27,0.48,
04:06:34:294,-0.06,0.09,0.06,-0.10,-0.27,0.48,
04:06:34:298,-0.08,0.07,0.08,-0.10,-0.27,0.48,
04:06:34:302,-0.08,0.05,0.08,-0.10,-0.27,0.48,
04:06:34:302,-0.08,0.05,0.08,-0.30,-0.41,0.34,
04:06:34:302,-0.07,0.05,0.09,-0.30,-0.41,0.34,
04:06:34:303,-0.07,0.05,0.09,-0.30,-0.41,0.34,
04:06:34:304,-0.06,0.04,0.08,-0.30,-0.41,0.34,
04:06:34:308,-0.01,0.05,0.06,-0.30,-0.41,0.34,
04:06:34:308,-0.01,0.05,0.06,-0.37,-0.50,0.48,
04:06:34:308,0.01,0.04,0.05,-0.37,-0.50,0.48,
04:06:34:310,0.03,0.03,0.03,-0.37,-0.50,0.48,
04:06:34:312,0.03,0.04,0.03,-0.37,-0.50,0.48,
