
time,wx,wy,wz,ax,ay,az,
20:59:20:353,-0.41,-0.12,0.13,-0.03,0.28,0.13,
20:59:20:354,-0.40,-0.12,0.12,-0.03,0.28,0.13,
20:59:20:354,-0.40,-0.12,0.12,0.05,-0.04,0.04,
20:59:20:355,-0.35,-0.08,0.09,0.05,-0.04,0.04,
20:59:20:355,-0.33,-0.05,0.07,0.05,-0.04,0.04,
20:59:20:356,-0.33,-0.01,0.06,0.05,-0.04,0.04,
20:59:20:361,-0.33,-0.01,0.06,0.09,0.11,-0.20,
20:59:20:362,-0.33,0.04,0.06,0.09,0.11,-0.20,
20:59:20:362,-0.31,0.07,0.04,0.09,0.11,-0.20,
20:59:20:362,-0.29,0.08,0.03,0.09,0.11,-0.20,
20:59:20:363,-0.26,0.09,0.01,0.09,0.11,-0.20,
20:59:20:365,-0.27,0.10,0.01,0.09,0.11,-0.20,
20:59:20:368,-0.27,0.11,0.01,0.09,0.11,-0.20,
20:59:20:368,-0.27,0.11,0.01,0.15,0.08,-0.40,
20:59:20:369,-0.25,0.10,0.01,0.15,0.08,-0.40,
20:59:20:374,-0.20,0.10,-0.00,0.15,0.08,-0.40,
20:59:20:375,-0.18,0.10,-0.01,0.15,0.08,-0.40,
20:59:20:375,-0.19,0.11,0.01,0.15,0.08,-0.40,
20:59:20:381,-0.15,0.14,0.03,0.15,0.08,-0.40,
20:59:20:382,-0.15,0.14,0.03,0.15,0.08,-0.40,
20:59:20:382,-0.13,0.15,0.03,0.15,0.08,-0.40,
20:59:20:383,-0.13,0.15,0.03,0.27,-0.11,-0.44,
20:59:20:383,-0.09,0.17,0.02,0.27,-0.11,-0.44,
20:59:20:386,-0.07,0.19,0.02,0.27,-0.11,-0.44,
20:59:20:389,-0.02,0.24,0.02,0.27,-0.11,-0.44,
20:59:20:390,0.05,0.27,0.00,0.27,-0.11,-0.44,
20:59:20:390,0.05,0.27,0.00,0.47,-0.16,-0.31,
20:59:20:391,0.08,0.28,-0.01,0.47,-0.16,-0.31,
20:59:20:393,0.13,0.30,-0.01,0.47,-0.16,-0.31,
20:59:20:395,0.15,0.30,0.01,0.47,-0.16,-0.31,
20:59:20:399,0.16,0.28,0.02,0.47,-0.16,-0.31,
20:59:20:399,0.17,0.27,0.03,0.47,-0.16,-0.31,
20:59:20:400,0.17,0.27,0.03,0.43,-0.27,-0.45,
