
time,wx,wy,wz,ax,ay,az,
02:26:04:670,0.40,0.26,-0.04,0.23,-0.44,-0.13,
02:26:04:671,0.41,0.24,-0.04,0.23,-0.44,-0.13,
02:26:04:671,0.41,0.24,-0.04,0.10,-0.66,0.16,
02:26:04:672,0.47,0.16,-0.08,0.10,-0.66,0.16,
02:26:04:672,0.50,0.14,-0.10,0.10,-0.66,0.16,
02:26:04:673,0.52,0.13,-0.11,0.10,-0.66,0.16,
02:26:04:675,0.53,0.11,-0.13,0.10,-0.66,0.16,
02:26:04:678,0.52,0.09,-0.16,0.10,-0.66,0.16,
02:26:04:681,0.52,0.09,-0.16,0.07,-0.69,0.23,
02:26:04:682,0.54,0.09,-0.21,0.07,-0.69,0.23,
02:26:04:682,0.56,0.10,-0.25,0.07,-0.69,0.23,
02:26:04:684,0.58,0.10,-0.33,0.07,-0.69,0.23,
02:26:04:686,0.58,0.13,-0.39,0.07,-0.69,0.23,
02:26:04:688,0.57,0.14,-0.41,0.07,-0.69,0.23,
02:26:04:693,0.57,0.14,-0.41,0.12,-0.81,0.51,
02:26:04:694,0.61,0.13,-0.55,0.12,-0.81,0.51,
02:26:04:694,0.61,0.13,-0.55,0.12,-0.81,0.51,
02:26:04:695,0.62,0.13,-0.57,0.12,-0.81,0.51,
02:26:04:698,0.62,0.10,-0.57,0.12,-0.81,0.51,
02:26:04:699,0.58,0.03,-0.53,0.12,-0.81,0.51,
02:26:04:701,0.59,-0.04,-0.51,0.12,-0.81,0.51,
02:26:04:702,0.59,-0.04,-0.51,-0.17,-0.73,0.62,
02:26:04:702,0.61,-0.08,-0.51,-0.17,-0.73,0.62,
02:26:04:706,0.64,-0.16,-0.50,-0.17,-0.73,0.62,
02:26:04:706,0.64,-0.18,-0.49,-0.17,-0.73,0.62,
02:26:04:708,0.61,-0.20,-0.44,-0.17,-0.73,0.62,
02:26:04:711,0.59,-0.21,-0.41,-0.17,-0.73,0.62,
02:26:04:712,0.60,-0.21,-0.41,-0.17,-0.73,0.62,
02:26:04:712,0.60,-0.21,-0.41,-0.13,-0.33,0.70,
02:26:04:714,0.62,-0.21,-0.41,-0.13,-0.33,0.70,
02:26:04:716,0.61,-0.19,-0.40,-0.13,-0.33,0.70,
02:26:04:718,0.59,-0.17,-0.39,-0.13,-0.33,0.70,
02:26:04:721,0.51,-0.11,-0.33,-0.13,-0.33,0.70,
02:26:04:722,0.51,-0.11,-0.33,0.06,0.00,0.50,
02:26:04:722,0.49,-0.10,-0.31,0.06,0.00,0.50,
02:26:04:724,0.47,-0.09,-0.30,0.06,0.00,0.50,
02:26:04:726,0.44,-0.08,-0.27,0.06,0.00,0.50,
02:26:04:729,0.37,-0.06,-0.20,0.06,0.00,0.50,
02:26:04:734,0.24,0.01,-0.06,0.06,0.00,0.50,
02:26:04:735,0.24,0.01,-0.06,0.06,0.00,0.50,
02:26:04:735,0.24,0.01,-0.06,0.35,0.22,0.43,
02:26:04:736,0.22,0.03,-0.04,0.35,0.22,0.43,
02:26:04:736,0.20,0.05,-0.00,0.35,0.22,0.43,
02:26:04:738,0.17,0.07,0.02,0.35,0.22,0.43,
02:26:04:741,0.10,0.12,0.08,0.35,0.22,0.43,
02:26:04:741,0.10,0.12,0.08,0.46,0.53,0.21,
02:26:04:742,0.03,0.15,0.14,0.46,0.53,0.21,
02:26:04:743,0.01,0.16,0.15,0.46,0.53,0.21,
02:26:04:755,-0.03,0.17,0.18,0.46,0.53,0.21,
02:26:04:755,-0.08,0.18,0.22,0.46,0.53,0.21,
02:26:04:756,-0.14,0.19,0.27,0.46,0.53,0.21,
02:26:04:757,-0.14,0.19,0.27,0.46,0.81,0.15,
02:26:04:757,-0.16,0.19,0.28,0.46,0.81,0.15,
02:26:04:758,-0.18,0.18,0.30,0.46,0.81,0.15,
02:26:04:758,-0.19,0.17,0.31,0.46,0.81,0.15,
02:26:04:758,-0.23,0.14,0.34,0.46,0.81,0.15,
02:26:04:761,-0.29,0.11,0.38,0.46,0.81,0.15,
02:26:04:761,-0.29,0.11,0.38,0.26,0.79,0.09,
02:26:04:763,-0.32,0.10,0.40,0.26,0.79,0.09,
02:26:04:768,-0.36,0.06,0.42,0.26,0.79,0.09,
02:26:04:769,-0.38,0.02,0.41,0.26,0.79,0.09,
02:26:04:770,-0.41,0.01,0.42,0.26,0.79,0.09,
02:26:04:775,-0.50,0.01,0.38,0.26,0.79,0.09,
02:26:04:778,-0.50,0.01,0.38,0.26,0.79,0.09,
02:26:04:778,-0.50,0.01,0.35,0.26,0.79,0.09,
02:26:04:779,-0.50,0.01,0.35,0.29,0.52,0.25,
02:26:04:780,-0.50,-0.00,0.32,0.29,0.52,0.25,
02:26:04:780,-0.53,0.01,0.29,0.29,0.52,0.25,
02:26:04:786,-0.58,0.03,0.26,0.29,0.52,0.25,
02:26:04:787,-0.59,0.03,0.25,0.29,0.52,0.25,
02:26:04:787,-0.59,0.03,0.25,0.11,0.24,0.04,
02:26:04:788,-0.58,0.01,0.19,0.11,0.24,0.04,
02:26:04:789,-0.57,-0.00,0.17,0.11,0.24,0.04,
02:26:04:789,-0.56,-0.03,0.12,0.11,0.24,0.04,
02:26:04:791,-0.55,-0.03,0.10,0.11,0.24,0.04,
02:26:04:791,-0.55,-0.03,0.10,-0.10,-0.05,0.04,
02:26:04:792,-0.53,-0.06,0.07,-0.10,-0.05,0.04,
02:26:04:794,-0.51,-0.07,0.05,-0.10,-0.05,0.04,
02:26:04:797,-0.46,-0.12,0.01,-0.10,-0.05,0.04,
02:26:04:798,-0.42,-0.16,-0.01,-0.10,-0.05,0.04,
02:26:04:801,-0.40,-0.19,-0.02,-0.10,-0.05,0.04,
02:26:04:802,-0.40,-0.19,-0.02,-0.32,-0.31,-0.02,
02:26:04:803,-0.39,-0.21,-0.03,-0.32,-0.31,-0.02,
02:26:04:804,-0.35,-0.23,-0.06,-0.32,-0.31,-0.02,
02:26:04:806,-0.32,-0.23,-0.08,-0.32,-0.31,-0.02,
02:26:04:808,-0.26,-0.24,-0.12,-0.32,-0.31,-0.02,
02:26:04:815,-0.15,-0.17,-0.20,-0.32,-0.31,-0.02,
02:26:04:815,-0.15,-0.17,-0.20,-0.32,-0.31,-0.02,
02:26:04:816,-0.15,-0.17,-0.20,-0.32,-0.31,-0.02,
02:26:04:817,-0.15,-0.17,-0.20,-0.16,-0.39,-0.05,
02:26:04:817,-0.08,-0.14,-0.24,-0.16,-0.39,-0.05,
02:26:04:818,-0.05,-0.12,-0.25,-0.16,-0.39,-0.05,
02:26:04:822,0.01,-0.08,-0.26,-0.16,-0.39,-0.05,
02:26:04:823,0.02,-0.08,-0.26,-0.16,-0.39,-0.05,
02:26:04:823,0.02,-0.08,-0.26,-0.08,-0.45,-0.19,
02:26:04:824,0.05,-0.07,-0.26,-0.08,-0.45,-0.19,
02:26:04:826,0.10,-0.08,-0.25,-0.08,-0.45,-0.19,
02:26:04:827,0.16,-0.07,-0.24,-0.08,-0.45,-0.19,
02:26:04:837,0.21,-0.06,-0.21,-0.08,-0.45,-0.19,
02:26:04:838,0.21,-0.06,-0.21,0.02,-0.52,-0.16,
02:26:04:838,0.23,-0.06,-0.20,0.02,-0.52,-0.16,
02:26:04:839,0.27,-0.04,-0.16,0.02,-0.52,-0.16,
02:26:04:843,0.29,-0.04,-0.15,0.02,-0.52,-0.16,
02:26:04:844,0.33,-0.04,-0.14,0.02,-0.52,-0.16,
02:26:04:845,0.38,-0.01,-0.13,0.02,-0.52,-0.16,
02:26:04:845,0.38,-0.01,-0.13,0.28,-0.49,-0.02,
02:26:04:846,0.42,0.03,-0.13,0.28,-0.49,-0.02,
02:26:04:847,0.44,0.05,-0.12,0.28,-0.49,-0.02,
02:26:04:847,0.45,0.09,-0.11,0.28,-0.49,-0.02,
02:26:04:848,0.46,0.14,-0.11,0.28,-0.49,-0.02,
02:26:04:866,0.51,0.20,-0.12,0.28,-0.49,-0.02,
02:26:04:867,0.51,0.20,-0.12,0.28,-0.49,-0.02,
02:26:04:867,0.51,0.20,-0.12,0.56,-0.33,0.17,
