
time,wx,wy,wz,ax,ay,az,
21:29:00:863,0.32,-0.05,-0.12,0.12,-0.18,0.09,
21:29:00:864,0.35,-0.04,-0.12,0.12,-0.18,0.09,
21:29:00:864,0.35,-0.04,-0.12,0.24,0.06,0.12,
21:29:00:865,0.36,-0.03,-0.12,0.24,0.06,0.12,
21:29:00:865,0.38,-0.01,-0.11,0.24,0.06,0.12,
21:29:00:866,0.39,0.01,-0.10,0.24,0.06,0.12,
21:29:00:866,0.40,0.03,-0.09,0.24,0.06,0.12,
21:29:00:867,0.39,0.05,-0.07,0.24,0.06,0.12,
21:29:00:867,0.39,0.05,-0.07,0.32,0.19,0.20,
21:29:00:868,0.38,0.05,-0.06,0.32,0.19,0.20,
21:29:00:874,0.35,0.04,-0.03,0.32,0.19,0.20,
21:29:00:875,0.31,0.02,-0.00,0.32,0.19,0.20,
21:29:00:876,0.29,0.01,0.01,0.32,0.19,0.20,
21:29:00:885,0.19,-0.02,0.05,0.32,0.19,0.20,
21:29:00:886,0.18,-0.01,0.05,0.32,0.19,0.20,
21:29:00:886,0.18,-0.01,0.05,0.32,0.19,0.20,
21:29:00:887,0.18,-0.01,0.05,0.34,0.35,0.31,
21:29:00:887,0.15,-0.01,0.05,0.34,0.35,0.31,
21:29:00:887,0.11,0.02,0.04,0.34,0.35,0.31,
21:29:00:888,0.07,0.04,0.04,0.34,0.35,0.31,
21:29:00:888,0.07,0.04,0.04,0.35,0.54,0.35,
21:29:00:888,0.06,0.04,0.02,0.35,0.54,0.35,
21:29:00:889,0.02,0.06,0.00,0.35,0.54,0.35,
21:29:00:893,0.01,0.08,-0.00,0.35,0.54,0.35,
21:29:00:894,-0.04,0.09,-0.01,0.35,0.54,0.35,
21:29:00:897,-0.10,0.08,-0.02,0.35,0.54,0.35,
21:29:00:898,-0.10,0.08,-0.02,0.24,0.60,0.25,
21:29:00:898,-0.16,0.07,-0.01,0.24,0.60,0.25,
21:29:00:899,-0.18,0.06,-0.01,0.24,0.60,0.25,
21:29:00:902,-0.22,0.04,-0.01,0.24,0.60,0.25,
21:29:00:903,-0.24,0.02,-0.01,0.24,0.60,0.25,
21:29:00:907,-0.25,0.01,-0.01,0.24,0.60,0.25,
21:29:00:908,-0.26,0.00,-0.01,0.24,0.60,0.25,
21:29:00:908,-0.26,0.00,-0.01,0.14,0.55,0.34,
21:29:00:910,-0.28,-0.01,0.00,0.14,0.55,0.34,
21:29:00:915,-0.28,-0.02,0.01,0.14,0.55,0.34,
21:29:00:915,-0.28,-0.03,0.01,0.14,0.55,0.34,
21:29:00:921,-0.30,-0.06,0.02,0.14,0.55,0.34,
21:29:00:922,-0.30,-0.06,0.02,0.14,0.55,0.34,
21:29:00:923,-0.29,-0.06,0.02,0.14,0.55,0.34,
21:29:00:924,-0.29,-0.06,0.02,0.07,0.54,0.28,
21:29:00:925,-0.28,-0.06,0.01,0.07,0.54,0.28,
21:29:00:926,-0.27,-0.06,0.00,0.07,0.54,0.28,
21:29:00:933,-0.25,-0.04,-0.02,0.07,0.54,0.28,
21:29:00:934,-0.25,-0.04,-0.02,0.08,0.45,0.26,
21:29:00:935,-0.24,-0.03,-0.02,0.08,0.45,0.26,
21:29:00:935,-0.23,-0.02,-0.03,0.08,0.45,0.26,
21:29:00:936,-0.20,-0.01,-0.04,0.08,0.45,0.26,
21:29:00:937,-0.19,-0.01,-0.05,0.08,0.45,0.26,
21:29:00:937,-0.19,-0.02,-0.04,0.08,0.45,0.26,
21:29:00:938,-0.19,-0.02,-0.03,0.08,0.45,0.26,
21:29:00:939,-0.19,-0.02,-0.03,-0.02,0.20,0.10,
21:29:00:957,-0.17,-0.04,-0.04,-0.02,0.20,0.10,
21:29:00:957,-0.16,-0.05,-0.04,-0.02,0.20,0.10,
21:29:00:958,-0.14,-0.05,-0.04,-0.02,0.20,0.10,
21:29:00:958,-0.11,-0.04,-0.05,-0.02,0.20,0.10,
21:29:00:960,-0.11,-0.04,-0.05,-0.04,0.21,0.07,
21:29:00:960,-0.09,-0.04,-0.06,-0.04,0.21,0.07,
21:29:00:961,-0.03,-0.03,-0.08,-0.04,0.21,0.07,
21:29:00:962,0.02,-0.01,-0.10,-0.04,0.21,0.07,
21:29:00:962,0.07,0.00,-0.11,-0.04,0.21,0.07,
21:29:00:963,0.13,-0.01,-0.09,-0.04,0.21,0.07,
21:29:00:963,0.13,-0.01,-0.09,-0.04,0.21,0.07,
21:29:00:963,0.14,-0.01,-0.09,-0.04,0.21,0.07,
21:29:00:964,0.14,-0.02,-0.08,-0.04,0.21,0.07,
21:29:00:964,0.14,-0.02,-0.08,-0.11,-0.03,0.07,
21:29:00:964,0.15,-0.05,-0.07,-0.11,-0.03,0.07,
21:29:00:966,0.15,-0.07,-0.05,-0.11,-0.03,0.07,
21:29:00:967,0.15,-0.07,-0.05,-0.17,-0.20,-0.03,
21:29:00:968,0.15,-0.07,-0.04,-0.17,-0.20,-0.03,
21:29:00:970,0.17,-0.07,-0.04,-0.17,-0.20,-0.03,
21:29:00:971,0.20,-0.06,-0.05,-0.17,-0.20,-0.03,
21:29:00:973,0.21,-0.05,-0.05,-0.17,-0.20,-0.03,
21:29:00:978,0.22,-0.02,-0.06,-0.17,-0.20,-0.03,
21:29:00:980,0.23,0.01,-0.07,-0.17,-0.20,-0.03,
21:29:00:981,0.23,0.01,-0.07,-0.07,-0.13,-0.05,
21:29:00:982,0.24,0.02,-0.07,-0.07,-0.13,-0.05,
21:29:00:983,0.25,0.04,-0.09,-0.07,-0.13,-0.05,
21:29:00:984,0.25,0.06,-0.09,-0.07,-0.13,-0.05,
21:29:00:987,0.24,0.07,-0.08,-0.07,-0.13,-0.05,
21:29:00:988,0.24,0.07,-0.08,-0.06,-0.06,-0.10,
21:29:00:988,0.24,0.07,-0.08,-0.06,-0.06,-0.10,
21:29:00:990,0.24,0.07,-0.07,-0.06,-0.06,-0.10,
21:29:00:992,0.24,0.07,-0.07,-0.06,-0.06,-0.10,
21:29:00:994,0.26,0.06,-0.07,-0.06,-0.06,-0.10,
21:29:00:998,0.25,0.06,-0.04,-0.06,-0.06,-0.10,
21:29:00:999,0.24,0.06,-0.03,-0.06,-0.06,-0.10,
21:29:00:999,0.24,0.06,-0.03,-0.13,-0.02,0.02,
21:29:01:000,0.24,0.05,-0.01,-0.13,-0.02,0.02,
21:29:01:002,0.22,0.04,0.01,-0.13,-0.02,0.02,
21:29:01:003,0.20,0.03,0.02,-0.13,-0.02,0.02,
21:29:01:006,0.18,0.02,0.05,-0.13,-0.02,0.02,
21:29:01:007,0.18,0.02,0.05,-0.19,0.01,0.07,
21:29:01:008,0.17,0.02,0.06,-0.19,0.01,0.07,
21:29:01:010,0.14,0.02,0.07,-0.19,0.01,0.07,
21:29:01:012,0.13,0.02,0.07,-0.19,0.01,0.07,
21:29:01:014,0.10,0.02,0.07,-0.19,0.01,0.07,
21:29:01:017,0.10,0.02,0.07,-0.10,0.16,0.14,
21:29:01:017,0.08,0.04,0.05,-0.10,0.16,0.14,
21:29:01:018,0.08,0.05,0.05,-0.10,0.16,0.14,
21:29:01:022,0.06,0.08,0.04,-0.10,0.16,0.14,
21:29:01:023,0.03,0.09,0.03,-0.10,0.16,0.14,
21:29:01:024,0.02,0.10,0.03,-0.10,0.16,0.14,
21:29:01:030,0.00,0.11,0.02,-0.10,0.16,0.14,
21:29:01:031,0.00,0.11,0.02,-0.10,0.17,0.23,
21:29:01:031,-0.02,0.10,0.02,-0.10,0.17,0.23,
21:29:01:031,-0.03,0.10,0.02,-0.10,0.17,0.23,
21:29:01:032,-0.06,0.08,0.03,-0.10,0.17,0.23,
21:29:01:034,-0.08,0.05,0.04,-0.10,0.17,0.23,
21:29:01:038,-0.10,0.01,0.05,-0.10,0.17,0.23,
21:29:01:039,-0.11,0.01,0.06,-0.10,0.17,0.23,
21:29:01:039,-0.11,0.01,0.06,-0.19,0.18,0.29,
21:29:01:040,-0.11,-0.00,0.06,-0.19,0.18,0.29,
21:29:01:041,-0.11,-0.02,0.06,-0.19,0.18,0.29,
21:29:01:051,-0.12,-0.03,0.07,-0.19,0.18,0.29,
21:29:01:052,-0.13,-0.03,0.06,-0.19,0.18,0.29,
21:29:01:052,-0.13,-0.03,0.06,-0.25,0.20,0.29,
21:29:01:053,-0.13,-0.03,0.06,-0.25,0.20,0.29,
21:29:01:053,-0.13,-0.02,0.05,-0.25,0.20,0.29,
21:29:01:053,-0.13,-0.02,0.05,-0.25,0.20,0.29,
21:29:01:055,-0.13,-0.02,0.04,-0.25,0.20,0.29,
21:29:01:058,-0.15,-0.02,0.03,-0.25,0.20,0.29,
21:29:01:058,-0.15,-0.02,0.03,-0.25,0.20,0.29,
21:29:01:058,-0.15,-0.02,0.03,-0.25,0.16,0.20,
21:29:01:060,-0.16,-0.03,0.02,-0.25,0.16,0.20,
21:29:01:062,-0.16,-0.03,0.01,-0.25,0.16,0.20,
21:29:01:063,-0.16,-0.03,0.00,-0.25,0.16,0.20,
21:29:01:067,-0.15,-0.03,-0.01,-0.25,0.16,0.20,
21:29:01:067,-0.15,-0.03,-0.01,-0.23,0.13,0.19,
21:29:01:068,-0.14,-0.03,-0.01,-0.23,0.13,0.19,
21:29:01:074,-0.13,-0.02,-0.02,-0.23,0.13,0.19,
21:29:01:075,-0.11,-0.02,-0.02,-0.23,0.13,0.19,
21:29:01:076,-0.10,-0.03,-0.03,-0.23,0.13,0.19,
21:29:01:080,-0.05,-0.07,-0.03,-0.23,0.13,0.19,
21:29:01:081,-0.05,-0.07,-0.03,-0.23,0.13,0.19,
21:29:01:082,-0.05,-0.07,-0.03,-0.23,0.13,0.19,
21:29:01:083,-0.05,-0.07,-0.03,-0.24,-0.01,0.21,
21:29:01:084,-0.05,-0.10,-0.03,-0.24,-0.01,0.21,
21:29:01:085,-0.05,-0.12,-0.02,-0.24,-0.01,0.21,
21:29:01:090,-0.04,-0.12,-0.03,-0.24,-0.01,0.21,
21:29:01:091,-0.04,-0.12,-0.03,-0.24,-0.01,0.21,
21:29:01:092,-0.04,-0.12,-0.03,-0.19,-0.07,0.18,
21:29:01:092,-0.02,-0.10,-0.04,-0.19,-0.07,0.18,
21:29:01:093,-0.01,-0.09,-0.04,-0.19,-0.07,0.18,
21:29:01:098,-0.00,-0.06,-0.05,-0.19,-0.07,0.18,
21:29:01:099,0.01,-0.04,-0.06,-0.19,-0.07,0.18,
21:29:01:100,0.01,-0.04,-0.06,-0.08,-0.04,0.12,
21:29:01:100,0.01,-0.02,-0.06,-0.08,-0.04,0.12,
21:29:01:101,0.02,-0.01,-0.07,-0.08,-0.04,0.12,
21:29:01:107,0.03,-0.00,-0.07,-0.08,-0.04,0.12,
21:29:01:107,0.02,-0.01,-0.07,-0.08,-0.04,0.12,
21:29:01:108,0.01,-0.01,-0.06,-0.08,-0.04,0.12,
21:29:01:109,0.01,-0.01,-0.06,-0.08,-0.06,0.06,
21:29:01:109,0.02,-0.01,-0.06,-0.08,-0.06,0.06,
21:29:01:110,0.03,-0.01,-0.05,-0.08,-0.06,0.06,
21:29:01:114,0.04,-0.00,-0.05,-0.08,-0.06,0.06,
21:29:01:115,0.06,0.00,-0.04,-0.08,-0.06,0.06,
21:29:01:124,0.09,-0.01,-0.02,-0.08,-0.06,0.06,
21:29:01:125,0.09,-0.01,-0.02,-0.08,-0.06,0.06,
21:29:01:125,0.10,-0.02,-0.02,-0.08,-0.06,0.06,
21:29:01:126,0.10,-0.02,-0.02,-0.07,-0.09,0.20,
21:29:01:126,0.09,-0.03,-0.02,-0.07,-0.09,0.20,
21:29:01:126,0.09,-0.04,-0.01,-0.07,-0.09,0.20,
21:29:01:126,0.08,-0.05,-0.01,-0.07,-0.09,0.20,
21:29:01:127,0.08,-0.05,-0.01,-0.07,-0.13,0.22,
21:29:01:145,0.09,-0.06,-0.01,-0.07,-0.13,0.22,
21:29:01:146,0.09,-0.07,-0.01,-0.07,-0.13,0.22,
21:29:01:146,0.08,-0.06,-0.02,-0.07,-0.13,0.22,
21:29:01:147,0.07,-0.03,-0.02,-0.07,-0.13,0.22,
21:29:01:147,0.08,0.00,-0.04,-0.07,-0.13,0.22,
21:29:01:147,0.08,0.00,-0.04,-0.00,-0.08,0.30,
21:29:01:148,0.10,0.01,-0.05,-0.00,-0.08,0.30,
21:29:01:149,0.11,0.04,-0.07,-0.00,-0.08,0.30,
21:29:01:149,0.11,0.05,-0.07,-0.00,-0.08,0.30,
21:29:01:153,0.10,0.06,-0.08,-0.00,-0.08,0.30,
21:29:01:154,0.10,0.06,-0.08,-0.06,-0.14,0.29,
21:29:01:154,0.09,0.05,-0.07,-0.06,-0.14,0.29,
21:29:01:155,0.08,0.04,-0.07,-0.06,-0.14,0.29,
21:29:01:155,0.07,0.02,-0.06,-0.06,-0.14,0.29,
21:29:01:156,0.06,-0.01,-0.05,-0.06,-0.14,0.29,
21:29:01:156,0.05,-0.02,-0.05,-0.06,-0.14,0.29,
21:29:01:161,0.04,-0.03,-0.03,-0.06,-0.14,0.29,
21:29:01:162,0.04,-0.03,-0.03,-0.06,-0.14,0.29,
21:29:01:162,0.04,-0.03,-0.03,-0.06,-0.14,0.29,
21:29:01:163,0.05,-0.03,-0.03,-0.06,-0.14,0.29,
21:29:01:163,0.05,-0.03,-0.03,-0.08,-0.04,0.35,
21:29:01:163,0.05,-0.02,-0.04,-0.08,-0.04,0.35,
21:29:01:166,0.06,0.00,-0.04,-0.08,-0.04,0.35,
21:29:01:168,0.06,0.00,-0.04,-0.06,0.01,0.41,
21:29:01:168,0.06,-0.00,-0.04,-0.06,0.01,0.41,
21:29:01:169,0.06,0.00,-0.04,-0.06,0.01,0.41,
21:29:01:174,0.04,0.01,-0.03,-0.06,0.01,0.41,
21:29:01:174,0.03,0.01,-0.03,-0.06,0.01,0.41,
21:29:01:178,0.00,-0.00,-0.02,-0.06,0.01,0.41,
21:29:01:178,-0.01,-0.02,-0.01,-0.06,0.01,0.41,
21:29:01:179,-0.01,-0.02,-0.01,-0.11,-0.02,0.28,
21:29:01:179,-0.02,-0.03,-0.01,-0.11,-0.02,0.28,
21:29:01:182,-0.03,-0.04,-0.01,-0.11,-0.02,0.28,
21:29:01:183,-0.04,-0.05,0.00,-0.11,-0.02,0.28,
21:29:01:187,-0.03,-0.06,0.01,-0.11,-0.02,0.28,
21:29:01:187,-0.03,-0.06,0.01,-0.08,0.06,0.35,
