
time,wx,wy,wz,ax,ay,az,
21:00:47:533,0.28,0.18,-0.00,0.08,-0.41,0.37,
21:00:47:534,0.33,0.19,0.02,0.08,-0.41,0.37,
21:00:47:535,0.39,0.19,0.02,0.08,-0.41,0.37,
21:00:47:535,0.39,0.19,0.02,0.08,-0.46,0.44,
21:00:47:535,0.42,0.19,0.03,0.08,-0.46,0.44,
21:00:47:538,0.44,0.18,0.04,0.08,-0.46,0.44,
21:00:47:539,0.44,0.18,0.06,0.08,-0.46,0.44,
21:00:47:541,0.44,0.18,0.07,0.08,-0.46,0.44,
21:00:47:544,0.45,0.18,0.07,0.08,-0.46,0.44,
21:00:47:545,0.45,0.18,0.07,0.04,-0.34,0.39,
21:00:47:545,0.49,0.19,0.06,0.04,-0.34,0.39,
21:00:47:547,0.50,0.20,0.05,0.04,-0.34,0.39,
21:00:47:549,0.52,0.21,0.04,0.04,-0.34,0.39,
21:00:47:551,0.51,0.23,0.04,0.04,-0.34,0.39,
21:00:47:556,0.48,0.22,0.04,0.04,-0.34,0.39,
21:00:47:557,0.48,0.22,0.04,0.04,-0.34,0.39,
21:00:47:557,0.48,0.22,0.04,-0.10,-0.26,0.32,
21:00:47:558,0.46,0.22,0.04,-0.10,-0.26,0.32,
21:00:47:559,0.45,0.20,0.03,-0.10,-0.26,0.32,
21:00:47:562,0.43,0.18,0.03,-0.10,-0.26,0.32,
21:00:47:564,0.41,0.17,0.02,-0.10,-0.26,0.32,
21:00:47:565,0.41,0.17,0.02,-0.22,-0.22,0.40,
21:00:47:565,0.39,0.17,0.02,-0.22,-0.22,0.40,
21:00:47:568,0.36,0.15,0.01,-0.22,-0.22,0.40,
21:00:47:569,0.32,0.13,0.00,-0.22,-0.22,0.40,
21:00:47:571,0.29,0.12,0.00,-0.22,-0.22,0.40,
21:00:47:577,0.21,0.09,-0.00,-0.22,-0.22,0.40,
21:00:47:578,0.18,0.08,-0.01,-0.22,-0.22,0.40,
21:00:47:579,0.13,0.07,-0.02,-0.22,-0.22,0.40,
21:00:47:580,0.13,0.07,-0.02,-0.35,-0.13,0.26,
21:00:47:581,0.11,0.07,-0.03,-0.35,-0.13,0.26,
21:00:47:581,0.08,0.07,-0.06,-0.35,-0.13,0.26,
21:00:47:592,0.08,0.07,-0.06,-0.34,0.06,0.35,
21:00:47:593,0.06,0.08,-0.07,-0.34,0.06,0.35,
21:00:47:594,0.05,0.09,-0.09,-0.34,0.06,0.35,
21:00:47:594,0.03,0.11,-0.10,-0.34,0.06,0.35,
21:00:47:594,-0.00,0.10,-0.10,-0.34,0.06,0.35,
21:00:47:595,-0.02,0.09,-0.10,-0.34,0.06,0.35,
21:00:47:598,-0.11,0.01,-0.08,-0.34,0.06,0.35,
