
time,wx,wy,wz,ax,ay,az,
02:30:17:425,0.26,0.19,-0.03,0.43,-0.76,-1.25,
02:30:17:426,0.33,0.27,-0.05,0.43,-0.76,-1.25,
02:30:17:426,0.34,0.28,-0.05,0.43,-0.76,-1.25,
02:30:17:426,0.34,0.28,-0.05,0.43,-0.76,-1.25,
02:30:17:427,0.34,0.28,-0.05,0.57,0.06,-0.65,
02:30:17:427,0.36,0.30,-0.06,0.57,0.06,-0.65,
02:30:17:429,0.39,0.31,-0.06,0.57,0.06,-0.65,
02:30:17:432,0.42,0.32,-0.06,0.57,0.06,-0.65,
02:30:17:432,0.42,0.32,-0.06,0.22,-0.39,-0.17,
02:30:17:433,0.43,0.32,-0.06,0.22,-0.39,-0.17,
02:30:17:436,0.43,0.31,-0.05,0.22,-0.39,-0.17,
02:30:17:437,0.44,0.31,-0.04,0.22,-0.39,-0.17,
02:30:17:439,0.44,0.29,-0.04,0.22,-0.39,-0.17,
02:30:17:442,0.44,0.28,-0.03,0.22,-0.39,-0.17,
02:30:17:442,0.44,0.28,-0.03,-0.31,-0.50,-0.02,
02:30:17:443,0.43,0.27,-0.03,-0.31,-0.50,-0.02,
02:30:17:445,0.42,0.26,-0.04,-0.31,-0.50,-0.02,
02:30:17:447,0.41,0.25,-0.04,-0.31,-0.50,-0.02,
02:30:17:449,0.40,0.24,-0.07,-0.31,-0.50,-0.02,
02:30:17:452,0.38,0.23,-0.09,-0.31,-0.50,-0.02,
02:30:17:452,0.38,0.23,-0.09,-0.33,0.36,-0.04,
02:30:17:452,0.37,0.23,-0.11,-0.33,0.36,-0.04,
02:30:17:455,0.35,0.22,-0.14,-0.33,0.36,-0.04,
02:30:17:457,0.34,0.21,-0.16,-0.33,0.36,-0.04,
02:30:17:459,0.34,0.20,-0.18,-0.33,0.36,-0.04,
02:30:17:466,0.27,0.12,-0.19,-0.33,0.36,-0.04,
02:30:17:466,0.26,0.10,-0.18,-0.33,0.36,-0.04,
02:30:17:467,0.26,0.10,-0.18,-0.33,0.36,-0.04,
02:30:17:467,0.26,0.10,-0.18,-0.92,-0.25,0.04,
02:30:17:468,0.24,0.08,-0.18,-0.92,-0.25,0.04,
02:30:17:469,0.22,0.03,-0.18,-0.92,-0.25,0.04,
02:30:17:472,0.22,0.03,-0.18,-0.56,-0.23,0.48,
02:30:17:473,0.21,0.01,-0.17,-0.56,-0.23,0.48,
02:30:17:473,0.20,0.00,-0.17,-0.56,-0.23,0.48,
02:30:17:475,0.20,-0.01,-0.18,-0.56,-0.23,0.48,
02:30:17:477,0.20,-0.01,-0.18,-0.56,-0.23,0.48,
02:30:17:478,0.19,-0.01,-0.19,-0.56,-0.23,0.48,
02:30:17:482,0.17,-0.02,-0.18,-0.56,-0.23,0.48,
02:30:17:483,0.17,-0.02,-0.18,-0.42,0.50,-0.33,
02:30:17:483,0.15,-0.02,-0.18,-0.42,0.50,-0.33,
02:30:17:485,0.14,-0.02,-0.18,-0.42,0.50,-0.33,
02:30:17:487,0.14,-0.03,-0.18,-0.42,0.50,-0.33,
02:30:17:489,0.13,-0.03,-0.19,-0.42,0.50,-0.33,
02:30:17:492,0.13,-0.03,-0.19,-0.17,0.68,-0.08,
