
time,wx,wy,wz,ax,ay,az,
02:27:43:627,0.47,0.07,-0.16,-0.23,-0.23,-0.86,
02:27:43:627,0.49,0.06,-0.14,-0.23,-0.23,-0.86,
02:27:43:628,0.49,0.06,-0.14,-0.32,-0.23,-0.82,
02:27:43:629,0.49,0.06,-0.13,-0.32,-0.23,-0.82,
02:27:43:629,0.50,0.06,-0.12,-0.32,-0.23,-0.82,
02:27:43:629,0.50,0.05,-0.12,-0.32,-0.23,-0.82,
02:27:43:631,0.51,0.05,-0.13,-0.32,-0.23,-0.82,
02:27:43:639,0.50,0.12,-0.14,-0.32,-0.23,-0.82,
02:27:43:639,0.50,0.12,-0.14,-0.32,-0.23,-0.82,
02:27:43:640,0.50,0.12,-0.14,-0.32,-0.23,-0.82,
02:27:43:640,0.50,0.12,-0.14,-0.15,-0.19,-0.74,
02:27:43:641,0.50,0.14,-0.16,-0.15,-0.19,-0.74,
02:27:43:642,0.50,0.14,-0.17,-0.15,-0.19,-0.74,
02:27:43:645,0.50,0.14,-0.17,-0.15,-0.05,-0.84,
02:27:43:646,0.44,0.16,-0.16,-0.15,-0.05,-0.84,
02:27:43:646,0.42,0.16,-0.15,-0.15,-0.05,-0.84,
02:27:43:650,0.40,0.15,-0.15,-0.15,-0.05,-0.84,
02:27:43:650,0.39,0.13,-0.16,-0.15,-0.05,-0.84,
02:27:43:652,0.39,0.14,-0.17,-0.15,-0.05,-0.84,
02:27:43:655,0.37,0.14,-0.15,-0.15,-0.05,-0.84,
02:27:43:656,0.37,0.14,-0.15,-0.10,0.06,-0.57,
02:27:43:656,0.36,0.14,-0.14,-0.10,0.06,-0.57,
02:27:43:658,0.33,0.13,-0.11,-0.10,0.06,-0.57,
02:27:43:659,0.31,0.13,-0.09,-0.10,0.06,-0.57,
02:27:43:661,0.27,0.08,-0.07,-0.10,0.06,-0.57,
02:27:43:665,0.23,0.06,-0.03,-0.10,0.06,-0.57,
02:27:43:665,0.23,0.06,-0.03,-0.16,0.07,-0.43,
02:27:43:666,0.19,0.04,-0.00,-0.16,0.07,-0.43,
02:27:43:668,0.16,0.03,0.01,-0.16,0.07,-0.43,
02:27:43:670,0.13,0.02,0.02,-0.16,0.07,-0.43,
02:27:43:672,0.11,0.03,0.02,-0.16,0.07,-0.43,
02:27:43:677,0.11,0.03,0.02,-0.15,0.08,-0.40,
02:27:43:678,0.05,0.04,0.03,-0.15,0.08,-0.40,
02:27:43:679,0.05,0.04,0.03,-0.15,0.08,-0.40,
02:27:43:680,-0.00,0.07,0.05,-0.15,0.08,-0.40,
02:27:43:681,-0.03,0.08,0.06,-0.15,0.08,-0.40,
02:27:43:682,-0.08,0.08,0.06,-0.15,0.08,-0.40,
02:27:43:685,-0.10,0.10,0.06,-0.15,0.08,-0.40,
02:27:43:686,-0.10,0.10,0.06,0.06,0.33,-0.30,
02:27:43:686,-0.10,0.10,0.06,0.06,0.33,-0.30,
02:27:43:687,-0.12,0.12,0.06,0.06,0.33,-0.30,
02:27:43:689,-0.15,0.13,0.08,0.06,0.33,-0.30,
02:27:43:691,-0.16,0.13,0.10,0.06,0.33,-0.30,
02:27:43:694,-0.18,0.12,0.11,0.06,0.33,-0.30,
02:27:43:695,-0.18,0.12,0.11,0.01,0.16,-0.22,
02:27:43:696,-0.18,0.10,0.12,0.01,0.16,-0.22,
02:27:43:698,-0.18,0.08,0.12,0.01,0.16,-0.22,
02:27:43:700,-0.19,0.06,0.13,0.01,0.16,-0.22,
02:27:43:702,-0.20,0.05,0.15,0.01,0.16,-0.22,
02:27:43:704,-0.19,0.04,0.15,0.01,0.16,-0.22,
02:27:43:705,-0.19,0.04,0.15,-0.14,0.06,-0.16,
02:27:43:706,-0.17,0.02,0.14,-0.14,0.06,-0.16,
02:27:43:707,-0.14,-0.00,0.10,-0.14,0.06,-0.16,
02:27:43:709,-0.13,-0.01,0.08,-0.14,0.06,-0.16,
02:27:43:711,-0.14,-0.01,0.05,-0.14,0.06,-0.16,
02:27:43:722,-0.14,-0.01,0.05,-0.23,-0.10,-0.21,
02:27:43:723,-0.12,-0.05,-0.03,-0.23,-0.10,-0.21,
02:27:43:723,-0.12,-0.05,-0.03,-0.23,-0.10,-0.21,
02:27:43:724,-0.11,-0.07,-0.06,-0.23,-0.10,-0.21,
02:27:43:725,-0.10,-0.10,-0.10,-0.23,-0.10,-0.21,
02:27:43:725,-0.08,-0.10,-0.13,-0.23,-0.10,-0.21,
