
time,wx,wy,wz,ax,ay,az,
21:00:09:172,-0.23,0.13,0.13,0.26,0.41,-0.30,
21:00:09:172,-0.21,0.12,0.14,0.26,0.41,-0.30,
21:00:09:173,-0.21,0.12,0.14,0.15,0.31,-0.35,
21:00:09:173,-0.20,0.10,0.17,0.15,0.31,-0.35,
21:00:09:174,-0.18,0.10,0.20,0.15,0.31,-0.35,
21:00:09:175,-0.17,0.10,0.20,0.15,0.31,-0.35,
21:00:09:176,-0.13,0.10,0.21,0.15,0.31,-0.35,
21:00:09:178,-0.10,0.10,0.21,0.15,0.31,-0.35,
21:00:09:185,-0.07,0.10,0.21,0.15,0.31,-0.35,
21:00:09:186,-0.05,0.10,0.20,0.15,0.31,-0.35,
21:00:09:186,-0.05,0.10,0.20,0.15,0.31,-0.35,
21:00:09:186,-0.05,0.10,0.20,0.11,0.16,-0.33,
21:00:09:187,-0.04,0.10,0.19,0.11,0.16,-0.33,
21:00:09:196,-0.01,0.10,0.17,0.11,0.16,-0.33,
21:00:09:197,0.00,0.09,0.15,0.11,0.16,-0.33,
21:00:09:198,0.00,0.09,0.15,0.03,0.09,-0.34,
21:00:09:198,0.01,0.10,0.14,0.03,0.09,-0.34,
21:00:09:199,0.03,0.10,0.12,0.03,0.09,-0.34,
21:00:09:199,0.06,0.11,0.08,0.03,0.09,-0.34,
21:00:09:199,0.08,0.11,0.06,0.03,0.09,-0.34,
21:00:09:202,0.12,0.12,0.00,0.03,0.09,-0.34,
21:00:09:202,0.12,0.12,0.00,-0.01,0.00,-0.21,
21:00:09:203,0.13,0.12,-0.01,-0.01,0.00,-0.21,
21:00:09:205,0.15,0.11,-0.04,-0.01,0.00,-0.21,
21:00:09:216,0.16,0.11,-0.06,-0.01,0.00,-0.21,
21:00:09:217,0.17,0.08,-0.08,-0.01,0.00,-0.21,
21:00:09:217,0.17,0.05,-0.09,-0.01,0.00,-0.21,
21:00:09:218,0.17,0.03,-0.09,-0.01,0.00,-0.21,
21:00:09:218,0.17,0.03,-0.09,-0.17,-0.10,-0.18,
21:00:09:219,0.17,0.01,-0.10,-0.17,-0.10,-0.18,
21:00:09:219,0.19,-0.01,-0.11,-0.17,-0.10,-0.18,
21:00:09:219,0.20,-0.03,-0.12,-0.17,-0.10,-0.18,
21:00:09:224,0.20,-0.08,-0.13,-0.17,-0.10,-0.18,
21:00:09:226,0.20,-0.08,-0.13,-0.17,-0.10,-0.18,
21:00:09:226,0.20,-0.08,-0.13,-0.17,-0.10,-0.18,
21:00:09:227,0.20,-0.08,-0.13,-0.24,-0.07,-0.10,
21:00:09:227,0.21,-0.10,-0.14,-0.24,-0.07,-0.10,
21:00:09:228,0.21,-0.12,-0.15,-0.24,-0.07,-0.10,
21:00:09:231,0.20,-0.12,-0.16,-0.24,-0.07,-0.10,
21:00:09:232,0.20,-0.12,-0.16,-0.24,0.03,-0.11,
21:00:09:233,0.18,-0.12,-0.15,-0.24,0.03,-0.11,
21:00:09:234,0.18,-0.12,-0.16,-0.24,0.03,-0.11,
21:00:09:237,0.17,-0.11,-0.16,-0.24,0.03,-0.11,
21:00:09:239,0.17,-0.10,-0.17,-0.24,0.03,-0.11,
21:00:09:242,0.15,-0.09,-0.17,-0.24,0.03,-0.11,
21:00:09:242,0.15,-0.09,-0.17,-0.10,0.12,-0.11,
21:00:09:243,0.12,-0.08,-0.16,-0.10,0.12,-0.11,
21:00:09:244,0.11,-0.07,-0.15,-0.10,0.12,-0.11,
21:00:09:246,0.09,-0.07,-0.15,-0.10,0.12,-0.11,
21:00:09:248,0.06,-0.07,-0.13,-0.10,0.12,-0.11,
21:00:09:251,0.03,-0.06,-0.11,-0.10,0.12,-0.11,
21:00:09:252,0.03,-0.06,-0.11,0.01,0.20,-0.13,
21:00:09:252,0.02,-0.05,-0.10,0.01,0.20,-0.13,
21:00:09:255,-0.00,-0.04,-0.07,0.01,0.20,-0.13,
21:00:09:256,-0.01,-0.03,-0.06,0.01,0.20,-0.13,
21:00:09:258,-0.02,-0.02,-0.04,0.01,0.20,-0.13,
