
time,wx,wy,wz,ax,ay,az,
02:23:25:888,0.31,0.14,-0.09,-0.06,-0.37,-0.25,
02:23:25:889,0.33,0.14,-0.09,-0.06,-0.37,-0.25,
02:23:25:889,0.35,0.13,-0.10,-0.06,-0.37,-0.25,
02:23:25:890,0.35,0.13,-0.10,-0.08,-0.35,-0.19,
02:23:25:890,0.37,0.15,-0.11,-0.08,-0.35,-0.19,
02:23:25:891,0.38,0.15,-0.11,-0.08,-0.35,-0.19,
02:23:25:891,0.40,0.14,-0.12,-0.08,-0.35,-0.19,
02:23:25:892,0.42,0.15,-0.12,-0.08,-0.35,-0.19,
02:23:25:899,0.45,0.14,-0.13,-0.08,-0.35,-0.19,
02:23:25:900,0.45,0.14,-0.13,-0.08,-0.35,-0.19,
02:23:25:900,0.45,0.13,-0.12,-0.08,-0.35,-0.19,
02:23:25:901,0.45,0.13,-0.12,-0.10,-0.30,-0.03,
02:23:25:901,0.45,0.13,-0.12,-0.10,-0.30,-0.03,
02:23:25:903,0.45,0.12,-0.11,-0.10,-0.30,-0.03,
02:23:25:905,0.46,0.12,-0.11,-0.10,-0.30,-0.03,
02:23:25:906,0.46,0.12,-0.11,-0.10,-0.21,0.14,
02:23:25:906,0.46,0.12,-0.11,-0.10,-0.21,0.14,
02:23:25:908,0.45,0.11,-0.11,-0.10,-0.21,0.14,
02:23:25:910,0.43,0.11,-0.10,-0.10,-0.21,0.14,
02:23:25:912,0.42,0.11,-0.10,-0.10,-0.21,0.14,
02:23:25:916,0.42,0.11,-0.10,-0.12,-0.08,0.25,
02:23:25:916,0.40,0.08,-0.10,-0.12,-0.08,0.25,
02:23:25:917,0.39,0.07,-0.10,-0.12,-0.08,0.25,
02:23:25:918,0.37,0.06,-0.10,-0.12,-0.08,0.25,
02:23:25:920,0.33,0.05,-0.08,-0.12,-0.08,0.25,
02:23:25:922,0.30,0.03,-0.07,-0.12,-0.08,0.25,
02:23:25:926,0.29,0.01,-0.08,-0.12,-0.08,0.25,
02:23:25:927,0.29,0.01,-0.08,-0.13,0.06,0.42,
02:23:25:928,0.29,0.01,-0.09,-0.13,0.06,0.42,
02:23:25:929,0.25,0.01,-0.10,-0.13,0.06,0.42,
02:23:25:931,0.20,0.01,-0.11,-0.13,0.06,0.42,
02:23:25:939,0.18,0.00,-0.11,-0.13,0.06,0.42,
02:23:25:940,0.12,-0.05,-0.13,-0.13,0.06,0.42,
