
time,wx,wy,wz,ax,ay,az,
21:28:40:862,0.02,0.14,0.08,0.15,-0.04,-0.24,
21:28:40:862,0.02,0.14,0.08,0.14,-0.10,-0.24,
21:28:40:863,0.07,0.12,0.08,0.14,-0.10,-0.24,
21:28:40:863,0.10,0.12,0.09,0.14,-0.10,-0.24,
21:28:40:872,0.14,0.11,0.09,0.14,-0.10,-0.24,
21:28:40:872,0.17,0.11,0.11,0.14,-0.10,-0.24,
21:28:40:873,0.25,0.10,0.11,0.14,-0.10,-0.24,
21:28:40:873,0.27,0.09,0.11,0.14,-0.10,-0.24,
21:28:40:873,0.27,0.09,0.11,0.14,-0.10,-0.24,
21:28:40:874,0.27,0.09,0.11,0.13,-0.24,-0.11,
21:28:40:874,0.29,0.10,0.11,0.13,-0.24,-0.11,
21:28:40:880,0.29,0.10,0.12,0.13,-0.24,-0.11,
21:28:40:880,0.28,0.10,0.13,0.13,-0.24,-0.11,
21:28:40:881,0.28,0.10,0.13,0.03,-0.32,-0.28,
21:28:40:881,0.28,0.11,0.13,0.03,-0.32,-0.28,
21:28:40:881,0.29,0.11,0.12,0.03,-0.32,-0.28,
21:28:40:883,0.29,0.12,0.11,0.03,-0.32,-0.28,
21:28:40:885,0.29,0.12,0.10,0.03,-0.32,-0.28,
21:28:40:889,0.29,0.12,0.10,0.01,-0.22,-0.25,
21:28:40:889,0.28,0.15,0.09,0.01,-0.22,-0.25,
21:28:40:890,0.28,0.15,0.08,0.01,-0.22,-0.25,
21:28:40:891,0.29,0.15,0.07,0.01,-0.22,-0.25,
21:28:40:893,0.29,0.15,0.06,0.01,-0.22,-0.25,
21:28:40:895,0.26,0.15,0.06,0.01,-0.22,-0.25,
21:28:40:898,0.23,0.14,0.06,0.01,-0.22,-0.25,
21:28:40:899,0.23,0.14,0.06,-0.11,-0.12,-0.23,
21:28:40:899,0.23,0.13,0.06,-0.11,-0.12,-0.23,
21:28:40:901,0.22,0.11,0.06,-0.11,-0.12,-0.23,
21:28:40:903,0.20,0.10,0.06,-0.11,-0.12,-0.23,
21:28:40:906,0.18,0.10,0.07,-0.11,-0.12,-0.23,
21:28:40:912,0.18,0.10,0.07,-0.15,-0.09,-0.07,
21:28:40:913,0.13,0.06,0.07,-0.15,-0.09,-0.07,
21:28:40:913,0.11,0.05,0.07,-0.15,-0.09,-0.07,
21:28:40:914,0.11,0.05,0.07,-0.15,-0.09,-0.07,
21:28:40:914,0.09,0.05,0.07,-0.15,-0.09,-0.07,
21:28:40:920,0.05,0.05,0.08,-0.15,-0.09,-0.07,
21:28:40:921,0.02,0.06,0.07,-0.15,-0.09,-0.07,
21:28:40:921,0.02,0.06,0.07,-0.20,-0.05,-0.07,
21:28:40:921,0.00,0.06,0.07,-0.20,-0.05,-0.07,
21:28:40:921,-0.03,0.05,0.06,-0.20,-0.05,-0.07,
21:28:40:924,-0.05,0.05,0.05,-0.20,-0.05,-0.07,
21:28:40:926,-0.07,0.06,0.04,-0.20,-0.05,-0.07,
21:28:40:928,-0.08,0.07,0.01,-0.20,-0.05,-0.07,
21:28:40:930,-0.08,0.07,0.01,-0.13,0.07,0.06,
21:28:40:930,-0.07,0.07,-0.00,-0.13,0.07,0.06,
21:28:40:937,-0.08,0.08,-0.02,-0.13,0.07,0.06,
21:28:40:938,-0.12,0.07,-0.02,-0.13,0.07,0.06,
21:28:40:939,-0.14,0.06,-0.01,-0.13,0.07,0.06,
21:28:40:939,-0.15,0.04,-0.01,-0.13,0.07,0.06,
21:28:40:940,-0.15,0.04,-0.01,-0.18,0.06,0.12,
21:28:40:941,-0.14,0.03,-0.02,-0.18,0.06,0.12,
21:28:40:942,-0.14,0.01,-0.02,-0.18,0.06,0.12,
21:28:40:943,-0.16,-0.02,-0.02,-0.18,0.06,0.12,
21:28:40:945,-0.17,-0.04,-0.01,-0.18,0.06,0.12,
21:28:40:954,-0.13,-0.07,-0.05,-0.18,0.06,0.12,
21:28:40:955,-0.13,-0.07,-0.05,-0.18,0.06,0.12,
21:28:40:956,-0.13,-0.07,-0.05,-0.18,0.06,0.12,
21:28:40:956,-0.14,-0.07,-0.05,-0.18,0.06,0.12,
21:28:40:957,-0.14,-0.07,-0.05,-0.18,0.04,-0.03,
21:28:40:958,-0.15,-0.07,-0.05,-0.18,0.04,-0.03,
21:28:40:962,-0.13,-0.06,-0.07,-0.18,0.04,-0.03,
21:28:40:962,-0.13,-0.06,-0.07,-0.06,-0.05,-0.03,
21:28:40:963,-0.11,-0.07,-0.10,-0.06,-0.05,-0.03,
21:28:40:963,-0.10,-0.08,-0.11,-0.06,-0.05,-0.03,
21:28:40:964,-0.09,-0.07,-0.12,-0.06,-0.05,-0.03,
21:28:40:966,-0.07,-0.07,-0.14,-0.06,-0.05,-0.03,
21:28:40:969,-0.03,-0.08,-0.16,-0.06,-0.05,-0.03,
21:28:40:969,-0.03,-0.08,-0.16,0.12,-0.17,0.03,
21:28:40:970,-0.01,-0.07,-0.17,0.12,-0.17,0.03,
21:28:40:972,0.01,-0.05,-0.18,0.12,-0.17,0.03,
21:28:40:974,0.02,-0.05,-0.18,0.12,-0.17,0.03,
21:28:40:976,0.03,-0.04,-0.17,0.12,-0.17,0.03,
21:28:40:979,0.07,-0.04,-0.17,0.12,-0.17,0.03,
21:28:40:979,0.07,-0.04,-0.17,0.18,-0.30,0.06,
21:28:40:980,0.09,-0.04,-0.17,0.18,-0.30,0.06,
21:28:40:982,0.12,-0.06,-0.17,0.18,-0.30,0.06,
21:28:40:984,0.13,-0.08,-0.16,0.18,-0.30,0.06,
21:28:40:986,0.14,-0.08,-0.15,0.18,-0.30,0.06,
21:28:40:990,0.18,-0.09,-0.15,0.18,-0.30,0.06,
21:28:40:991,0.19,-0.09,-0.14,0.18,-0.30,0.06,
21:28:40:991,0.19,-0.09,-0.14,0.27,-0.27,0.10,
21:28:40:991,0.20,-0.09,-0.14,0.27,-0.27,0.10,
21:28:40:994,0.20,-0.07,-0.13,0.27,-0.27,0.10,
21:28:40:996,0.20,-0.04,-0.10,0.27,-0.27,0.10,
21:28:41:000,0.21,-0.02,-0.10,0.27,-0.27,0.10,
21:28:41:001,0.21,-0.02,-0.10,0.36,-0.21,0.04,
21:28:41:001,0.21,-0.00,-0.09,0.36,-0.21,0.04,
21:28:41:004,0.20,0.04,-0.07,0.36,-0.21,0.04,
21:28:41:005,0.20,0.05,-0.05,0.36,-0.21,0.04,
21:28:41:005,0.18,0.07,-0.03,0.36,-0.21,0.04,
21:28:41:010,0.18,0.10,-0.01,0.36,-0.21,0.04,
21:28:41:010,0.19,0.12,0.01,0.36,-0.21,0.04,
21:28:41:011,0.19,0.12,0.01,0.37,-0.11,0.06,
21:28:41:011,0.19,0.14,0.02,0.37,-0.11,0.06,
21:28:41:014,0.19,0.15,0.05,0.37,-0.11,0.06,
21:28:41:021,0.19,0.17,0.07,0.37,-0.11,0.06,
21:28:41:021,0.18,0.16,0.10,0.37,-0.11,0.06,
21:28:41:022,0.18,0.16,0.10,0.20,-0.10,0.08,
21:28:41:022,0.17,0.16,0.12,0.20,-0.10,0.08,
21:28:41:023,0.16,0.15,0.15,0.20,-0.10,0.08,
21:28:41:023,0.15,0.13,0.16,0.20,-0.10,0.08,
21:28:41:035,0.15,0.10,0.17,0.20,-0.10,0.08,
21:28:41:036,0.12,0.04,0.18,0.20,-0.10,0.08,
21:28:41:036,0.12,0.04,0.18,0.20,-0.10,0.08,
21:28:41:036,0.12,0.04,0.18,-0.03,-0.11,0.11,
21:28:41:037,0.11,0.04,0.18,-0.03,-0.11,0.11,
21:28:41:037,0.08,0.03,0.18,-0.03,-0.11,0.11,
21:28:41:037,0.06,0.03,0.17,-0.03,-0.11,0.11,
21:28:41:038,0.05,0.03,0.15,-0.03,-0.11,0.11,
21:28:41:039,0.05,0.03,0.15,-0.12,-0.22,0.11,
21:28:41:039,0.01,0.02,0.13,-0.12,-0.22,0.11,
21:28:41:042,-0.01,0.02,0.12,-0.12,-0.22,0.11,
21:28:41:043,-0.06,0.02,0.10,-0.12,-0.22,0.11,
21:28:41:046,-0.09,0.01,0.07,-0.12,-0.22,0.11,
21:28:41:049,-0.09,0.01,0.07,-0.13,-0.17,0.21,
21:28:41:049,-0.09,0.03,0.03,-0.13,-0.17,0.21,
21:28:41:050,-0.09,0.04,0.01,-0.13,-0.17,0.21,
21:28:41:052,-0.09,0.05,-0.03,-0.13,-0.17,0.21,
21:28:41:053,-0.09,0.05,-0.04,-0.13,-0.17,0.21,
21:28:41:056,-0.10,0.05,-0.06,-0.13,-0.17,0.21,
21:28:41:059,-0.10,0.05,-0.06,-0.30,-0.08,0.31,
21:28:41:059,-0.09,0.03,-0.08,-0.30,-0.08,0.31,
21:28:41:060,-0.09,0.02,-0.08,-0.30,-0.08,0.31,
21:28:41:061,-0.09,-0.03,-0.08,-0.30,-0.08,0.31,
21:28:41:063,-0.10,-0.07,-0.07,-0.30,-0.08,0.31,
21:28:41:066,-0.12,-0.10,-0.07,-0.30,-0.08,0.31,
21:28:41:073,-0.12,-0.22,-0.06,-0.30,-0.08,0.31,
21:28:41:074,-0.12,-0.23,-0.05,-0.30,-0.08,0.31,
21:28:41:074,-0.12,-0.23,-0.05,-0.30,-0.08,0.31,
21:28:41:075,-0.12,-0.23,-0.05,-0.41,-0.17,0.23,
21:28:41:076,-0.13,-0.23,-0.05,-0.41,-0.17,0.23,
21:28:41:077,-0.15,-0.23,-0.05,-0.41,-0.17,0.23,
21:28:41:079,-0.15,-0.21,-0.07,-0.41,-0.17,0.23,
21:28:41:079,-0.15,-0.21,-0.07,-0.30,-0.26,0.11,
21:28:41:080,-0.15,-0.19,-0.08,-0.30,-0.26,0.11,
21:28:41:082,-0.15,-0.15,-0.09,-0.30,-0.26,0.11,
21:28:41:084,-0.17,-0.10,-0.10,-0.30,-0.26,0.11,
21:28:41:085,-0.18,-0.08,-0.10,-0.30,-0.26,0.11,
21:28:41:090,-0.18,-0.03,-0.11,-0.30,-0.26,0.11,
21:28:41:090,-0.16,-0.00,-0.13,-0.30,-0.26,0.11,
21:28:41:091,-0.16,-0.00,-0.13,-0.08,-0.25,-0.02,
21:28:41:092,-0.14,0.01,-0.13,-0.08,-0.25,-0.02,
21:28:41:093,-0.13,0.04,-0.11,-0.08,-0.25,-0.02,
21:28:41:095,-0.12,0.07,-0.08,-0.08,-0.25,-0.02,
21:28:41:098,-0.07,0.07,-0.06,-0.08,-0.25,-0.02,
21:28:41:099,-0.07,0.07,-0.06,-0.08,-0.24,0.06,
21:28:41:099,-0.05,0.06,-0.05,-0.08,-0.24,0.06,
