
time,wx,wy,wz,ax,ay,az,
02:31:11:417,0.16,0.16,-0.04,0.18,-0.09,-0.03,
02:31:11:418,0.16,0.16,-0.03,0.18,-0.09,-0.03,
02:31:11:418,0.16,0.16,-0.03,0.18,-0.09,-0.03,
02:31:11:418,0.16,0.14,-0.03,0.18,-0.09,-0.03,
02:31:11:419,0.16,0.13,-0.03,0.18,-0.09,-0.03,
02:31:11:420,0.15,0.11,-0.02,0.18,-0.09,-0.03,
02:31:11:423,0.15,0.11,-0.02,0.07,-0.10,0.06,
02:31:11:423,0.13,0.07,-0.02,0.07,-0.10,0.06,
02:31:11:424,0.14,0.06,-0.02,0.07,-0.10,0.06,
02:31:11:426,0.14,0.04,-0.02,0.07,-0.10,0.06,
02:31:11:429,0.13,0.00,-0.04,0.07,-0.10,0.06,
02:31:11:430,0.13,-0.00,-0.04,0.07,-0.10,0.06,
02:31:11:437,0.15,0.02,-0.08,0.07,-0.10,0.06,
02:31:11:437,0.16,0.03,-0.10,0.07,-0.10,0.06,
02:31:11:438,0.16,0.03,-0.10,0.07,-0.10,0.06,
02:31:11:438,0.16,0.03,-0.10,0.26,-0.21,0.28,
02:31:11:438,0.16,0.03,-0.11,0.26,-0.21,0.28,
02:31:11:440,0.16,0.05,-0.13,0.26,-0.21,0.28,
02:31:11:443,0.14,0.08,-0.13,0.26,-0.21,0.28,
02:31:11:444,0.14,0.08,-0.13,0.31,-0.36,0.21,
02:31:11:445,0.13,0.09,-0.12,0.31,-0.36,0.21,
02:31:11:446,0.12,0.10,-0.12,0.31,-0.36,0.21,
02:31:11:448,0.10,0.12,-0.11,0.31,-0.36,0.21,
02:31:11:450,0.10,0.14,-0.10,0.31,-0.36,0.21,
02:31:11:453,0.10,0.14,-0.10,0.26,-0.25,0.25,
02:31:11:454,0.12,0.14,-0.10,0.26,-0.25,0.25,
02:31:11:454,0.12,0.14,-0.09,0.26,-0.25,0.25,
02:31:11:456,0.13,0.14,-0.08,0.26,-0.25,0.25,
02:31:11:458,0.13,0.13,-0.07,0.26,-0.25,0.25,
02:31:11:460,0.15,0.12,-0.05,0.26,-0.25,0.25,
02:31:11:463,0.15,0.12,-0.05,0.09,-0.04,0.29,
02:31:11:464,0.16,0.10,-0.03,0.09,-0.04,0.29,
02:31:11:464,0.17,0.08,-0.02,0.09,-0.04,0.29,
02:31:11:466,0.18,0.07,0.01,0.09,-0.04,0.29,
