time,wx,wy,wz,ax,ay,az
1900-01-01 21:23:05.070,0.28,-0.12,-0.245,0.06,-0.33,0.05
1900-01-01 21:23:05.080,0.2933333333333333,-0.0666666666666666,-0.0266666666666666,0.15,-0.245,0.04
1900-01-01 21:23:05.090,0.2299999999999999,0.1149999999999999,0.1016666666666666,0.4316666666666666,0.0816666666666666,-0.1283333333333333
1900-01-01 21:23:05.100,0.0999999999999999,0.3349999999999999,0.185,0.5783333333333333,0.2883333333333333,-0.3016666666666667
1900-01-01 21:23:05.110,-0.0349999999999999,0.3,0.2816666666666667,0.3999999999999999,0.3366666666666666,-0.2716666666666666
1900-01-01 21:23:05.120,-0.144,0.086,0.276,0.2319999999999999,0.324,-0.204
1900-01-01 21:23:05.130,-0.2214285714285714,-0.0357142857142857,0.11,-0.06,0.2214285714285714,-0.0271428571428571
1900-01-01 21:23:05.140,-0.29,-0.13,-0.11,-0.1639999999999999,0.038,0.05
1900-01-01 21:23:05.150,-0.2514285714285714,-0.2542857142857143,-0.21,-0.2585714285714285,-0.0928571428571428,0.1028571428571428
1900-01-01 21:23:05.160,-0.11,-0.3216666666666667,-0.185,-0.25,-0.1566666666666666,0.0999999999999999
1900-01-01 21:23:05.170,-0.0016666666666666,-0.1816666666666666,-0.145,-0.005,-0.1783333333333333,-0.0766666666666666
1900-01-01 21:23:05.180,0.0666666666666666,0.0133333333333333,-0.1033333333333333,0.2533333333333333,-0.1533333333333333,-0.2566666666666666
1900-01-01 21:23:05.190,0.15625,0.19125,0.02375,0.405,-0.1,-0.355
1900-01-01 21:23:05.200,0.2614285714285714,0.2428571428571428,0.2314285714285714,0.4028571428571429,-0.0342857142857142,-0.3542857142857142
1900-01-01 21:23:05.210,0.2166666666666666,0.2216666666666666,0.215,0.2816666666666667,0.0083333333333333,-0.2866666666666667
1900-01-01 21:23:05.220,0.0949999999999999,0.17,0.0666666666666666,0.1866666666666666,-0.0066666666666666,-0.255
1900-01-01 21:23:05.230,0.0,0.0033333333333333,-0.0666666666666666,-0.055,-0.01,-0.1083333333333333
1900-01-01 21:23:05.240,-0.0625,-0.24,-0.1149999999999999,-0.1575,-0.0075,-0.045
1900-01-01 21:23:05.250,-0.12625,-0.31625,-0.15,-0.32375,0.0,0.05375
1900-01-01 21:23:05.260,-0.2166666666666666,-0.2133333333333333,-0.1933333333333333,-0.0866666666666666,0.0416666666666666,-0.1166666666666666
1900-01-01 21:23:05.270,-0.205,-0.0716666666666666,-0.1033333333333333,0.15,0.13,-0.31
1900-01-01 21:23:05.280,-0.1,0.0216666666666666,0.1183333333333333,0.17,0.13,-0.33
1900-01-01 21:23:05.290,-0.025,0.0925,0.2299999999999999,0.34,0.16,-0.46
1900-01-01 21:23:05.300,0.0225,0.24625,0.2125,0.4,0.115,-0.52
1900-01-01 21:23:05.310,0.076,0.274,0.1159999999999999,0.388,0.01,-0.5439999999999999
1900-01-01 21:23:05.320,0.13,0.2,0.08,0.34,-0.03,-0.52
1900-01-01 21:23:05.330,0.186,0.006,0.021,-0.116,-0.146,-0.236
1900-01-01 21:23:05.340,0.13625,-0.16875,-0.1925,-0.205,-0.225,-0.15875
1900-01-01 21:23:05.350,0.0316666666666666,-0.155,-0.2916666666666667,-0.1233333333333333,-0.1816666666666666,-0.2283333333333333
1900-01-01 21:23:05.360,-0.0016666666666666,-0.165,-0.1566666666666666,-0.1166666666666666,-0.0566666666666666,-0.24
1900-01-01 21:23:05.370,-0.0283333333333333,-0.1149999999999999,0.02,-0.0283333333333333,0.1083333333333333,-0.2733333333333334
