
time,ax,ay,az,wx,wy,wz,
22:09:12:322,-0.27,0.16,-0.21,0.12,0.03,-0.02,
22:09:12:323,-0.32,0.21,-0.59,0.12,0.03,-0.02,
22:09:12:324,-0.32,0.21,-0.59,0.07,-0.01,-0.00,
22:09:12:325,-0.32,0.21,-0.58,0.07,-0.01,-0.00,
22:09:12:325,-0.32,0.21,-0.58,0.02,-0.03,0.01,
22:09:12:326,-0.18,0.20,-0.72,0.02,-0.03,0.01,
22:09:12:327,-0.18,0.20,-0.72,-0.01,-0.05,0.02,
22:09:12:327,-0.18,0.20,-0.72,-0.01,-0.05,0.02,
22:09:12:328,-0.18,0.20,-0.72,-0.05,-0.05,0.02,
22:09:12:328,0.00,0.15,-0.55,-0.05,-0.05,0.02,
22:09:12:329,0.00,0.15,-0.55,-0.08,-0.04,0.03,
22:09:12:329,-0.00,0.15,-0.55,-0.08,-0.04,0.03,
22:09:12:330,-0.00,0.15,-0.55,-0.10,-0.04,0.03,
22:09:12:330,0.12,0.13,-0.25,-0.10,-0.04,0.03,
22:09:12:331,0.12,0.13,-0.25,-0.11,-0.03,0.02,
22:09:12:332,0.12,0.13,-0.25,-0.11,-0.03,0.02,
22:09:12:335,0.12,0.13,-0.25,-0.12,-0.02,0.02,
22:09:12:335,0.20,-0.08,-0.04,-0.12,-0.02,0.02,
22:09:12:336,0.20,-0.08,-0.04,-0.12,-0.02,0.01,
22:09:12:337,0.20,-0.08,-0.04,-0.12,-0.02,0.01,
22:09:12:345,0.20,-0.08,-0.04,-0.12,-0.02,0.00,
22:09:12:346,0.16,-0.22,-0.06,-0.12,-0.02,0.00,
22:09:12:346,0.16,-0.22,-0.06,-0.11,-0.01,-0.01,
22:09:12:347,0.16,-0.21,-0.06,-0.11,-0.01,-0.01,
22:09:12:348,0.16,-0.21,-0.06,-0.09,-0.01,-0.01,
22:09:12:348,0.05,-0.31,0.00,-0.09,-0.01,-0.01,
22:09:12:349,0.05,-0.31,0.00,-0.08,-0.01,-0.02,
22:09:12:349,0.05,-0.30,-0.00,-0.08,-0.01,-0.02,
22:09:12:350,0.05,-0.30,-0.00,-0.06,-0.02,-0.02,
22:09:12:351,-0.05,-0.19,0.23,-0.06,-0.02,-0.02,
22:09:12:351,-0.05,-0.19,0.23,-0.03,-0.02,-0.02,
22:09:12:352,-0.05,-0.19,0.23,-0.03,-0.02,-0.02,
22:09:12:356,-0.05,-0.19,0.23,-0.00,-0.02,-0.01,
22:09:12:356,-0.13,-0.13,0.40,-0.00,-0.02,-0.01,
22:09:12:357,-0.13,-0.13,0.40,0.02,-0.01,-0.01,
22:09:12:359,-0.13,-0.13,0.40,0.02,-0.01,-0.01,
22:09:12:360,-0.13,-0.13,0.40,0.05,-0.01,-0.00,
22:09:12:360,-0.12,0.01,0.35,0.05,-0.01,-0.00,
22:09:12:361,-0.12,0.01,0.35,0.07,-0.00,0.01,
22:09:12:361,-0.12,0.01,0.35,0.07,-0.00,0.01,
22:09:12:364,-0.12,0.01,0.35,0.08,-0.00,0.01,
22:09:12:365,-0.02,0.04,0.12,0.08,-0.00,0.01,
22:09:12:367,-0.02,0.04,0.12,0.09,0.00,0.01,
22:09:12:367,-0.02,0.04,0.12,0.09,0.00,0.01,
22:09:12:369,-0.02,0.04,0.12,0.10,0.01,0.01,
22:09:12:369,0.05,0.02,-0.04,0.10,0.01,0.01,
22:09:12:372,0.05,0.02,-0.04,0.10,0.01,0.01,
22:09:12:373,0.05,0.02,-0.04,0.10,0.01,0.01,
22:09:12:374,0.05,0.02,-0.04,0.09,0.02,0.00,
22:09:12:375,0.09,0.05,-0.09,0.09,0.02,0.00,
22:09:12:377,0.09,0.05,-0.09,0.08,0.02,0.00,
22:09:12:378,0.09,0.05,-0.09,0.08,0.02,0.00,
22:09:12:379,0.09,0.05,-0.09,0.07,0.02,-0.01,
22:09:12:381,0.12,-0.02,-0.14,0.07,0.02,-0.01,
22:09:12:382,0.12,-0.02,-0.14,0.06,0.02,-0.01,
22:09:12:383,0.12,-0.02,-0.14,0.06,0.02,-0.01,
22:09:12:384,0.12,-0.02,-0.14,0.04,0.02,-0.02,
22:09:12:385,0.06,-0.06,-0.33,0.04,0.02,-0.02,
22:09:12:387,0.06,-0.06,-0.33,0.03,0.02,-0.02,
22:09:12:387,0.06,-0.06,-0.33,0.03,0.02,-0.02,
22:09:12:390,0.06,-0.06,-0.33,0.01,0.02,-0.02,
22:09:12:393,-0.02,-0.17,-0.44,0.01,0.02,-0.02,
22:09:12:394,-0.02,-0.17,-0.44,-0.01,0.02,-0.01,
22:09:12:395,-0.02,-0.17,-0.44,-0.01,0.02,-0.01,
22:09:12:395,-0.02,-0.17,-0.44,-0.02,0.01,-0.01,
22:09:12:396,-0.09,-0.09,-0.31,-0.02,0.01,-0.01,
22:09:12:396,-0.09,-0.09,-0.31,-0.03,0.00,-0.01,
22:09:12:397,-0.08,-0.09,-0.31,-0.03,0.00,-0.01,
22:09:12:399,-0.08,-0.09,-0.31,-0.04,-0.00,-0.01,
22:09:12:400,-0.10,-0.08,-0.05,-0.04,-0.00,-0.01,
22:09:12:401,-0.10,-0.08,-0.05,-0.04,-0.01,-0.01,
22:09:12:402,-0.10,-0.08,-0.05,-0.04,-0.01,-0.01,
22:09:12:405,-0.10,-0.08,-0.05,-0.04,-0.02,-0.00,
22:09:12:406,-0.08,-0.02,0.05,-0.04,-0.02,-0.00,
22:09:12:407,-0.08,-0.02,0.05,-0.04,-0.02,-0.00,
22:09:12:408,-0.08,-0.02,0.05,-0.04,-0.02,-0.00,
22:09:12:409,-0.08,-0.02,0.05,-0.03,-0.03,0.00,
22:09:12:410,0.03,0.04,0.02,-0.03,-0.03,0.00,
22:09:12:412,0.03,0.04,0.02,-0.02,-0.03,0.00,
22:09:12:413,0.03,0.04,0.02,-0.02,-0.03,0.00,
22:09:12:417,0.03,0.04,0.02,-0.01,-0.03,-0.00,
22:09:12:417,0.11,0.06,0.04,-0.01,-0.03,-0.00,
22:09:12:418,0.11,0.06,0.04,-0.00,-0.02,0.00,
22:09:12:418,0.11,0.06,0.04,-0.00,-0.02,0.00,
22:09:12:419,0.11,0.06,0.04,0.01,-0.01,0.00,
22:09:12:419,0.09,0.04,0.08,0.01,-0.01,0.00,
22:09:12:422,0.09,0.04,0.08,0.02,-0.00,0.00,
22:09:12:423,0.09,0.04,0.08,0.02,-0.00,0.00,
22:09:12:429,0.09,0.04,0.08,0.03,0.01,-0.00,
22:09:12:429,0.06,-0.03,0.11,0.03,0.01,-0.00,
22:09:12:430,0.06,-0.03,0.11,0.04,0.01,-0.01,
22:09:12:430,0.06,-0.03,0.11,0.04,0.01,-0.01,
22:09:12:430,0.06,-0.03,0.11,0.04,0.02,-0.01,
22:09:12:431,0.04,-0.15,0.01,0.04,0.02,-0.01,
22:09:12:431,0.04,-0.15,0.01,0.04,0.02,-0.01,
22:09:12:431,0.04,-0.15,0.01,0.04,0.02,-0.01,
22:09:12:433,0.04,-0.15,0.01,0.04,0.01,-0.01,
22:09:12:434,-0.03,-0.19,-0.20,0.04,0.01,-0.01,
22:09:12:436,-0.03,-0.19,-0.20,0.04,0.01,-0.01,
22:09:12:437,-0.03,-0.19,-0.20,0.04,0.01,-0.01,
22:09:12:446,-0.03,-0.19,-0.20,0.04,0.01,-0.00,
22:09:12:447,-0.13,-0.18,-0.25,0.04,0.01,-0.00,
22:09:12:447,-0.13,-0.18,-0.25,0.03,0.01,-0.00,
22:09:12:448,-0.13,-0.18,-0.25,0.03,0.01,-0.00,
22:09:12:448,-0.13,-0.18,-0.25,0.03,0.01,-0.00,
22:09:12:448,-0.13,-0.04,-0.07,0.03,0.01,-0.00,
22:09:12:448,-0.13,-0.04,-0.07,0.03,-0.00,0.00,
22:09:12:449,-0.13,-0.04,-0.07,0.03,-0.00,0.00,
22:09:12:449,-0.13,-0.04,-0.07,0.02,-0.01,0.00,
22:09:12:449,-0.10,-0.13,0.01,0.02,-0.01,0.00,
22:09:12:451,-0.10,-0.13,0.01,0.02,-0.01,0.01,
22:09:12:452,-0.10,-0.13,0.01,0.02,-0.01,0.01,
22:09:12:455,-0.10,-0.13,0.01,0.01,-0.01,0.01,
22:09:12:456,-0.10,-0.02,-0.15,0.01,-0.01,0.01,
22:09:12:456,-0.10,-0.02,-0.15,0.01,-0.00,0.01,
22:09:12:457,-0.10,-0.02,-0.15,0.01,-0.00,0.01,
