
time,ax,ay,az,wx,wy,wz,
22:18:07:305,-0.40,0.33,-0.68,-0.19,-0.09,-0.03,
22:18:07:306,-0.40,0.33,-0.69,-0.19,-0.09,-0.03,
22:18:07:306,-0.40,0.33,-0.69,-0.21,-0.12,-0.01,
22:18:07:307,-0.23,0.13,-0.31,-0.21,-0.12,-0.01,
22:18:07:307,-0.23,0.13,-0.31,-0.22,-0.12,0.01,
22:18:07:308,-0.23,0.13,-0.32,-0.22,-0.12,0.01,
22:18:07:311,-0.23,0.13,-0.32,-0.21,-0.12,0.03,
22:18:07:311,-0.15,0.05,0.22,-0.21,-0.12,0.03,
22:18:07:312,-0.15,0.05,0.22,-0.20,-0.11,0.04,
22:18:07:312,-0.15,0.05,0.22,-0.20,-0.11,0.04,
22:18:07:314,-0.15,0.05,0.22,-0.17,-0.10,0.05,
22:18:07:314,-0.01,-0.06,0.56,-0.17,-0.10,0.05,
22:18:07:316,-0.01,-0.06,0.56,-0.14,-0.09,0.06,
22:18:07:317,-0.02,-0.06,0.55,-0.14,-0.09,0.06,
22:18:07:319,-0.02,-0.06,0.55,-0.11,-0.07,0.06,
22:18:07:320,0.05,-0.26,0.59,-0.11,-0.07,0.06,
22:18:07:331,0.05,-0.26,0.59,-0.08,-0.06,0.05,
22:18:07:332,0.05,-0.26,0.59,-0.08,-0.06,0.05,
22:18:07:332,0.05,-0.26,0.59,-0.05,-0.05,0.05,
22:18:07:333,0.17,-0.30,0.33,-0.05,-0.05,0.05,
22:18:07:333,0.17,-0.30,0.33,-0.01,-0.05,0.03,
22:18:07:334,0.17,-0.30,0.33,-0.01,-0.05,0.03,
22:18:07:335,0.17,-0.30,0.33,0.02,-0.04,0.02,
22:18:07:335,0.15,-0.38,0.22,0.02,-0.04,0.02,
22:18:07:336,0.15,-0.38,0.22,0.05,-0.02,0.01,
22:18:07:336,0.15,-0.38,0.22,0.05,-0.02,0.01,
22:18:07:337,0.15,-0.38,0.22,0.08,-0.01,-0.00,
22:18:07:338,0.19,-0.22,0.24,0.08,-0.01,-0.00,
22:18:07:338,0.19,-0.22,0.24,0.10,0.00,-0.02,
22:18:07:339,0.19,-0.22,0.24,0.10,0.00,-0.02,
22:18:07:340,0.19,-0.22,0.24,0.12,0.02,-0.02,
22:18:07:340,0.14,0.08,0.43,0.12,0.02,-0.02,
22:18:07:351,0.14,0.08,0.43,0.13,0.05,-0.03,
22:18:07:352,0.14,0.08,0.43,0.13,0.05,-0.03,
22:18:07:353,0.14,0.08,0.43,0.13,0.07,-0.03,
22:18:07:354,0.14,0.22,0.04,0.13,0.07,-0.03,
22:18:07:354,0.14,0.22,0.04,0.13,0.08,-0.02,
22:18:07:355,0.14,0.21,0.04,0.13,0.08,-0.02,
22:18:07:355,0.14,0.21,0.04,0.11,0.07,-0.02,
22:18:07:356,-0.01,-0.15,-0.47,0.11,0.07,-0.02,
22:18:07:357,-0.01,-0.15,-0.47,0.09,0.07,-0.02,
22:18:07:358,-0.00,-0.16,-0.47,0.09,0.07,-0.02,
22:18:07:359,-0.00,-0.16,-0.47,0.07,0.07,-0.02,
22:18:07:360,-0.11,0.10,-0.26,0.07,0.07,-0.02,
22:18:07:360,-0.11,0.10,-0.26,0.05,0.05,-0.01,
22:18:07:361,-0.11,0.10,-0.26,0.05,0.05,-0.01,
22:18:07:361,-0.11,0.10,-0.26,0.02,0.02,-0.01,
22:18:07:362,-0.11,-0.12,-0.32,0.02,0.02,-0.01,
22:18:07:362,-0.11,-0.12,-0.32,0.00,0.00,-0.01,
22:18:07:363,-0.11,-0.12,-0.32,0.00,0.00,-0.01,
22:18:07:365,-0.11,-0.12,-0.32,-0.01,-0.02,-0.00,
22:18:07:366,-0.14,0.05,-0.26,-0.01,-0.02,-0.00,
22:18:07:367,-0.14,0.05,-0.26,-0.03,-0.03,0.00,
22:18:07:368,-0.14,0.05,-0.26,-0.03,-0.03,0.00,
22:18:07:369,-0.14,0.05,-0.26,-0.04,-0.04,0.00,
22:18:07:370,-0.04,-0.10,-0.20,-0.04,-0.04,0.00,
22:18:07:372,-0.04,-0.10,-0.20,-0.05,-0.05,0.01,
22:18:07:373,-0.05,-0.10,-0.20,-0.05,-0.05,0.01,
22:18:07:374,-0.05,-0.10,-0.20,-0.06,-0.04,0.01,
22:18:07:375,0.04,-0.00,-0.01,-0.06,-0.04,0.01,
22:18:07:376,0.04,-0.00,-0.01,-0.05,-0.04,0.01,
22:18:07:377,0.04,-0.00,-0.01,-0.05,-0.04,0.01,
22:18:07:379,0.04,-0.00,-0.01,-0.05,-0.03,0.01,
22:18:07:380,0.12,-0.15,0.01,-0.05,-0.03,0.01,
22:18:07:381,0.12,-0.15,0.01,-0.04,-0.02,0.00,
22:18:07:382,0.12,-0.15,0.01,-0.04,-0.02,0.00,
22:18:07:384,0.12,-0.15,0.01,-0.03,-0.02,0.00,
22:18:07:385,0.09,-0.12,0.09,-0.03,-0.02,0.00,
22:18:07:398,0.09,-0.12,0.09,-0.02,-0.01,-0.01,
22:18:07:399,0.09,-0.12,0.09,-0.02,-0.01,-0.01,
22:18:07:400,0.09,-0.12,0.09,-0.00,-0.00,-0.01,
22:18:07:401,0.16,-0.06,0.15,-0.00,-0.00,-0.01,
22:18:07:402,0.16,-0.06,0.15,0.01,0.00,-0.02,
22:18:07:404,0.16,-0.06,0.15,0.01,0.00,-0.02,
22:18:07:406,0.16,-0.06,0.15,0.02,0.01,-0.02,
22:18:07:407,0.09,-0.03,0.26,0.02,0.01,-0.02,
22:18:07:409,0.09,-0.03,0.26,0.03,0.02,-0.03,
22:18:07:411,0.09,-0.03,0.26,0.03,0.02,-0.03,
22:18:07:414,0.09,-0.03,0.26,0.04,0.03,-0.03,
22:18:07:415,0.06,-0.00,0.11,0.04,0.03,-0.03,
22:18:07:416,0.06,-0.00,0.11,0.05,0.03,-0.03,
22:18:07:416,0.07,-0.00,0.11,0.05,0.03,-0.03,
22:18:07:418,0.07,-0.00,0.11,0.05,0.04,-0.02,
22:18:07:419,-0.03,-0.13,0.01,0.05,0.04,-0.02,
22:18:07:420,-0.03,-0.13,0.01,0.05,0.04,-0.02,
22:18:07:420,-0.03,-0.13,0.02,0.05,0.04,-0.02,
22:18:07:421,-0.03,-0.13,0.02,0.05,0.04,-0.01,
22:18:07:422,-0.12,-0.03,-0.04,0.05,0.04,-0.01,
22:18:07:422,-0.12,-0.03,-0.04,0.05,0.03,-0.01,
22:18:07:423,-0.12,-0.03,-0.04,0.05,0.03,-0.01,
22:18:07:423,-0.12,-0.03,-0.04,0.04,0.02,-0.01,
22:18:07:424,-0.12,-0.09,-0.06,0.04,0.02,-0.01,
22:18:07:425,-0.12,-0.09,-0.06,0.04,0.01,-0.00,
22:18:07:425,-0.12,-0.09,-0.06,0.04,0.01,-0.00,
22:18:07:426,-0.12,-0.09,-0.06,0.03,0.00,0.00,
22:18:07:426,-0.16,-0.02,-0.05,0.03,0.00,0.00,
22:18:07:427,-0.16,-0.02,-0.05,0.02,-0.00,0.01,
22:18:07:427,-0.16,-0.02,-0.05,0.02,-0.00,0.01,
22:18:07:428,-0.16,-0.02,-0.05,0.01,-0.01,0.01,
22:18:07:428,-0.08,-0.05,-0.09,0.01,-0.01,0.01,
22:18:07:429,-0.08,-0.05,-0.09,0.01,-0.02,0.01,
22:18:07:430,-0.08,-0.05,-0.09,0.01,-0.02,0.01,
22:18:07:430,-0.08,-0.05,-0.09,-0.00,-0.03,0.02,
22:18:07:431,-0.07,0.04,-0.05,-0.00,-0.03,0.02,
22:18:07:433,-0.07,0.04,-0.05,-0.01,-0.03,0.02,
22:18:07:433,-0.07,0.04,-0.05,-0.01,-0.03,0.02,
22:18:07:434,-0.07,0.04,-0.05,-0.01,-0.03,0.02,
22:18:07:435,0.02,0.09,-0.06,-0.01,-0.03,0.02,
22:18:07:437,0.02,0.09,-0.06,-0.01,-0.03,0.02,
22:18:07:437,0.02,0.09,-0.06,-0.01,-0.03,0.02,
22:18:07:439,0.02,0.09,-0.06,-0.02,-0.03,0.02,
22:18:07:441,0.10,0.09,-0.02,-0.02,-0.03,0.02,
22:18:07:442,0.10,0.09,-0.02,-0.02,-0.03,0.02,
22:18:07:444,0.10,0.09,-0.02,-0.02,-0.03,0.02,
22:18:07:445,0.10,0.09,-0.02,-0.02,-0.03,0.02,
22:18:07:447,0.10,-0.02,-0.01,-0.02,-0.03,0.02,
22:18:07:447,0.10,-0.02,-0.01,-0.02,-0.02,0.01,
22:18:07:447,0.10,-0.02,-0.01,-0.02,-0.02,0.01,
22:18:07:449,0.10,-0.02,-0.01,-0.01,-0.01,0.01,
22:18:07:449,0.16,-0.11,0.00,-0.01,-0.01,0.01,
22:18:07:451,0.16,-0.11,0.00,-0.01,-0.01,0.00,
22:18:07:452,0.16,-0.11,0.00,-0.01,-0.01,0.00,
22:18:07:455,0.16,-0.11,0.00,-0.01,-0.01,0.00,
22:18:07:455,0.13,-0.18,-0.01,-0.01,-0.01,0.00,
22:18:07:457,0.13,-0.18,-0.01,-0.01,-0.00,-0.01,
22:18:07:457,0.13,-0.18,-0.01,-0.01,-0.00,-0.01,
22:18:07:463,0.13,-0.18,-0.01,-0.00,0.00,-0.01,
22:18:07:464,0.10,-0.21,-0.04,-0.00,0.00,-0.01,
22:18:07:464,0.10,-0.21,-0.04,-0.00,0.01,-0.02,
22:18:07:465,0.10,-0.21,-0.04,-0.00,0.01,-0.02,
22:18:07:465,0.10,-0.21,-0.04,0.00,0.02,-0.02,
22:18:07:465,0.05,-0.17,-0.04,0.00,0.02,-0.02,
22:18:07:467,0.05,-0.17,-0.04,0.01,0.02,-0.02,
22:18:07:468,0.05,-0.17,-0.04,0.01,0.02,-0.02,
22:18:07:469,0.05,-0.17,-0.04,0.01,0.02,-0.03,
22:18:07:470,-0.05,-0.11,0.07,0.01,0.02,-0.03,
22:18:07:472,-0.05,-0.11,0.07,0.02,0.03,-0.03,
22:18:07:473,-0.04,-0.11,0.07,0.02,0.03,-0.03,
22:18:07:475,-0.04,-0.11,0.07,0.02,0.03,-0.03,
22:18:07:475,-0.11,0.04,0.19,0.02,0.03,-0.03,
22:18:07:477,-0.11,0.04,0.19,0.03,0.02,-0.02,
22:18:07:477,-0.11,0.04,0.19,0.03,0.02,-0.02,
22:18:07:479,-0.11,0.04,0.19,0.03,0.02,-0.02,
22:18:07:480,-0.07,0.04,0.05,0.03,0.02,-0.02,
22:18:07:482,-0.07,0.04,0.05,0.04,0.01,-0.02,
22:18:07:483,-0.07,0.04,0.05,0.04,0.01,-0.02,
22:18:07:484,-0.07,0.04,0.05,0.04,0.01,-0.02,
22:18:07:485,-0.05,0.08,0.04,0.04,0.01,-0.02,
22:18:07:501,-0.05,0.08,0.04,0.04,0.00,-0.01,
22:18:07:502,-0.05,0.08,0.04,0.04,0.00,-0.01,
22:18:07:503,-0.05,0.08,0.04,0.04,0.00,-0.00,
22:18:07:505,-0.04,0.06,0.03,0.04,0.00,-0.00,
22:18:07:506,-0.04,0.06,0.03,0.04,0.00,0.00,
22:18:07:507,-0.04,0.06,0.03,0.04,0.00,0.00,
22:18:07:507,-0.04,0.06,0.03,0.03,0.00,0.00,
22:18:07:508,0.00,-0.00,-0.05,0.03,0.00,0.00,
22:18:07:509,0.00,-0.00,-0.05,0.03,-0.00,0.01,
22:18:07:509,0.00,-0.00,-0.05,0.03,-0.00,0.01,
22:18:07:510,0.00,-0.00,-0.05,0.02,-0.01,0.01,
22:18:07:510,0.04,-0.06,-0.10,0.02,-0.01,0.01,
22:18:07:511,0.04,-0.06,-0.10,0.02,-0.01,0.01,
22:18:07:511,0.04,-0.06,-0.10,0.02,-0.01,0.01,
22:18:07:512,0.04,-0.06,-0.10,0.01,-0.01,0.01,
22:18:07:513,0.03,-0.05,-0.09,0.01,-0.01,0.01,
22:18:07:513,0.03,-0.05,-0.09,0.01,-0.00,0.00,
22:18:07:514,0.03,-0.05,-0.09,0.01,-0.00,0.00,
22:18:07:514,0.03,-0.05,-0.09,0.01,-0.00,0.00,
22:18:07:515,0.07,-0.02,-0.06,0.01,-0.00,0.00,
22:18:07:515,0.07,-0.02,-0.06,0.01,-0.00,-0.00,
22:18:07:516,0.07,-0.02,-0.06,0.01,-0.00,-0.00,
22:18:07:516,0.07,-0.02,-0.06,0.00,-0.00,-0.00,
22:18:07:517,0.04,-0.13,-0.02,0.00,-0.00,-0.00,
22:18:07:517,0.04,-0.13,-0.02,-0.00,0.00,-0.00,
22:18:07:518,0.04,-0.13,-0.02,-0.00,0.00,-0.00,
22:18:07:521,0.04,-0.13,-0.02,-0.00,0.00,-0.00,
22:18:07:522,-0.03,-0.13,-0.02,-0.00,0.00,-0.00,
22:18:07:522,-0.03,-0.13,-0.02,-0.00,0.01,-0.00,
22:18:07:524,-0.03,-0.13,-0.02,-0.00,0.01,-0.00,
22:18:07:525,-0.03,-0.13,-0.02,-0.00,0.00,-0.01,
22:18:07:526,-0.03,0.05,0.06,-0.00,0.00,-0.01,
22:18:07:528,-0.03,0.05,0.06,0.00,-0.00,-0.00,
22:18:07:529,-0.03,0.05,0.06,0.00,-0.00,-0.00,
22:18:07:529,-0.03,0.05,0.06,0.00,-0.01,0.00,
22:18:07:530,-0.03,0.10,0.08,0.00,-0.01,0.00,
22:18:07:532,-0.03,0.10,0.08,0.01,-0.01,0.00,
22:18:07:532,-0.03,0.10,0.08,0.01,-0.01,0.00,
22:18:07:534,-0.03,0.10,0.08,0.01,-0.01,0.00,
22:18:07:535,-0.03,-0.02,0.10,0.01,-0.01,0.00,
22:18:07:537,-0.03,-0.02,0.10,0.01,-0.01,0.01,
22:18:07:537,-0.03,-0.02,0.10,0.01,-0.01,0.01,
22:18:07:539,-0.03,-0.02,0.10,0.00,-0.01,0.01,
22:18:07:539,0.01,-0.14,0.09,0.00,-0.01,0.01,
22:18:07:542,0.01,-0.14,0.09,0.00,-0.01,0.01,
22:18:07:542,0.01,-0.14,0.09,0.00,-0.01,0.01,
22:18:07:544,0.01,-0.14,0.09,0.01,-0.01,0.01,
22:18:07:545,-0.00,-0.15,0.04,0.01,-0.01,0.01,
22:18:07:547,-0.00,-0.15,0.04,0.01,-0.01,0.01,
22:18:07:547,-0.00,-0.15,0.04,0.01,-0.01,0.01,
22:18:07:549,-0.00,-0.15,0.04,0.01,-0.01,0.01,
22:18:07:550,0.07,-0.12,0.08,0.01,-0.01,0.01,
22:18:07:552,0.07,-0.12,0.08,0.01,-0.01,0.01,
22:18:07:553,0.06,-0.12,0.08,0.01,-0.01,0.01,
22:18:07:555,0.06,-0.12,0.08,0.01,-0.01,0.00,
22:18:07:555,0.04,-0.06,0.04,0.01,-0.01,0.00,
22:18:07:557,0.04,-0.06,0.04,0.01,-0.01,0.00,
22:18:07:557,0.04,-0.06,0.04,0.01,-0.01,0.00,
22:18:07:559,0.04,-0.06,0.04,0.01,-0.00,-0.00,
22:18:07:560,0.08,-0.16,0.10,0.01,-0.00,-0.00,
22:18:07:561,0.08,-0.16,0.10,0.01,-0.00,-0.00,
22:18:07:562,0.07,-0.16,0.10,0.01,-0.00,-0.00,
22:18:07:564,0.07,-0.16,0.10,0.01,0.01,-0.01,
22:18:07:565,-0.02,-0.35,-0.13,0.01,0.01,-0.01,
22:18:07:567,-0.02,-0.35,-0.13,0.01,0.01,-0.01,
22:18:07:567,-0.02,-0.35,-0.13,0.01,0.01,-0.01,
22:18:07:569,-0.02,-0.35,-0.13,0.01,0.01,-0.01,
22:18:07:570,0.06,-0.04,0.06,0.01,0.01,-0.01,
22:18:07:572,0.06,-0.04,0.06,0.01,0.01,-0.01,
22:18:07:573,0.06,-0.04,0.06,0.01,0.01,-0.01,
22:18:07:574,0.06,-0.04,0.06,0.02,0.00,-0.01,
22:18:07:575,0.13,0.33,0.17,0.02,0.00,-0.01,
22:18:07:577,0.13,0.33,0.17,0.02,0.01,-0.01,
22:18:07:577,0.13,0.33,0.17,0.02,0.01,-0.01,
22:18:07:579,0.13,0.33,0.17,0.01,0.01,-0.01,
22:18:07:580,-0.03,-0.22,-0.06,0.01,0.01,-0.01,
22:18:07:582,-0.03,-0.22,-0.06,0.01,0.01,-0.01,
22:18:07:582,-0.03,-0.22,-0.06,0.01,0.01,-0.01,
22:18:07:588,-0.03,-0.22,-0.06,0.01,0.01,-0.01,
22:18:07:589,0.11,0.04,0.02,0.01,0.01,-0.01,
22:18:07:591,0.11,0.04,0.02,0.01,0.01,-0.01,
22:18:07:592,0.11,0.04,0.02,0.01,0.01,-0.01,
22:18:07:593,0.11,0.04,0.02,0.01,0.01,-0.01,
22:18:07:595,0.02,0.06,0.07,0.01,0.01,-0.01,
22:18:07:595,0.02,0.06,0.07,0.01,-0.00,-0.01,
22:18:07:596,0.02,0.06,0.07,0.01,-0.00,-0.01,
22:18:07:596,0.02,0.06,0.07,0.01,-0.01,-0.00,
22:18:07:597,-0.13,-0.33,-0.24,0.01,-0.01,-0.00,
22:18:07:598,-0.13,-0.33,-0.24,0.01,0.01,-0.00,
22:18:07:598,-0.13,-0.33,-0.24,0.01,0.01,-0.00,
22:18:07:607,-0.13,-0.33,-0.24,0.01,0.00,-0.00,
22:18:07:608,0.09,0.06,0.20,0.01,0.00,-0.00,
22:18:07:609,0.09,0.06,0.20,0.00,-0.01,0.00,
22:18:07:610,0.09,0.06,0.20,0.00,-0.01,0.00,
22:18:07:610,0.09,0.06,0.20,-0.00,-0.01,0.00,
22:18:07:611,0.03,-0.11,0.01,-0.00,-0.01,0.00,
22:18:07:611,0.03,-0.11,0.01,0.00,-0.01,0.00,
22:18:07:612,0.03,-0.11,0.01,0.00,-0.01,0.00,
22:18:07:613,0.03,-0.11,0.01,0.00,0.01,0.00,
22:18:07:613,-0.17,-0.31,-0.11,0.00,0.01,0.00,
22:18:07:614,-0.17,-0.31,-0.11,0.00,0.01,0.00,
22:18:07:614,-0.17,-0.31,-0.11,0.00,0.01,0.00,
22:18:07:615,-0.17,-0.31,-0.11,0.01,-0.00,0.00,
22:18:07:615,0.10,0.02,0.21,0.01,-0.00,0.00,
22:18:07:620,0.10,0.02,0.21,0.01,-0.01,0.00,
22:18:07:621,0.10,0.02,0.21,0.01,-0.01,0.00,
22:18:07:621,0.10,0.02,0.21,0.01,-0.01,0.00,
22:18:07:622,-0.06,0.17,0.08,0.01,-0.01,0.00,
22:18:07:623,-0.06,0.17,0.08,0.01,-0.01,0.00,
22:18:07:623,-0.06,0.17,0.08,0.01,-0.01,0.00,
22:18:07:624,-0.06,0.17,0.08,0.01,-0.01,0.00,
22:18:07:625,0.02,-0.17,0.20,0.01,-0.01,0.00,
22:18:07:627,0.02,-0.17,0.20,0.01,-0.01,0.00,
22:18:07:628,0.02,-0.17,0.20,0.01,-0.01,0.00,
22:18:07:629,0.02,-0.17,0.20,0.01,-0.02,0.01,
22:18:07:629,0.09,-0.13,0.08,0.01,-0.02,0.01,
22:18:07:632,0.09,-0.13,0.08,0.01,-0.01,0.01,
22:18:07:632,0.09,-0.13,0.08,0.01,-0.01,0.01,
22:18:07:634,0.09,-0.13,0.08,0.01,-0.01,0.00,
22:18:07:635,0.04,0.18,-0.09,0.01,-0.01,0.00,
22:18:07:637,0.04,0.18,-0.09,0.02,-0.01,0.00,
22:18:07:637,0.04,0.18,-0.08,0.02,-0.01,0.00,
22:18:07:639,0.04,0.18,-0.08,0.02,-0.01,0.00,
22:18:07:640,0.20,-0.02,0.20,0.02,-0.01,0.00,
22:18:07:641,0.20,-0.02,0.20,0.02,-0.01,0.01,
22:18:07:642,0.20,-0.02,0.19,0.02,-0.01,0.01,
22:18:07:644,0.20,-0.02,0.19,0.02,-0.00,0.00,
22:18:07:645,0.04,-0.31,-0.19,0.02,-0.00,0.00,
22:18:07:647,0.04,-0.31,-0.19,0.02,0.01,0.00,
22:18:07:648,0.04,-0.31,-0.19,0.02,0.01,0.00,
22:18:07:649,0.04,-0.31,-0.19,0.01,0.02,0.00,
22:18:07:650,-0.01,-0.07,-0.04,0.01,0.02,0.00,
22:18:07:653,-0.01,-0.07,-0.04,0.01,0.02,-0.01,
22:18:07:654,-0.01,-0.07,-0.04,0.01,0.02,-0.01,
22:18:07:655,-0.01,-0.07,-0.04,0.01,0.00,-0.01,
22:18:07:656,0.20,-0.02,0.28,0.01,0.00,-0.01,
22:18:07:657,0.20,-0.02,0.28,0.01,-0.01,-0.01,
22:18:07:659,0.20,-0.02,0.28,0.01,-0.01,-0.01,
22:18:07:660,0.20,-0.02,0.28,0.01,-0.00,-0.01,
22:18:07:662,-0.08,-0.39,-0.17,0.01,-0.00,-0.01,
22:18:07:663,-0.08,-0.39,-0.17,0.01,0.00,-0.01,
22:18:07:664,-0.08,-0.39,-0.17,0.01,0.00,-0.01,
22:18:07:664,-0.08,-0.39,-0.17,0.02,0.01,-0.01,
22:18:07:665,0.07,0.06,-0.10,0.02,0.01,-0.01,
22:18:07:667,0.07,0.06,-0.10,0.02,-0.00,-0.01,
22:18:07:668,0.07,0.06,-0.10,0.02,-0.00,-0.01,
22:18:07:669,0.07,0.06,-0.10,0.02,-0.00,-0.01,
22:18:07:670,0.07,0.02,0.17,0.02,-0.00,-0.01,
22:18:07:682,0.07,0.02,0.17,0.02,0.01,-0.01,
22:18:07:683,0.07,0.02,0.17,0.02,0.01,-0.01,
22:18:07:683,0.07,0.02,0.17,0.02,0.02,-0.01,
22:18:07:684,-0.06,0.02,-0.12,0.02,0.02,-0.01,
22:18:07:684,-0.06,0.02,-0.12,0.01,0.02,-0.01,
22:18:07:684,-0.06,0.02,-0.12,0.01,0.02,-0.01,
22:18:07:685,-0.06,0.02,-0.12,0.02,0.01,-0.01,
22:18:07:685,0.06,0.10,0.03,0.02,0.01,-0.01,
22:18:07:686,0.06,0.10,0.03,0.02,0.00,-0.01,
22:18:07:686,0.06,0.10,0.03,0.02,0.00,-0.01,
22:18:07:687,0.06,0.10,0.03,0.02,0.00,-0.01,
22:18:07:687,-0.07,-0.04,-0.01,0.02,0.00,-0.01,
22:18:07:688,-0.07,-0.04,-0.01,0.02,-0.00,-0.01,
22:18:07:688,-0.07,-0.04,-0.01,0.02,-0.00,-0.01,
22:18:07:689,-0.07,-0.04,-0.01,0.02,-0.01,-0.00,
22:18:07:690,-0.01,-0.09,-0.14,0.02,-0.01,-0.00,
22:18:07:692,-0.01,-0.09,-0.14,0.01,-0.01,0.00,
22:18:07:693,-0.01,-0.09,-0.14,0.01,-0.01,0.00,
22:18:07:696,-0.01,-0.09,-0.14,0.01,-0.01,-0.00,
22:18:07:697,-0.02,-0.13,-0.06,0.01,-0.01,-0.00,
22:18:07:697,-0.02,-0.13,-0.06,0.00,-0.00,-0.00,
22:18:07:698,-0.02,-0.13,-0.06,0.00,-0.00,-0.00,
22:18:07:699,-0.02,-0.13,-0.06,0.00,0.00,0.00,
22:18:07:700,0.08,-0.03,0.07,0.00,0.00,0.00,
22:18:07:702,0.08,-0.03,0.07,-0.00,-0.00,0.00,
22:18:07:702,0.08,-0.03,0.07,-0.00,-0.00,0.00,
22:18:07:705,0.08,-0.03,0.07,-0.00,-0.01,0.00,
22:18:07:705,0.03,-0.18,-0.06,-0.00,-0.01,0.00,
22:18:07:707,0.03,-0.18,-0.06,-0.00,-0.01,0.00,
22:18:07:708,0.03,-0.18,-0.07,-0.00,-0.01,0.00,
22:18:07:715,0.03,-0.18,-0.07,-0.00,-0.01,0.00,
22:18:07:716,0.04,-0.01,0.03,-0.00,-0.01,0.00,
22:18:07:716,0.04,-0.01,0.03,-0.00,-0.01,0.00,
