
time,ax,ay,az,wx,wy,wz,
22:09:59:000,-0.46,0.08,-0.53,-0.01,0.03,-0.04,
22:09:59:001,-0.46,0.08,-0.53,-0.01,0.03,-0.04,
22:09:59:002,-0.46,0.08,-0.53,-0.06,-0.02,-0.02,
22:09:59:002,-0.42,0.15,-0.40,-0.06,-0.02,-0.02,
22:09:59:003,-0.42,0.15,-0.40,-0.11,-0.05,-0.01,
22:09:59:003,-0.42,0.15,-0.40,-0.11,-0.05,-0.01,
22:09:59:004,-0.42,0.15,-0.40,-0.15,-0.06,0.01,
22:09:59:004,-0.27,0.29,-0.45,-0.15,-0.06,0.01,
22:09:59:004,-0.27,0.29,-0.45,-0.17,-0.07,0.02,
22:09:59:005,-0.27,0.29,-0.45,-0.17,-0.07,0.02,
22:09:59:006,-0.27,0.29,-0.45,-0.18,-0.07,0.03,
22:09:59:006,-0.07,0.33,-0.26,-0.18,-0.07,0.03,
22:09:59:008,-0.07,0.33,-0.26,-0.19,-0.06,0.03,
22:09:59:009,-0.07,0.33,-0.27,-0.19,-0.06,0.03,
22:09:59:011,-0.07,0.33,-0.27,-0.19,-0.05,0.03,
22:09:59:012,0.05,0.25,0.08,-0.19,-0.05,0.03,
22:09:59:013,0.05,0.25,0.08,-0.17,-0.04,0.02,
22:09:59:014,0.05,0.26,0.08,-0.17,-0.04,0.02,
22:09:59:016,0.05,0.26,0.08,-0.16,-0.03,0.01,
22:09:59:017,0.19,0.11,0.40,-0.16,-0.03,0.01,
22:09:59:018,0.19,0.11,0.40,-0.13,-0.03,-0.00,
22:09:59:019,0.18,0.11,0.40,-0.13,-0.03,-0.00,
22:09:59:021,0.18,0.11,0.40,-0.11,-0.02,-0.01,
22:09:59:022,0.14,-0.09,0.38,-0.11,-0.02,-0.01,
22:09:59:025,0.14,-0.09,0.38,-0.08,-0.01,-0.02,
22:09:59:026,0.14,-0.09,0.38,-0.08,-0.01,-0.02,
22:09:59:027,0.14,-0.09,0.38,-0.06,0.01,-0.03,
22:09:59:027,0.08,-0.27,0.16,-0.06,0.01,-0.03,
22:09:59:028,0.08,-0.27,0.16,-0.03,0.01,-0.04,
22:09:59:028,0.08,-0.27,0.16,-0.03,0.01,-0.04,
22:09:59:031,0.08,-0.27,0.16,-0.01,0.02,-0.04,
22:09:59:032,-0.08,-0.28,0.08,-0.01,0.02,-0.04,
22:09:59:033,-0.08,-0.28,0.08,0.02,0.02,-0.04,
22:09:59:034,-0.08,-0.28,0.08,0.02,0.02,-0.04,
22:09:59:036,-0.08,-0.28,0.08,0.04,0.02,-0.03,
22:09:59:037,-0.30,-0.16,0.30,0.04,0.02,-0.03,
22:09:59:038,-0.30,-0.16,0.30,0.07,0.02,-0.02,
22:09:59:038,-0.30,-0.16,0.30,0.07,0.02,-0.02,
22:09:59:047,-0.30,-0.16,0.30,0.09,0.01,-0.02,
22:09:59:048,-0.29,-0.02,0.44,0.09,0.01,-0.02,
22:09:59:048,-0.29,-0.02,0.44,0.10,-0.00,-0.01,
22:09:59:049,-0.29,-0.02,0.44,0.10,-0.00,-0.01,
22:09:59:049,-0.29,-0.02,0.44,0.11,-0.01,-0.00,
22:09:59:050,-0.20,0.02,0.18,0.11,-0.01,-0.00,
22:09:59:051,-0.20,0.02,0.18,0.11,-0.01,0.00,
22:09:59:051,-0.20,0.01,0.18,0.11,-0.01,0.00,
22:09:59:052,-0.20,0.01,0.18,0.11,-0.01,0.01,
22:09:59:052,-0.08,0.16,-0.25,0.11,-0.01,0.01,
22:09:59:053,-0.08,0.16,-0.25,0.10,-0.01,0.01,
