
time,ax,ay,az,wx,wy,wz,
22:15:32:916,-0.02,-0.24,-0.79,0.01,0.26,-0.11,
22:15:32:917,-0.01,-0.24,-0.79,0.01,0.26,-0.11,
22:15:32:917,-0.01,-0.24,-0.79,-0.05,0.17,-0.11,
22:15:32:918,-0.70,-0.42,-0.18,-0.05,0.17,-0.11,
22:15:32:919,-0.70,-0.42,-0.18,-0.10,0.09,-0.11,
22:15:32:919,-0.70,-0.42,-0.18,-0.10,0.09,-0.11,
22:15:32:920,-0.70,-0.42,-0.18,-0.14,0.00,-0.10,
22:15:32:920,-0.77,0.08,0.19,-0.14,0.00,-0.10,
22:15:32:921,-0.77,0.08,0.19,-0.16,-0.07,-0.08,
22:15:32:922,-0.77,0.09,0.18,-0.16,-0.07,-0.08,
22:15:32:923,-0.77,0.09,0.18,-0.17,-0.12,-0.05,
22:15:32:923,-0.48,0.29,0.32,-0.17,-0.12,-0.05,
22:15:32:924,-0.48,0.29,0.32,-0.17,-0.15,-0.02,
22:15:32:924,-0.48,0.29,0.31,-0.17,-0.15,-0.02,
22:15:32:925,-0.48,0.29,0.31,-0.16,-0.14,0.02,
22:15:32:925,-0.36,0.46,0.19,-0.16,-0.14,0.02,
22:15:32:926,-0.36,0.46,0.19,-0.15,-0.12,0.06,
22:15:32:926,-0.36,0.46,0.18,-0.15,-0.12,0.06,
22:15:32:927,-0.36,0.46,0.18,-0.13,-0.09,0.09,
22:15:32:927,-0.22,0.20,0.17,-0.13,-0.09,0.09,
22:15:32:928,-0.22,0.20,0.17,-0.11,-0.06,0.11,
22:15:32:929,-0.22,0.21,0.16,-0.11,-0.06,0.11,
22:15:32:939,-0.22,0.21,0.16,-0.09,-0.05,0.11,
22:15:32:940,-0.02,0.02,0.31,-0.09,-0.05,0.11,
22:15:32:940,-0.02,0.02,0.31,-0.07,-0.05,0.10,
22:15:32:941,-0.02,0.02,0.31,-0.07,-0.05,0.10,
22:15:32:941,-0.02,0.02,0.31,-0.04,-0.06,0.09,
22:15:32:941,0.13,-0.21,0.46,-0.04,-0.06,0.09,
22:15:32:942,0.13,-0.21,0.46,-0.02,-0.07,0.07,
22:15:32:942,0.13,-0.21,0.46,-0.02,-0.07,0.07,
22:15:32:942,0.13,-0.21,0.46,-0.00,-0.08,0.04,
22:15:32:943,0.41,-0.39,0.48,-0.00,-0.08,0.04,
22:15:32:943,0.41,-0.39,0.48,0.02,-0.09,0.02,
22:15:32:944,0.41,-0.39,0.49,0.02,-0.09,0.02,
22:15:32:948,0.41,-0.39,0.49,0.04,-0.07,-0.01,
