
time,ax,ay,az,wx,wy,wz,
22:14:39:232,-0.25,0.15,-0.33,-0.08,-0.04,0.00,
22:14:39:233,-0.19,0.05,-0.31,-0.08,-0.04,0.00,
22:14:39:234,-0.19,0.05,-0.31,-0.09,-0.05,0.01,
22:14:39:234,-0.19,0.05,-0.31,-0.09,-0.05,0.01,
22:14:39:234,-0.19,0.05,-0.31,-0.10,-0.05,0.02,
22:14:39:235,-0.13,0.03,-0.13,-0.10,-0.05,0.02,
22:14:39:235,-0.13,0.03,-0.13,-0.10,-0.05,0.03,
22:14:39:235,-0.13,0.03,-0.14,-0.10,-0.05,0.03,
22:14:39:236,-0.13,0.03,-0.14,-0.10,-0.05,0.04,
22:14:39:236,-0.02,-0.07,0.16,-0.10,-0.05,0.04,
22:14:39:238,-0.02,-0.07,0.16,-0.09,-0.04,0.03,
22:14:39:238,-0.02,-0.07,0.16,-0.09,-0.04,0.03,
22:14:39:240,-0.02,-0.07,0.16,-0.08,-0.04,0.03,
22:14:39:241,0.04,-0.13,0.22,-0.08,-0.04,0.03,
22:14:39:243,0.04,-0.13,0.22,-0.06,-0.04,0.02,
22:14:39:243,0.04,-0.13,0.21,-0.06,-0.04,0.02,
22:14:39:245,0.04,-0.13,0.21,-0.05,-0.04,0.02,
22:14:39:246,0.11,-0.26,0.13,-0.05,-0.04,0.02,
22:14:39:248,0.11,-0.26,0.13,-0.03,-0.03,0.01,
22:14:39:248,0.11,-0.26,0.13,-0.03,-0.03,0.01,
22:14:39:250,0.11,-0.26,0.13,-0.01,-0.03,0.00,
22:14:39:251,0.15,-0.29,0.06,-0.01,-0.03,0.00,
22:14:39:255,0.15,-0.29,0.06,0.01,-0.02,-0.01,
22:14:39:256,0.15,-0.29,0.06,0.01,-0.02,-0.01,
22:14:39:256,0.15,-0.29,0.06,0.03,-0.01,-0.01,
22:14:39:256,0.11,-0.22,0.07,0.03,-0.01,-0.01,
22:14:39:257,0.11,-0.22,0.07,0.04,0.00,-0.01,
22:14:39:258,0.11,-0.22,0.08,0.04,0.00,-0.01,
22:14:39:260,0.11,-0.22,0.08,0.05,0.01,-0.01,
22:14:39:261,0.05,-0.14,0.14,0.05,0.01,-0.01,
22:14:39:263,0.05,-0.14,0.14,0.06,0.02,-0.02,
22:14:39:263,0.05,-0.14,0.14,0.06,0.02,-0.02,
22:14:39:265,0.05,-0.14,0.14,0.07,0.03,-0.02,
22:14:39:266,0.00,-0.00,0.07,0.07,0.03,-0.02,
22:14:39:268,0.00,-0.00,0.07,0.08,0.03,-0.01,
22:14:39:269,0.00,-0.00,0.07,0.08,0.03,-0.01,
22:14:39:271,0.00,-0.00,0.07,0.08,0.02,-0.01,
22:14:39:272,0.01,0.05,-0.02,0.08,0.02,-0.01,
22:14:39:273,0.01,0.05,-0.02,0.07,0.02,-0.01,
22:14:39:274,0.02,0.05,-0.02,0.07,0.02,-0.01,
22:14:39:275,0.02,0.05,-0.02,0.07,0.01,-0.01,
22:14:39:276,-0.03,0.10,-0.11,0.07,0.01,-0.01,
22:14:39:278,-0.03,0.10,-0.11,0.06,0.01,-0.00,
22:14:39:279,-0.03,0.10,-0.11,0.06,0.01,-0.00,
22:14:39:280,-0.03,0.10,-0.11,0.05,0.01,0.00,
22:14:39:281,-0.02,0.09,-0.16,0.05,0.01,0.00,
22:14:39:283,-0.02,0.09,-0.16,0.04,0.01,0.00,
22:14:39:283,-0.02,0.09,-0.16,0.04,0.01,0.00,
22:14:39:286,-0.02,0.09,-0.16,0.02,0.00,0.00,
22:14:39:287,0.02,-0.05,-0.24,0.02,0.00,0.00,
22:14:39:288,0.02,-0.05,-0.24,0.01,0.00,0.00,
22:14:39:288,0.02,-0.05,-0.24,0.01,0.00,0.00,
22:14:39:291,0.02,-0.05,-0.24,-0.01,-0.00,0.00,
22:14:39:291,0.00,-0.15,-0.34,-0.01,-0.00,0.00,
22:14:39:293,0.00,-0.15,-0.34,-0.02,0.00,0.00,
22:14:39:293,0.00,-0.15,-0.34,-0.02,0.00,0.00,
22:14:39:295,0.00,-0.15,-0.34,-0.03,-0.00,-0.00,
22:14:39:296,0.00,-0.14,-0.30,-0.03,-0.00,-0.00,
22:14:39:298,0.00,-0.14,-0.30,-0.04,-0.00,-0.01,
22:14:39:298,0.00,-0.14,-0.30,-0.04,-0.00,-0.01,
22:14:39:300,0.00,-0.14,-0.30,-0.04,-0.00,-0.01,
22:14:39:301,-0.02,-0.16,-0.15,-0.04,-0.00,-0.01,
22:14:39:311,-0.02,-0.16,-0.15,-0.04,-0.00,-0.01,
22:14:39:312,-0.02,-0.16,-0.15,-0.04,-0.00,-0.01,
22:14:39:312,-0.02,-0.16,-0.15,-0.04,-0.00,-0.01,
22:14:39:313,-0.05,-0.10,0.07,-0.04,-0.00,-0.01,
22:14:39:313,-0.05,-0.10,0.07,-0.03,-0.00,-0.02,
22:14:39:314,-0.05,-0.10,0.07,-0.03,-0.00,-0.02,
22:14:39:314,-0.05,-0.10,0.07,-0.02,-0.00,-0.02,
22:14:39:315,-0.09,-0.10,0.14,-0.02,-0.00,-0.02,
22:14:39:315,-0.09,-0.10,0.14,-0.01,0.00,-0.02,
22:14:39:316,-0.09,-0.10,0.14,-0.01,0.00,-0.02,
22:14:39:316,-0.09,-0.10,0.14,-0.00,-0.00,-0.02,
22:14:39:317,-0.05,0.01,0.12,-0.00,-0.00,-0.02,
22:14:39:318,-0.05,0.01,0.12,0.01,-0.00,-0.01,
22:14:39:319,-0.05,0.01,0.12,0.01,-0.00,-0.01,
22:14:39:321,-0.05,0.01,0.12,0.02,-0.01,-0.01,
22:14:39:322,-0.05,0.02,0.13,0.02,-0.01,-0.01,
22:14:39:323,-0.05,0.02,0.13,0.03,-0.01,-0.00,
22:14:39:324,-0.05,0.02,0.13,0.03,-0.01,-0.00,
22:14:39:325,-0.05,0.02,0.13,0.04,-0.01,-0.00,
