
time,ax,ay,az,wx,wy,wz,
22:12:57:816,0.32,-0.03,-0.69,0.03,0.12,-0.14,
22:12:57:817,0.15,0.06,-0.75,0.03,0.12,-0.14,
22:12:57:818,0.15,0.06,-0.75,-0.00,0.13,-0.15,
22:12:57:819,0.16,0.06,-0.75,-0.00,0.13,-0.15,
22:12:57:819,0.16,0.06,-0.75,-0.03,0.14,-0.15,
22:12:57:820,-0.15,-0.04,-0.89,-0.03,0.14,-0.15,
22:12:57:821,-0.15,-0.04,-0.89,-0.07,0.15,-0.14,
22:12:57:821,-0.15,-0.03,-0.89,-0.07,0.15,-0.14,
22:12:57:822,-0.15,-0.03,-0.89,-0.09,0.15,-0.13,
22:12:57:823,-0.17,0.22,-0.68,-0.09,0.15,-0.13,
22:12:57:824,-0.17,0.22,-0.68,-0.11,0.15,-0.11,
22:12:57:825,-0.17,0.23,-0.68,-0.11,0.15,-0.11,
22:12:57:826,-0.17,0.23,-0.68,-0.14,0.15,-0.09,
22:12:57:827,-0.29,0.13,-0.33,-0.14,0.15,-0.09,
22:12:57:828,-0.29,0.13,-0.33,-0.15,0.14,-0.07,
22:12:57:828,-0.28,0.13,-0.33,-0.15,0.14,-0.07,
22:12:57:828,-0.28,0.13,-0.33,-0.17,0.13,-0.05,
22:12:57:829,-0.42,0.22,-0.08,-0.17,0.13,-0.05,
22:12:57:829,-0.42,0.22,-0.08,-0.18,0.11,-0.03,
22:12:57:830,-0.42,0.22,-0.08,-0.18,0.11,-0.03,
22:12:57:833,-0.42,0.22,-0.08,-0.18,0.08,-0.01,
22:12:57:834,-0.36,0.13,0.21,-0.18,0.08,-0.01,
22:12:57:835,-0.36,0.13,0.21,-0.19,0.04,-0.00,
22:12:57:835,-0.36,0.13,0.21,-0.19,0.04,-0.00,
22:12:57:836,-0.36,0.13,0.21,-0.19,0.01,0.01,
22:12:57:837,-0.32,-0.05,0.23,-0.19,0.01,0.01,
22:12:57:842,-0.32,-0.05,0.23,-0.18,-0.02,0.02,
22:12:57:843,-0.32,-0.05,0.23,-0.18,-0.02,0.02,
22:12:57:843,-0.32,-0.05,0.23,-0.17,-0.05,0.02,
22:12:57:844,-0.16,-0.06,0.21,-0.17,-0.05,0.02,
22:12:57:844,-0.16,-0.06,0.21,-0.15,-0.06,0.03,
22:12:57:845,-0.16,-0.06,0.20,-0.15,-0.06,0.03,
22:12:57:846,-0.16,-0.06,0.20,-0.14,-0.07,0.03,
22:12:57:847,-0.01,-0.11,0.30,-0.14,-0.07,0.03,
22:12:57:848,-0.01,-0.11,0.30,-0.12,-0.07,0.02,
22:12:57:849,-0.01,-0.11,0.29,-0.12,-0.07,0.02,
22:12:57:852,-0.01,-0.11,0.29,-0.09,-0.06,0.02,
22:12:57:852,0.10,-0.11,0.29,-0.09,-0.06,0.02,
22:12:57:853,0.10,-0.11,0.29,-0.07,-0.05,0.01,
22:12:57:854,0.10,-0.11,0.29,-0.07,-0.05,0.01,
22:12:57:856,0.10,-0.11,0.29,-0.04,-0.03,0.01,
22:12:57:857,0.19,-0.06,0.25,-0.04,-0.03,0.01,
22:12:57:859,0.19,-0.06,0.25,-0.02,-0.02,-0.00,
22:12:57:859,0.19,-0.06,0.25,-0.02,-0.02,-0.00,
22:12:57:861,0.19,-0.06,0.25,-0.00,-0.00,-0.01,
22:12:57:862,0.16,-0.09,0.17,-0.00,-0.00,-0.01,
22:12:57:864,0.16,-0.09,0.17,0.02,0.01,-0.02,
22:12:57:864,0.16,-0.09,0.17,0.02,0.01,-0.02,
22:12:57:866,0.16,-0.09,0.17,0.03,0.03,-0.02,
22:12:57:867,0.10,-0.03,0.13,0.03,0.03,-0.02,
22:12:57:868,0.10,-0.03,0.13,0.04,0.03,-0.03,
22:12:57:869,0.11,-0.03,0.13,0.04,0.03,-0.03,
22:12:57:871,0.11,-0.03,0.13,0.05,0.04,-0.03,
22:12:57:871,0.01,-0.07,0.05,0.05,0.04,-0.03,
