
time,ax,ay,az,wx,wy,wz,
22:24:59:231,-0.07,-0.21,-0.47,-0.10,-0.04,-0.03,
22:24:59:231,-0.00,-0.27,0.11,-0.10,-0.04,-0.03,
22:24:59:232,-0.00,-0.27,0.11,-0.10,-0.05,-0.04,
22:24:59:232,0.00,-0.27,0.11,-0.10,-0.05,-0.04,
22:24:59:232,0.00,-0.27,0.11,-0.09,-0.05,-0.04,
22:24:59:233,-0.07,-0.42,0.42,-0.09,-0.05,-0.04,
22:24:59:234,-0.07,-0.42,0.42,-0.07,-0.04,-0.04,
22:24:59:234,-0.07,-0.42,0.42,-0.07,-0.04,-0.04,
22:24:59:235,-0.07,-0.42,0.42,-0.04,-0.02,-0.03,
22:24:59:235,-0.09,-0.28,0.55,-0.04,-0.02,-0.03,
22:24:59:236,-0.09,-0.28,0.55,-0.00,-0.00,-0.03,
22:24:59:236,-0.09,-0.28,0.55,-0.00,-0.00,-0.03,
22:24:59:237,-0.09,-0.28,0.55,0.03,0.01,-0.02,
22:24:59:238,-0.19,0.13,0.54,0.03,0.01,-0.02,
22:24:59:238,-0.19,0.13,0.54,0.07,-0.01,-0.02,
22:24:59:238,-0.19,0.12,0.54,0.07,-0.01,-0.02,
22:24:59:239,-0.19,0.12,0.54,0.10,-0.04,-0.02,
22:24:59:239,-0.41,0.53,0.49,0.10,-0.04,-0.02,
22:24:59:240,-0.41,0.53,0.49,0.12,-0.07,-0.01,
22:24:59:240,-0.41,0.53,0.49,0.12,-0.07,-0.01,
22:24:59:244,-0.41,0.53,0.49,0.12,-0.09,-0.00,
22:24:59:245,-0.30,0.41,-0.25,0.12,-0.09,-0.00,
22:24:59:246,-0.30,0.41,-0.25,0.11,-0.09,0.01,
22:24:59:246,-0.30,0.41,-0.25,0.11,-0.09,0.01,
22:24:59:248,-0.30,0.41,-0.25,0.10,-0.10,0.01,
22:24:59:248,-0.11,0.30,-0.71,0.10,-0.10,0.01,
22:24:59:259,-0.11,0.30,-0.71,0.08,-0.09,0.01,
22:24:59:259,-0.11,0.29,-0.71,0.08,-0.09,0.01,
22:24:59:260,-0.11,0.29,-0.71,0.05,-0.08,0.01,
22:24:59:261,-0.04,0.10,-0.86,0.05,-0.08,0.01,
22:24:59:261,-0.04,0.10,-0.86,0.03,-0.06,0.01,
22:24:59:262,-0.04,0.10,-0.86,0.03,-0.06,0.01,
22:24:59:262,-0.04,0.10,-0.86,0.00,-0.05,0.01,
22:24:59:263,-0.07,-0.07,-0.64,0.00,-0.05,0.01,
22:24:59:264,-0.07,-0.07,-0.64,-0.02,-0.04,0.00,
22:24:59:265,-0.07,-0.07,-0.64,-0.02,-0.04,0.00,
22:24:59:266,-0.07,-0.07,-0.64,-0.03,-0.04,0.00,
22:24:59:266,-0.09,-0.29,-0.34,-0.03,-0.04,0.00,
22:24:59:266,-0.09,-0.29,-0.34,-0.05,-0.04,-0.00,
22:24:59:267,-0.09,-0.29,-0.34,-0.05,-0.04,-0.00,
22:24:59:268,-0.09,-0.29,-0.34,-0.05,-0.04,-0.00,
22:24:59:269,-0.12,-0.41,-0.03,-0.05,-0.04,-0.00,
22:24:59:271,-0.12,-0.41,-0.03,-0.06,-0.03,-0.00,
22:24:59:271,-0.12,-0.41,-0.03,-0.06,-0.03,-0.00,
22:24:59:275,-0.12,-0.41,-0.03,-0.05,-0.01,-0.01,
22:24:59:276,-0.17,-0.21,0.17,-0.05,-0.01,-0.01,
22:24:59:276,-0.17,-0.21,0.17,-0.04,-0.01,-0.01,
22:24:59:277,-0.17,-0.21,0.17,-0.04,-0.01,-0.01,
22:24:59:278,-0.17,-0.21,0.17,-0.02,-0.01,-0.00,
22:24:59:278,-0.08,0.02,0.25,-0.02,-0.01,-0.00,
22:24:59:282,-0.08,0.02,0.25,-0.00,-0.02,-0.00,
22:24:59:282,-0.08,0.02,0.25,-0.00,-0.02,-0.00,
22:24:59:283,-0.08,0.02,0.25,0.02,-0.02,-0.00,
22:24:59:284,-0.14,0.38,0.09,0.02,-0.02,-0.00,
22:24:59:285,-0.14,0.38,0.09,0.04,-0.00,-0.01,
22:24:59:286,-0.14,0.38,0.09,0.04,-0.00,-0.01,
22:24:59:287,-0.14,0.38,0.09,0.04,0.01,-0.00,
22:24:59:288,-0.05,0.43,-0.07,0.04,0.01,-0.00,
22:24:59:290,-0.05,0.43,-0.07,0.05,0.01,-0.00,
22:24:59:290,-0.05,0.43,-0.07,0.05,0.01,-0.00,
22:24:59:292,-0.05,0.43,-0.07,0.05,0.01,-0.00,
22:24:59:293,-0.13,0.25,-0.47,0.05,0.01,-0.00,
22:24:59:295,-0.13,0.25,-0.47,0.05,0.02,0.00,
22:24:59:296,-0.13,0.25,-0.46,0.05,0.02,0.00,
22:24:59:298,-0.13,0.25,-0.46,0.04,0.02,0.00,
22:24:59:299,0.05,0.10,-0.52,0.04,0.02,0.00,
22:24:59:300,0.05,0.10,-0.52,0.03,0.02,0.00,
22:24:59:301,0.05,0.10,-0.52,0.03,0.02,0.00,
22:24:59:303,0.05,0.10,-0.52,0.01,0.02,-0.00,
22:24:59:303,-0.05,-0.06,-0.52,0.01,0.02,-0.00,
22:24:59:305,-0.05,-0.06,-0.52,-0.00,0.03,-0.00,
22:24:59:306,-0.05,-0.06,-0.52,-0.00,0.03,-0.00,
22:24:59:308,-0.05,-0.06,-0.52,-0.01,0.03,-0.01,
